accession	bioproject	title	organism	access	release_date	url	lung	ici	neoadjuvant	mpr_keyword	gene_keyword	why	page_ok	description	data_type	accessibility_page	organization	n_files	file_names	related_accessions	publications	desc_lung	desc_ici	desc_neoadjuvant	desc_mpr_keyword	desc_gene_keyword	priority
OMIX004492	PRJCA018253	The recruitment of cDC1 by tumor-infiltrating CD4+ TRMs through the secretion of XCL1 is inhibited in non-small cell lung cancer	Homo sapiens environmental sample	Open	2024-12-31	https://ngdc.cncb.ac.cn/omix/release/OMIX004492	True	False	False	False	False	lung	True	The recruitment of cDC1 by tumor-infiltrating CD4+ TRMs through the secretion of XCL1 is inhibited in non-small cell lung cancer	Expression Profiling	Open-access	The second affiliated hospital zhejiang university school of medicine	3	OMIX004492-01.xlsx;OMIX004492-03.xlsx;OMIX004492-02.xlsx	OMIX003278;OMIX004492;PRJCA018253	OMIX004492-01 | OMIX004492-02 | OMIX004492-03 | PD‐1 Inhibits CD4+ TRM‐Mediated cDC1 Mobilization via Suppressing JAML in Human NSCLC	True	False	False	False	False	0
OMIX004493	PRJCA018200	In vivo CRISPR screens identify receptor-interacting protein kinase 2 as an immunotherapy target in pancreatic cancer	Mus musculus	Open	2023-12-01	https://ngdc.cncb.ac.cn/omix/release/OMIX004493	False	True	False	False	False	ici	True	Tumor-infiltrating leukocytes (CD45+) were isolated from shNT and shRipk2 mouse PDAC tumors on day 21 (n=3 per replicate)	Expression Profiling	Open-access	Zhejiang University	2	OMIX004493-02.tar;OMIX004493-01.tar	OMIX004493;PRJCA018200	OMIX004493-01 | OMIX004493-02 | Receptor-interacting Protein Kinase 2 Is an Immunotherapy Target in Pancreatic Cancer	False	True	False	False	False	0
OMIX004609	PRJCA018452	Pathological sections detected by in situ hybridization (ISH) using the lung tissues from mock control hamsters	Cricetinae	Open	2023-07-28	https://ngdc.cncb.ac.cn/omix/release/OMIX004609	True	False	False	False	False	lung	True	SARS-CoV-2 RNA in situ hybridization (ISH) staining, mock control, two biological duplicates	Other Type of Image Data	Open-access	Peking University	2	OMIX004609-02.tif;OMIX004609-01.tif	OMIX004609;PRJCA018452	OMIX004609-01 | OMIX004609-02	True	False	False	False	False	0
OMIX004610	PRJCA018452	Pathological sections detected by immunohistochemistry (IHC) using the lung tissues from hamsters infected by SARS-CoV-2 for 5 days	Cricetinae	Open	2023-07-28	https://ngdc.cncb.ac.cn/omix/release/OMIX004610	True	False	False	False	False	lung	True	SARS-CoV-2 viral antigen immunohistochemistry (IHC) staining image	Other Type of Image Data	Open-access	Peking University	1	OMIX004610-01.tif	OMIX004610;PRJCA018452	OMIX004610-01	True	False	False	False	False	0
OMIX004611	PRJCA018452	Pathological sections detected by in situ hybridization (ISH) using the lung tissues from hamsters infected by SARS-CoV-2 for 5 days	Cricetinae	Open	2023-07-28	https://ngdc.cncb.ac.cn/omix/release/OMIX004611	True	False	False	False	False	lung	True	SARS-CoV-2 RNA in situ hybridization (ISH) staining image	Other Type of Image Data	Open-access	Peking University	1	OMIX004611-01.tif	OMIX004611;PRJCA018452	OMIX004611-01	True	False	False	False	False	0
OMIX004612	PRJCA018452	Pathological sections stained by H&E using the lung tissues from hamsters infected by SARS-CoV-2 for 7 days	Cricetinae	Open	2023-07-28	https://ngdc.cncb.ac.cn/omix/release/OMIX004612	True	False	False	False	False	lung	True	H&E staining, lung tissue	Other Type of Image Data	Open-access	Peking University	1	OMIX004612-01.tif	OMIX004612;PRJCA018452	OMIX004612-01	True	False	False	False	False	0
OMIX004613	PRJCA018452	Pathological sections detected by immunohistochemistry (IHC) using the lung tissues from hamsters infected by SARS-CoV-2 for 7 days	Cricetinae	Open	2023-07-28	https://ngdc.cncb.ac.cn/omix/release/OMIX004613	True	False	False	False	False	lung	True	SARS-CoV-2 viral antigen immunohistochemistry (IHC) staining, lung tissue	Other Type of Image Data	Open-access	Peking University	1	OMIX004613-01.tif	OMIX004613;PRJCA018452	OMIX004613-01	True	False	False	False	False	0
OMIX004614	PRJCA018452	Pathological sections detected by in situ hybridization (ISH) using the lung tissues from hamsters infected by SARS-CoV-2 for 7 days	Cricetinae	Open	2023-07-28	https://ngdc.cncb.ac.cn/omix/release/OMIX004614	True	False	False	False	False	lung	True	SARS-CoV-2 RNA in situ hybridization (ISH) staining image, lung tissue, two biological replicates	Other Type of Image Data	Open-access	Peking University	2	OMIX004614-02.tif;OMIX004614-01.tif	OMIX004614;PRJCA018452	OMIX004614-01 | OMIX004614-02	True	False	False	False	False	0
OMIX004625	PRJCA018452	PBS control of lung draining lymph nodes	Mus	Open	2026-01-01	https://ngdc.cncb.ac.cn/omix/release/OMIX004625	True	False	False	False	False	lung	True	FACS staining, flow image, 4 biological replicates	Flow Cytometry	Open-access	Peking University	4	OMIX004625-01.fcs;OMIX004625-02.fcs;OMIX004625-04.fcs;OMIX004625-03.fcs	OMIX004625;PRJCA018452	OMIX004625-01 | OMIX004625-02 | OMIX004625-03 | OMIX004625-04	True	False	False	False	False	0
OMIX004626	PRJCA018452	OC43 infected mouse lung draining lymph nodes	Mus	Open	2026-01-01	https://ngdc.cncb.ac.cn/omix/release/OMIX004626	True	False	False	False	False	lung	True	FACS staining, flow image, 4 biological controls	Flow Cytometry	Open-access	Peking University	4	OMIX004626-04.fcs;OMIX004626-01.fcs;OMIX004626-02.fcs;OMIX004626-03.fcs	OMIX004626;PRJCA018452	OMIX004626-01 | OMIX004626-02 | OMIX004626-03 | OMIX004626-04	True	False	False	False	False	0
OMIX004639	PRJCA018645	Clinical Study Data of Short Course Chemotherapy Combined with Immunotherapy	Homo sapiens	Open	2025-01-06	https://ngdc.cncb.ac.cn/omix/release/OMIX004639	False	True	False	False	False	ici	True	A Phase II Clinical Study of Anti-PD-1 Monoclonal Antibody (Sindilizumab) Combined with Paclitaxel (or Albumin Paclitaxel) / Platinum Regimen for First-line Treatment of Locally Advanced or Metastatic Lung Squamous Cell Carcinoma in China	Clinical Research data	Open-access	The Affiliated Cancer Hospital of Zhengzhou University, Henan Cancer Hospital	1	OMIX004639-01.xlsx	OMIX004639;PRJCA018645	OMIX004639-01	True	True	False	False	False	1
OMIX004739	PRJCA019029	Spatially organized tumor-stroma boundary determines the efficacy of immunotherapy in colorectal cancer patients	Homo sapiens	Open	2023-12-30	https://ngdc.cncb.ac.cn/omix/release/OMIX004739	False	True	False	False	False	ici	True	Spatial transcriptome clustering data of 16 colorectal cancer tissues and single-cell transcriptome data of 10 colorectal cancer tissues	Expression Profiling	Open-access	BGI Research	0		OMIX004739;PRJCA019029	OMIX004739-01 | OMIX004739-02	False	True	False	False	False	0
OMIX004924	PRJCA018944	Multiomics analysis reveals novel biomarkers in the mouse model of pulmonary tuberculosis	Mus musculus	Open	2024-01-10	https://ngdc.cncb.ac.cn/omix/release/OMIX004924	True	False	False	False	False	lung	True	Sequencing of transcriptome,proteome,metabolome were performed on TB mouse model.DEGs, DEPs,DEMs were identified between TB and control mouse.Candidate mRNA and proteins involved were obtained by overlapping DEGs with DEPs.Key metabolites were identified by calculating the correlations between candidate proteins and DEMs.Key lncRNA were identified by calculating correlations between candidate mRNA and lnc_DEGs.Key metabolites,key lncRNA,key mRNA were used to construct the random forest model.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Institute of Biophysics, Chinese Academy of Sciences	1	OMIX004924-01.csv	OMIX004924;PRJCA018944	OMIX004924-01	True	False	False	False	False	0
OMIX004927	PRJCA018944	Multiomics analysis reveals novel biomarkers in the mouse model of pulmonary tuberculosis-proteomic	Mus musculus	Open	2024-01-10	https://ngdc.cncb.ac.cn/omix/release/OMIX004927	True	False	False	False	False	lung	True	Sequencing of transcriptome,proteome,metabolome were performed on TB mouse model.DEGs, DEPs,DEMs were identified between TB and control mouse.Candidate mRNA and proteins involved were obtained by overlapping DEGs with DEPs.Key metabolites were identified by calculating the correlations between candidate proteins and DEMs.Key lncRNA were identified by calculating correlations between candidate mRNA and lnc_DEGs.Key metabolites,key lncRNA,key mRNA were used to construct the random forest model.	Proteomic Data by Mass Spectrometry (MS)	Open-access	Institute of Biophysics, Chinese Academy of Sciences	1	OMIX004927-01.xlsx	OMIX004927;PRJCA018944	OMIX004927-01	True	False	False	False	False	0
OMIX005011	PRJCA020136	Nanopore sequencing technology reveals pulmonary nocardiosis caused by Nocardia otitidiscaviarum in an immunocompetent patient	Nocardia otitidiscaviarum	Open	2023-09-27	https://ngdc.cncb.ac.cn/omix/release/OMIX005011	True	False	False	False	False	lung	True	Case Report: Nanopore sequencing technology reveals pulmonary nocardiosis caused by Nocardia otitidiscaviarum in an immunocompetent patient.	Other Type of Genomic Data	Open-access	Nanjing Simcere Medical Laboratory Science Co., Ltd, Nanjing, China	1	OMIX005011-01.zip	OMIX005011;PRJCA020136	OMIX005011-01 | Case Report: Nanopore Sequencing-Based Detection of Pulmonary Nocardiosis Caused by Nocardia Otitidiscaviarum in an Immunocompetent Patient	True	False	False	False	False	0
OMIX005058	PRJCA020330	LTBR acts as an immune checkpoint of tumour-associated macrophages	Mus	Open	2023-10-08	https://ngdc.cncb.ac.cn/omix/release/OMIX005058	False	True	False	False	False	ici	True	Tumour-associated macrophages (TAM) from LLC-bearing mice treated by V&ssiCtrl and V&ssiLTBR were sorted by FACS AriaIII flow cytometer (BD Immunocytometry Systems).	Expression Profiling	Open-access	The Fourth Military Medical University	1	OMIX005058-01.csv	OMIX005058;PRJCA020330	OMIX005058-01 | LTBR acts as a novel immune checkpoint of tumor‐associated macrophages for cancer immunotherapy	False	True	False	False	False	0
OMIX005363	PRJCA021927	Metagenomic, transcriptomic, and proteomic sequencing of lung adenocarcinoma	Homo sapiens	Open	2024-08-03	https://ngdc.cncb.ac.cn/omix/release/OMIX005363	True	False	False	False	False	lung	True	A prospective collection of ES-LUAD samples and their corresponding normal tissues adjacent to the tumor , along with samples from patients with spontaneous pneumothorax and normal lung tissues adjacent to lung bullae, were subjected to ultra-deep macro-genomic sequencing, host transcriptomic sequencing, and proteomic sequencing. We aim to systematically characterized the local microbial community and its associated features to enable early intervention.	Proteomic Data by Mass Spectrometry (MS)	Open-access	The Fifth Affiliated Hospital of Sun Yat-Sen University	4	OMIX005363-05.zip;OMIX005363-01.zip;OMIX005363-03.zip;OMIX005363-04.zip	OMIX005363;PRJCA021927	OMIX005363-01 | OMIX005363-03 | OMIX005363-04 | OMIX005363-05 | Integrative metagenomic, transcriptomic, and proteomic analysis reveal the microbiota-host interplay in early-stage lung adenocarcinoma among non-smokers	True	False	False	False	False	0
OMIX005419	PRJCA022215	MXSGD alleviates CsA-induced hypoimmunity lung injury by regulating microflora metabolism	Mus	Open	2024-03-02	https://ngdc.cncb.ac.cn/omix/release/OMIX005419	True	False	False	False	False	lung	True	Mouse serum samples were removed from the refrigerator at -80 and thawed at room temperature. Samples were collected on an ACQUITY UPLC HSS T3 column. The mass spectrometry signal of the samples was collected and separated into positive- and negative-ion scanning modes. QC was injected at reg_x005fular intervals throughout the experiment. Metabolites were qualitatively analyzed using The Human Metabolome Database. LIPID MAPS, and the METLIN and EMDB2.0 databases.	Metabolome Data by Mass Spectrometry (MS)	Open-access	Hunan University of Chinese Medicine	1	OMIX005419-01.zip	OMIX005419;PRJCA022215	OMIX005419-01 | MXSGD alleviates CsA-induced hypoimmunity lung injury by regulating microflora metabolism	True	False	False	False	False	0
OMIX005434	PRJCA022226	SC-RNAseq of PD-L1 overexpressed MC38 tumor in C57/B6 mice	Mus	Open	2024-12-31	https://ngdc.cncb.ac.cn/omix/release/OMIX005434	False	True	False	False	False	ici	True	SC-RNAseq of PD-L1 overexpressed MC38 tumor in C57/B6 mice. high PD-L1, SC-RNAseq of PD-L1 overexpressed MC38 tumor in C57/B6 mice;WT, SC-RNAseq of PD-L1 normal MC38 tumor in C57/B6 mice; Igp beta, SC-RNAseq of igp beta -treated PD-L1 overexpressed MC38 tumor in C57/B6 mice	Other Type of Genomic Data	Open-access	Xi'an Jiaotong University	3	OMIX005434-01.matrix.mtx;OMIX005434-03.matrix.mtx;OMIX005434-02.matrix.mtx	OMIX005434;PRJCA022226	OMIX005434-01 | OMIX005434-02 | OMIX005434-03	False	True	False	False	False	0
OMIX005626	PRJCA022530	mouse lung proteomics data	Mus	Open	2024-01-10	https://ngdc.cncb.ac.cn/omix/release/OMIX005626	True	False	False	False	False	lung	True	mouse lung proteomics data	Proteomic Data by Mass Spectrometry (MS)	Open-access	Henan Normal University	6	OMIX005626-15.zip;OMIX005626-12.zip;OMIX005626-13.zip;OMIX005626-14.zip;OMIX005626-16.zip;OMIX005626-11.zip	OMIX005626;PRJCA022530	OMIX005626-11 | OMIX005626-12 | OMIX005626-13 | OMIX005626-14 | OMIX005626-15 | OMIX005626-16 | Integrative analysis of gene expression and chromatin dynamics multi-omics data in mouse models of bleomycin-induced lung fibrosis	True	False	False	False	False	0
OMIX005710	PRJCA016745	Single-cell profiling revealed tumor heterogeneity and microenvironment in surgically resectable esophageal squamous cell carcinoma with neoadjuvant chemoimmunotherapy	Homo sapiens	Open	2024-01-23	https://ngdc.cncb.ac.cn/omix/release/OMIX005710	False	True	True	False	False	ici+neoadjuvant	True	46 samples	Expression Profiling	Open-access	Air Force Medical University	46	OMIX005710-10.tar;OMIX005710-20.tar;OMIX005710-16.tar;OMIX005710-14.tar;OMIX005710-11.tar;OMIX005710-36.tar;OMIX005710-48.tar;OMIX005710-15.tar;OMIX005710-04.tar;OMIX005710-09.tar;OMIX005710-44.tar;OMIX005710-29.tar;OMIX005710-45.tar;OMIX005710-49.tar;OMIX005710-12.tar;OMIX005710-17.tar;OMIX005710-41.tar;OMIX005710-46.tar;OMIX005710-31.tar;OMIX005710-26.tar;OMIX005710-40.tar;OMIX005710-06.tar;OMIX005710-28.tar;OMIX005710-35.tar;OMIX005710-21.tar;OMIX005710-34.tar;OMIX005710-13.tar;OMIX005710-32.tar;OMIX005710-43.tar;OMIX005710-47.tar;OMIX005710-05.tar;OMIX005710-25.tar;OMIX005710-18.tar;OMIX005710-27.tar;OMIX005710-07.tar;OMIX005710-23.tar;OMIX005710-19.tar;OMIX005710-22.tar;OMIX005710-24.tar;OMIX005710-30.tar;OMIX005710-39.tar;OMIX005710-37.tar;OMIX005710-08.tar;OMIX005710-38.tar;OMIX005710-03.tar;OMIX005710-42.tar	OMIX005326;OMIX005710;OMIX012561;OMIX267;PRJCA016745	OMIX005710-03 | OMIX005710-04 | OMIX005710-05 | OMIX005710-06 | OMIX005710-07 | OMIX005710-08 | OMIX005710-09 | OMIX005710-10	False	True	True	False	False	0
OMIX006016	PRJCA024159	Phosphorylation of AGO2 by TBK1 Promotes the Formation of Oncogenic miRISC in NSCLC	Homo sapiens	Open	2024-05-01	https://ngdc.cncb.ac.cn/omix/release/OMIX006016	True	False	False	False	False	lung	True	To explore the global impact of pS417-AGO2 on the miRNA pathway, we performed high-through sequencings including AGO2-RIP-Seq and RNA-Seq on the NSCLC cell line H1299-shAGO2+Flag-AGO2(WT) and H1299-shAGO2+Flag-AGO2(S417A). The results showed that pS417-AGO2 promotes the loadings of high-abundance oncogenic miRNAs into AGO2 in NSCLC cells.	Non-coding RNA Profiling	Open-access	Shanghai Jiao Tong University School of Medicine	0		OMIX006016;PRJCA024159	OMIX006016-01 | OMIX006016-02	True	False	False	False	False	0
