gene	log2fc	mean_treat	mean_ctrl	welch_t	welch_p	welch_q
ADGRG2	-0.183951	303.371	344.763	-3.88234	0.140888	0.571153
ADGRG3	0.0624274	45.7228	43.7442	0.282373	0.817602	0.91446
ADGRG4	0	0	0			
ADGRG5	2.27688	3.84628	0	218.136	0.00291844	0.224702
ADGRG6	0.033517	2050.67	2003.55	0.934681	0.484633	0.706022
ADGRG7	2.2664	3.81122	0	1	0.5	0.706022
ADGRL1	0.0071926	746.027	742.311	0.0582972	0.960735	0.990635
ADGRL2	0.0918359	1462.86	1372.58	3.4074	0.166671	0.598933
ADGRL3	-0.168528	23.5716	26.6163	-0.0265742	0.982955	0.991052
ADGRL3-AS1	0	0	0			
ADGRL4	0.980323	32.8161	16.1402	1.34535	0.394276	0.706022
ADGRV1	-0.502971	8.15143	11.9688	-1.1052	0.390798	0.706022
ADH1A	0	0	0			
ADH1B	0	0	0			
ADH1C	-2.50616	0	4.68107	-6.10084	0.10343	0.531063
ADH4	-0.211073	12.0152	14.0658	-3.03922	0.103245	0.53072
ADH5	0.0339466	6159.32	6016.06	2.51347	0.167804	0.600776
ADH5P2	0	0	0			
ADH5P3	0.978442	0.970336	0	1	0.5	0.706022
ADH5P4	-0.0545439	0.970336	1.04625	-0.0322426	0.977212	0.990635
ADH6	-0.229315	84.6708	99.43	-1.04422	0.425259	0.706022
ADH7	0	0	0			
ADHFE1	0.154168	5.33685	4.69461	-0.373113	0.767824	0.88772
ADI1	-0.00412234	2789.45	2797.43	-0.245366	0.832121	0.923529
ADIG	0	0	0			
ADIPOQ	0	0	0			
ADIPOQ-AS1	0	0	0			
ADIPOR1	0.110059	5699.43	5280.73	4.21722	0.0620533	0.47781
ADIPOR1P2	0	0	0			
ADIPOR2	0.0323685	8600.83	8409.99	0.978181	0.49718	0.706022
ADIRF	2.66377	5.33685	0	1	0.5	0.706022
ADK	-0.182085	2619.02	2971.47	-5.36194	0.110947	0.537628
ADM	0.744546	1310.48	781.762	12.8102	0.024385	0.413239
ADM2	-0.0160387	1242.19	1256.09	-0.179745	0.886423	0.953716
ADM5	-0.416215	167.641	224.038	-2.539	0.135089	0.566238
ADNP	0.0028316	5023.24	5013.39	0.0754285	0.95132	0.984964
ADNP-AS1	0.277054	13.4795	10.9496	0.776764	0.531327	0.728666
ADNP2	0.163232	1945.04	1736.86	2.81735	0.214559	0.648359
ADO	-0.0903706	1575.63	1677.54	-1.15472	0.430219	0.706022
ADORA1	0.18504	1.90561	1.55585	0.0743398	0.947572	0.983732
ADORA2A	3.01156	15.429	1.03723	3.41194	0.106556	0.535179
ADORA2A-AS1	0	0	0			
ADORA2B	0.0180596	717.773	708.831	0.631444	0.637488	0.801698
ADORA2BP1	0	0	0			
ADORA3	0.965548	0.952805	0	1	0.5	0.706022
ADPGK	0.154041	2265.54	2036.01	1.67498	0.261641	0.69486
ADPGK-AS1	0	0	0			
ADPRH	0.541507	64.814	44.2177	1.24782	0.375023	0.706022
ADPRHL1	-0.0778148	264.052	278.741	-0.637789	0.59251	0.771156
ADPRM	0.167666	354.565	315.553	1.21968	0.347383	0.706022
ADPRS	0.5993	1221.46	805.916	4.75822	0.0675551	0.485014
ADRA1A	0	0	0			
ADRA1B	0.160402	43.7997	39.0856	0.62613	0.595287	0.77348
ADRA1D	-0.242509	235.865	279.223	-1.23129	0.417327	0.706022
ADRA2A	-0.830477	1.90561	4.16697	-1.0908	0.472364	0.706022
ADRA2B	2.27427	3.83752	0	8.03275	0.0788474	0.49484
ADRA2C	0.0297002	103.107	100.986	0.0023401	0.998392	0.998992
ADRB1	0.148158	8.20403	7.30573	0.18811	0.868153	0.943483
ADRB2	0.643845	29.8613	18.7514	2.15147	0.276819	0.706022
ADRB3	0	0	0			
ADRM1	0.167293	6005.75	5348.09	4.05788	0.0624397	0.47781
ADSL	-0.239474	2520.97	2976.34	-4.09954	0.127573	0.556338
ADSS1	-0.193336	587.905	672.357	-1.60878	0.322398	0.706022
ADSS2	0.139294	3347.1	3038.96	2.04424	0.2239	0.655858
ADTRP	-0.0533771	69.2331	71.8802	-3.72165	0.106155	0.53478
AEBP1	0	0	0			
AEBP2	-0.0276925	2843.05	2898.16	-1.13636	0.412031	0.706022
AEN	0.265893	3058.09	2543.2	8.59826	0.0133579	0.357892
AFAP1	0.230506	4425.74	3772.07	4.06525	0.0619864	0.477754
AFAP1-AS1	2.64164	5.24043	0	1	0.5	0.706022
AFAP1L1	0.436184	497.211	367.221	10.8552	0.0376087	0.414283
AFAP1L2	0.333954	69.2681	54.7479	1.03122	0.473159	0.706022
AFDN	0.126788	1126.75	1031.87	5.83929	0.02936	0.413239
AFDN-DT	0	0	0			
AFF1	0.266208	2997.05	2491.88	4.5508	0.13566	0.56774
AFF1-AS1	-0.0550911	69.1366	71.8667	-0.321804	0.796361	0.904724
AFF2	-1.02829	19.6552	41.1285	-2.3408	0.215355	0.649419
AFF3	1.64556	8.61907	2.07446	1.48278	0.315784	0.706022
AFF4	0.209776	6122.65	5293.95	2.66382	0.226499	0.65874
AFG1L	-0.391438	140.31	184.357	-4.32538	0.0625373	0.47781
AFG3L1P	-0.297769	488.329	600.504	-6.68511	0.0249058	0.413239
AFG3L2	-0.104785	3584.58	3854.7	-2.65846	0.117174	0.545165
AFG3L2P1	0	0	0			
AFM	0	0	0			
AFMID	-0.0953344	441.256	471.467	-1.41428	0.349332	0.706022
AFP	0.965576	52.9039	26.6028	2.12887	0.272853	0.706022
AFTPH	0.198928	1789.98	1559.29	5.24737	0.0764763	0.493757
AGA	-0.0130223	1356.85	1369.16	-0.124842	0.916724	0.968458
AGAP1	-0.448151	1898.82	2590.9	-7.8035	0.0273612	0.413239
AGAP1-IT1	0.574612	16.8231	10.9676	0.91804	0.526989	0.725587
AGAP10P	0.271324	25.9624	21.3399	1.25002	0.428615	0.706022
AGAP11	-0.0186224	27.7891	28.1631	-0.0788623	0.944642	0.982859
AGAP12P	0.894138	20.2193	10.4174	4.18133	0.149165	0.577154
AGAP13P	0.425039	25.5123	18.7469	1.97641	0.257299	0.691948
AGAP14P	0.420416	10.1096	7.30122	1.0679	0.425514	0.706022
AGAP2	-0.0899365	1.90561	2.09251	-0.0328863	0.976758	0.990635
AGAP2-AS1	0.0330931	483.316	472.333	0.403681	0.726065	0.861282
AGAP3	-0.0414532	2135.77	2198.05	-0.738158	0.594707	0.772884
AGAP4	-0.0986963	70.902	75.9931	-0.310238	0.798425	0.905996
AGAP5	-0.207154	95.064	109.897	-1.07865	0.474594	0.706022
AGAP6	0.3688	111.574	86.1804	0.461295	0.699487	0.842785
AGAP7P	-0.0301402	92.8047	94.785	-0.55578	0.635321	0.800216
AGAP9	-0.536982	52.1733	76.151	-0.734817	0.55039	0.741658
AGBL1	0	0	0			
AGBL1-AS1	0	0	0			
AGBL2	1.06872	76.4229	35.9108	4.14655	0.145133	0.575881
AGBL3	0.121398	53.9268	49.494	0.404568	0.74532	0.873693
AGBL4	0.485726	27.4091	19.288	1.88337	0.303645	0.706022
AGBL4-AS1	0	0	0			
AGBL4-IT1	0	0	0			
AGBL5	-0.258031	891.411	1066.19	-12.7892	0.0332787	0.413239
AGBL5-AS1	0	0	0			
AGER	0.22308	91.4105	78.1713	1.07252	0.40968	0.706022
AGFG1	-0.057063	7753.96	8066.83	-1.49966	0.298906	0.706022
AGFG2	0.0907078	411.19	386.072	0.815255	0.516419	0.718802
AGGF1	-0.106309	1631.38	1756.21	-2.92783	0.0995949	0.526925
AGGF1P1	1.01054	12.5442	5.72282	1.47088	0.302812	0.706022
AGGF1P10	0.570626	0.485168	0	1	0.5	0.706022
AGGF1P2	0.926421	18.7024	9.36666	1.88591	0.209702	0.643642
AGGF1P3	-0.358464	3.84628	5.21322	-1.34912	0.405502	0.706022
AGGF1P4	0	0	0			
AGGF1P5	0	0	0			
AGGF1P6	0	0	0			
AGGF1P7	0	0	0			
AGGF1P8	0.978442	0.970336	0	1	0.5	0.706022
AGGF1P9	0	0	0			
AGK	-0.0685149	1681.28	1763.1	-0.886724	0.537902	0.731976
AGKP1	0	0	0			
AGL	-0.00103916	790.87	791.44	0.0265587	0.983052	0.991057
AGMAT	-0.0184895	186.694	189.115	-0.148197	0.89945	0.960983
AGMO	-0.372224	38.4015	49.9991	-1.65171	0.343061	0.706022
AGO1	0.0147524	1305.68	1292.39	0.449641	0.730186	0.863485
AGO2	0.0283649	4361.2	4276.27	0.92479	0.524813	0.724358
AGO3	0.177013	692.413	612.346	1.3925	0.306054	0.706022
AGO4	0.278434	941.366	775.967	1.7089	0.302508	0.706022
AGPAT1	-0.064112	2001.73	2092.74	-1.92214	0.251616	0.686416
AGPAT2	-0.115617	1809.35	1960.4	-1.89374	0.266415	0.70006
AGPAT3	-0.0226461	5302.74	5386.65	-1.19897	0.413361	0.706022
AGPAT4	0.628457	48.0435	30.7246	5.23578	0.0474435	0.444201
AGPAT4-IT1	-0.866778	0.970336	2.59308	-0.351186	0.765648	0.886611
AGPAT5	-0.448913	1293.3	1765.73	-9.47305	0.0664702	0.482247
AGPAT5P1	0	0	0			
AGPS	-0.0196639	3863.05	3916.08	-0.529318	0.650985	0.810562
AGR2	0.304372	146.971	118.826	1.26841	0.340639	0.706022
AGR3	0	0	0			
AGRN	0.291771	47947.1	39167.8	8.65995	0.0217761	0.40856
AGRP	0	0	0			
AGT	0.378963	240.808	184.948	4.71419	0.0888614	0.50893
AGTPBP1	-0.279966	1951.51	2369.67	-6.35157	0.0296912	0.413239
AGTR1	0.978442	0.970336	0	1	0.5	0.706022
AGTR2	0	0	0			
AGTRAP	-0.266664	2334.29	2808.4	-12.9062	0.0150329	0.366246
AGXT	0	0	0			
AGXT2	0	0	0			
AHCTF1	0.0911981	4886.07	4586.7	1.37161	0.316256	0.706022
AHCTF1P1	0.101924	184.534	171.878	1.60457	0.343557	0.706022
AHCY	-0.287679	4763.2	5814.53	-16.4338	0.00835063	0.303381
AHCYL1	-0.218099	5475.24	6368.96	-14.8427	0.0121685	0.351971
AHCYL2	-0.193976	38318.5	43833.1	-11.0489	0.0450932	0.439686
AHCYP1	0	0	0			
AHCYP2	0	0	0			
AHCYP3	0	0	0			
AHCYP4	0	0	0			
AHCYP5	0	0	0			
AHCYP6	0	0	0			
AHCYP7	0	0	0			
AHCYP8	0.159051	46.6581	41.6832	1.1406	0.378962	0.706022
AHDC1	0.137479	951.358	864.795	0.782963	0.548856	0.740546
AHI1	0.0166651	1501.29	1484.04	0.669919	0.608344	0.781564
AHNAK	0.186325	13172.8	11576.7	6.44642	0.0976506	0.523964
AHNAK2	-0.334641	9729.77	12270.1	-8.68811	0.0161451	0.373074
AHR	0.0762439	2486.17	2358.14	1.62568	0.315238	0.706022
AHRR	1.69622	83.6097	25.1101	1.09635	0.444101	0.706022
AHSA1	-0.0670486	3180.74	3332.1	-1.2123	0.418993	0.706022
AHSA2P	-0.146744	688.192	761.983	-2.51402	0.211128	0.645337
AHSG	0	0	0			
AHSP	0	0	0			
AICDA	1.03703	20.2631	9.36215	1.39544	0.303775	0.706022
AIDA	0.245614	3631.83	3063.14	3.41107	0.0762819	0.493757
AIDAP1	0.0669721	3.85505	3.63482	0.318944	0.795841	0.904297
AIDAP2	0.130568	5.78695	5.19969	0.229043	0.8405	0.927689
AIDAP3	0	0	0			
AIF1	0	0	0			
AIF1L	0.389548	112.945	85.9821	2.4945	0.216202	0.649856
AIFM1	-0.00112616	1858.63	1860.08	-0.0383201	0.974219	0.990635
AIFM1P1	0	0	0			
AIFM2	0.0235601	6614.22	6507.07	0.66231	0.576306	0.760414
AIFM3	-0.0459024	31.7581	32.8171	-0.36651	0.772709	0.889527
AIG1	-0.198612	868.871	997.259	-2.80327	0.154927	0.584978
AIM2	4.15568	16.8231	0	156.787	0.00406036	0.224702
AIMP1	0.00234757	2513.19	2509.11	0.0609933	0.960819	0.990635
AIMP1P1	0	0	0			
AIMP2	-0.281594	696.727	847.113	-2.55704	0.12542	0.554126
AIP	0.0159281	1771.79	1752.32	0.45929	0.69371	0.839389
AIPL1	0	0	0			
AIRE	0	0	0			
AIRN	0	0	0			
AJAP1	-0.0230946	815.599	828.776	-0.419733	0.717509	0.854901
AJM1	0.159886	67.6548	60.4526	0.393625	0.739661	0.87028
AJUBA	0.26985	4267.24	3539.11	6.40082	0.0328219	0.413239
AK1	-0.0115023	1659.11	1672.4	-0.271818	0.821103	0.916857
AK2	0.0193736	4990.02	4923.45	0.495713	0.682654	0.832384
AK2P1	0.801097	5.28425	2.60661	3.44172	0.119741	0.549058
AK2P2	0.562086	0.476402	0	1	0.5	0.706022
AK3	0.000480734	4431.86	4430.39	0.0744355	0.947441	0.983732
AK3P2	0.562086	0.476402	0	1	0.5	0.706022
AK3P3	1.24504	3.82875	1.03723	1.33423	0.323553	0.706022
AK3P5	0	0	0			
AK3P6	0	0	0			
AK4	0.0277237	832.702	816.834	0.556792	0.671217	0.825289
AK4P1	0.18278	97.1011	85.4274	6.51373	0.0330794	0.413239
AK4P2	0	0	0			
AK4P3	0.264721	88.482	73.4812	1.49554	0.355823	0.706022
AK4P4	0	0	0			
AK4P6	0	0	0			
AK5	0.837242	11.9539	6.25046	0.651997	0.632169	0.798312
AK6	0.319082	1100.34	881.81	24.4288	0.0182064	0.389511
AK6P1	0	0	0			
AK6P2	0	0	0			
AK7	-0.00322377	314.752	315.458	0.0399103	0.973596	0.990635
AK8	0.25398	25.0271	20.8258	1.14525	0.377673	0.706022
AK9	0.103411	210.601	195.965	0.567439	0.669013	0.823269
AKAIN1	0	0	0			
AKAP1	-0.0981094	2675.9	2864.28	-3.94435	0.129218	0.557698
AKAP10	0.154318	2299.26	2065.91	2.56918	0.184329	0.616453
AKAP11	0.0618608	2389.58	2289.24	1.32527	0.402155	0.706022
AKAP12	0.481151	8651.75	6197.88	31.7629	0.00244159	0.224702
AKAP13	0.400929	3362.72	2546.58	31.7386	0.00854445	0.307081
AKAP14	0	0	0			
AKAP17A	0.119211	1136.13	1045.95	4.4607	0.0468281	0.443341
AKAP3	-0.182357	17.3083	19.7751	-0.535878	0.686556	0.835185
AKAP4	0	0	0			
AKAP5	0.394199	74.985	56.8178	1.62207	0.348688	0.706022
AKAP6	-0.276969	58.6733	71.303	-0.971153	0.496436	0.706022
AKAP7	0.359736	206.057	160.361	1.30945	0.346318	0.706022
AKAP8	0.0721461	1232.54	1172.37	2.61202	0.170558	0.60233
AKAP8L	0.114233	1480.32	1367.55	1.6569	0.252212	0.686959
AKAP8P1	0	0	0			
AKAP9	0.0128603	1157.96	1147.67	0.10373	0.926852	0.973612
AKIP1	-0.14321	1138.29	1257.18	-2.90681	0.170771	0.60233
AKIRIN1	0.230319	4141.88	3530.59	11.7702	0.0220098	0.409257
AKIRIN1P2	0	0	0			
AKIRIN2	0.0569017	1667.89	1603.35	1.69107	0.257182	0.691915
AKIRIN2P1	0	0	0			
AKNA	-1.05423	269.681	561.098	-13.5237	0.0433735	0.437899
AKNAD1	1.96754	2.91101	0	1	0.5	0.706022
AKR1A1	-0.165768	3521.71	3950.64	-3.38469	0.0783707	0.49484
AKR1B1	0.268123	75010.3	62288.3	8.46719	0.0341974	0.413239
AKR1B10	-0.155911	23177.3	25822.5	-48.8826	0.0108749	0.334449
AKR1B10P1	0.0107018	17.3083	17.173	0.135851	0.913978	0.966748
AKR1B15	-0.19229	1820.92	2080.68	-2.93094	0.139653	0.569231
AKR1B1P1	-0.0406705	0.476402	0.518615	-0.0433267	0.969391	0.990635
AKR1B1P2	-0.602757	0	0.518615	-1	0.5	0.706022
AKR1B1P3	0.562086	0.476402	0	1	0.5	0.706022
AKR1B1P4	0	0	0			
AKR1B1P5	0	0	0			
AKR1B1P6	0	0	0			
AKR1B1P7	0.562086	0.476402	0	1	0.5	0.706022
AKR1B1P8	0	0	0			
AKR1C1	0.00274589	90596.6	90424.3	0.194114	0.864625	0.941609
AKR1C2	-0.19723	144707	165906	-9.13538	0.0530311	0.455774
AKR1C3	-0.124759	33042.3	36027	-15.0694	0.0421423	0.433255
AKR1C4	0.0797374	362.638	343.085	0.383275	0.738805	0.869518
AKR1C6P	2.42398	4.36651	0	1	0.5	0.706022
AKR1C8P	-0.0338705	36.0983	36.9796	-0.247942	0.844923	0.930555
AKR1D1	0.139528	5.25796	4.68107	-0.0458904	0.968983	0.990635
AKR1D1P1	0	0	0			
AKR1E2	0.201838	153.48	133.311	1.36782	0.332408	0.706022
AKR7A2	-0.271335	812.016	980.248	-32.1167	0.00243905	0.224702
AKR7A2P1	0	0	0			
AKR7A3	-0.569895	3.88134	6.24594	-0.80895	0.563384	0.75188
AKR7L	3.40813	9.6157	0	286.089	0.00222524	0.224702
AKT1	0.0498866	5835.89	5637.5	1.14973	0.454083	0.706022
AKT1S1	-0.133412	6458.01	7083.8	-24.4071	0.00173347	0.224702
AKT2	0.104138	6057.23	5635.34	1.831	0.271516	0.704447
AKT3	0.09831	2308.01	2155.91	9.86359	0.0384125	0.417842
AKTIP	-0.139175	807.263	889.12	-1.85111	0.314423	0.706022
ALAD	-0.0896992	1102.24	1173.01	-1.6752	0.333043	0.706022
ALAS1	0.11757	4525.33	4171.09	31.8501	0.000988193	0.224702
ALAS2	1.29602	1.4555	0	1	0.5	0.706022
ALB	-2.62904	0	5.18615	-1	0.5	0.706022
ALCAM	0.283933	5708.68	4688.63	19.9641	0.00352842	0.224702
ALDH16A1	-0.244868	1309.44	1551.85	-2.20404	0.215171	0.64909
ALDH18A1	-0.144359	2934.57	3243.51	-3.04675	0.182473	0.614264
ALDH1A1	-0.0776559	9343.83	9860.62	-4.1043	0.0624355	0.47781
ALDH1A2	0	0	0			
ALDH1A3	0.924584	21.6134	10.9135	1.44862	0.373077	0.706022
ALDH1B1	-0.0233471	1131.65	1150.12	-1.2607	0.412353	0.706022
ALDH1L1	0.0215303	26.4914	26.0842	0.142653	0.902725	0.962636
ALDH1L1-AS1	0	0	0			
ALDH1L1-AS2	0	0	0			
ALDH1L2	-0.193188	154.31	176.564	-10.9836	0.0149076	0.364187
ALDH2	-0.0659743	18871.9	19755	-5.8581	0.0570841	0.469689
ALDH3A1	-0.146302	29148.8	32260	-3.18694	0.101681	0.528113
ALDH3A2	-0.210572	11594.4	13416.6	-7.05345	0.0737085	0.492026
ALDH3B1	-0.262423	6334.92	7598.89	-6.62541	0.0946984	0.520074
ALDH3B2	0	0	0			
ALDH4A1	-0.217792	395.416	460.013	-1.86263	0.219813	0.652385
ALDH5A1	-0.201267	1333.27	1533.03	-5.81477	0.0361153	0.413239
ALDH6A1	-0.042401	189.669	195.356	-0.272856	0.825023	0.919406
ALDH7A1	-0.257219	1898.1	2268.75	-12.4974	0.0168452	0.379313
ALDH7A1P1	-1.3538	0	1.55585	-1	0.5	0.706022
ALDH7A1P3	0	0	0			
ALDH7A1P4	0	0	0			
ALDH8A1	2.66377	5.33685	0	1	0.5	0.706022
ALDH9A1	-0.0619995	3929.84	4102.45	-4.03647	0.0571325	0.469808
ALDOA	-0.0968963	50098.4	53578.8	-3.42359	0.157164	0.58714
ALDOAP1	0	0	0			
ALDOAP2	0.570626	0.485168	0	1	0.5	0.706022
ALDOB	0	0	0			
ALDOC	0.305956	226.127	182.724	1.43549	0.302016	0.706022
ALG1	0.10057	1735.95	1618.99	3.12795	0.195968	0.629092
ALG10	-0.182126	382.053	433.595	-0.738291	0.582577	0.764456
ALG10B	-0.0836815	651.284	690.238	-1.49807	0.291268	0.706022
ALG11	-0.0819412	1493.54	1580.88	-0.686771	0.571259	0.757086
ALG12	0.0510755	1258.13	1214.33	0.633816	0.591221	0.77
ALG13	-0.109846	538.737	581.437	-1.0468	0.426203	0.706022
ALG14	-0.193085	359.423	411.037	-1.33193	0.357623	0.706022
ALG14-AS1	0	0	0			
ALG1L	0.306544	155.421	125.478	1.58157	0.255383	0.689631
ALG1L12P	0	0	0			
ALG1L14P	0	0	0			
ALG1L15P	0.00340719	6.27212	6.25497	-0.124199	0.917115	0.968632
ALG1L2	0.570626	0.485168	0	1	0.5	0.706022
ALG1L3P	0	0	0			
ALG1L5P	0	0	0			
ALG1L6P	0	0	0			
ALG1L7P	-0.55823	1.4555	2.61564	-0.204117	0.858497	0.938248
ALG1L8P	-1.62245	0	2.07897	-3.05213	0.201565	0.636587
ALG1L9P	0.345091	2.91101	2.07897	-0.102637	0.932124	0.976261
ALG2	0.129309	2955.75	2702.27	2.87074	0.209218	0.643618
ALG3	-0.035817	2161.38	2215.74	-0.557179	0.676372	0.828609
ALG3P1	0	0	0			
ALG5	-0.0552352	1131.3	1175.5	-0.972133	0.465397	0.706022
ALG6	-0.0212935	402.308	408.304	-0.410698	0.72461	0.86015
ALG8	0.00705209	2013.03	2003.21	0.106034	0.930476	0.975688
ALG9	-0.0195309	1059.46	1073.91	-0.23563	0.846246	0.931438
ALK	0	0	0			
ALKAL1	1.29602	1.4555	0	1	0.5	0.706022
ALKAL2	0	0	0			
ALKBH1	0.150204	448.261	403.84	0.895575	0.475773	0.706022
ALKBH2	-0.0928492	541.238	577.283	-0.619648	0.600494	0.777131
ALKBH3	0.131209	937.701	856.096	1.51998	0.30787	0.706022
ALKBH3-AS1	0	0	0			
ALKBH4	-0.294677	210.151	258	-1.20345	0.427797	0.706022
ALKBH5	0.0144907	3873.86	3835.13	0.707453	0.605079	0.779591
ALKBH6	0.0076177	353.557	351.69	0.0593033	0.958142	0.989527
ALKBH7	-0.260207	650.507	779.278	-7.97246	0.0363057	0.413239
ALKBH8	0.144772	498.295	450.624	1.49269	0.283232	0.706022
ALLC	0	0	0			
ALMS1	0.119931	555.455	511.067	1.13152	0.379366	0.706022
ALMS1-IT1	-0.768353	9.67706	17.1865	-1.05028	0.484101	0.706022
ALMS1P1	1.53884	1.90561	0	1	0.5	0.706022
ALOX12	0	0	0			
ALOX12-AS1	0.275632	43.7032	35.9288	1.45893	0.306449	0.706022
ALOX12B	1.13617	32.0943	14.0568	1.71315	0.315613	0.706022
ALOX12P1	0	0	0			
ALOX12P2	0.261259	121.324	101.063	1.03361	0.477321	0.706022
ALOX15	1.77646	2.42584	0	1	0.5	0.706022
ALOX15B	0	0	0			
ALOX15P1	0	0	0			
ALOX15P2	0	0	0			
ALOX5	0.232602	312.353	265.694	2.43939	0.134946	0.566078
ALOX5AP	-1.03299	0	1.04625	-1	0.5	0.706022
ALOXE3	1.06378	70.785	33.3403	3.97664	0.143246	0.573721
ALPG	2.09026	7.67503	1.03723	2.61711	0.18446	0.616646
ALPI	0.994506	13.3919	6.22338	0.845978	0.518288	0.720159
ALPK1	-0.0518313	589.866	611.48	-8.10173	0.0498064	0.450517
ALPK2	0.255055	265.516	222.329	1.75677	0.232886	0.666242
ALPK3	1.22582	24.5332	9.91686	2.03068	0.283818	0.706022
ALPL	-0.788043	20.6869	36.4475	-4.98736	0.0381429	0.416305
ALPP	1.80689	24.4631	6.27753	1.43719	0.37589	0.706022
ALS2	0.0791545	1765.04	1670.75	1.114	0.444864	0.706022
ALS2CL	-0.0579125	1514.93	1577.02	-0.69795	0.608619	0.781772
ALX1	0.0114642	278.318	276.107	0.198616	0.870865	0.944793
ALX3	0	0	0			
ALX4	-0.141672	306.168	337.863	-0.740986	0.586657	0.767378
ALYREF	0.128884	1656.51	1514.86	2.88939	0.180998	0.612036
AMACR	-0.0836627	1186.59	1257.49	-2.20813	0.218715	0.651907
AMBN	0	0	0			
AMBP	0.0222384	153.886	151.517	0.206009	0.863676	0.940994
AMBRA1	0.180665	1362.71	1202.2	5.11531	0.0765248	0.493757
AMD1	-0.147285	5642.25	6248.8	-7.08291	0.088024	0.508568
AMD1P2	0	0	0			
AMD1P3	-0.683375	3.84628	6.78261	-1.17178	0.449625	0.706022
AMD1P4	0	0	0			
AMDHD1	0.0932889	429.55	402.591	0.992915	0.476976	0.706022
AMDHD2	-0.359717	592.523	760.594	-4.15556	0.0535871	0.458581
AMELX	0	0	0			
AMELY	0	0	0			
AMER1	0.113317	390.114	360.569	0.749545	0.536644	0.731141
AMER2	0	0	0			
AMER3	0	0	0			
AMFR	0.0118249	5017.88	4976.91	0.302203	0.7915	0.901498
AMH	-0.28395	285.744	348.118	-1.37259	0.33137	0.706022
AMHR2	0	0	0			
AMIGO1	-0.382623	215.842	281.699	-3.667	0.166328	0.598594
AMIGO2	0.181093	4054.67	3576.24	5.14921	0.122076	0.551815
AMIGO3	0.186966	306.785	269.374	1.65884	0.311991	0.706022
AMMECR1	-0.143062	496.03	547.844	-2.03561	0.221435	0.653522
AMMECR1L	0.0410256	2480.61	2411.03	1.22084	0.430924	0.706022
AMN	1.76906	2.40831	0	8.17912	0.0774504	0.493757
AMN1	-0.200238	478.237	549.589	-3.34997	0.0902123	0.511879
AMOT	1.76906	2.40831	0	8.17912	0.0774504	0.493757
AMOTL1	0.153253	2066.01	1857.7	2.2555	0.170331	0.602319
AMOTL2	0.349817	10045.3	7882.16	10.2802	0.00939831	0.316025
AMPD1	0	0	0			
AMPD2	0.0743052	1495.09	1419.99	1.3362	0.340876	0.706022
AMPD3	0.042231	282.091	273.924	0.128601	0.916319	0.968154
AMPH	0	0	0			
AMT	-0.791793	22.1336	39.0496	-4.33454	0.0496028	0.450225
AMTN	0	0	0			
AMY1A	-0.870397	0.970336	2.6021	-1.31244	0.394077	0.706022
AMY1B	-0.459175	0.485168	1.04174	-1.10495	0.468273	0.706022
AMY1C	-0.748455	1.4555	3.12523	-1.07818	0.476055	0.706022
AMY2A	0	0	0			
AMY2B	0.105262	50.4781	46.8559	0.747379	0.591401	0.770193
AMYP1	0	0	0			
AMZ1	-0.150382	82.9142	92.1333	-0.410719	0.733888	0.865757
AMZ2	-0.123929	3395.59	3700.26	-2.14659	0.164956	0.596921
AMZ2P1	0.0334884	249.982	244.223	0.432999	0.739659	0.87028
AMZ2P2	0.965548	0.952805	0	1	0.5	0.706022
ANAPC1	-0.0671156	3752.61	3931.36	-1.78246	0.304753	0.706022
ANAPC10	0.163623	493.592	440.562	1.24441	0.364062	0.706022
ANAPC10P1	0	0	0			
ANAPC11	-0.106772	2535.62	2730.47	-6.13224	0.0307234	0.413239
ANAPC13	0.023915	2339.44	2300.97	0.645395	0.587495	0.767871
ANAPC15	-0.168004	707.497	794.998	-1.04135	0.472713	0.706022
ANAPC16	-0.280683	5195.56	6311.62	-10.5466	0.0333617	0.413239
ANAPC1P1	0.100857	16.8494	15.6442	0.312643	0.791211	0.901292
ANAPC1P2	0.00679709	359.531	357.836	0.220564	0.860717	0.939292
ANAPC1P3	0.106185	12.9593	11.9688	0.30802	0.788073	0.899235
ANAPC1P4	0.0945109	357.608	334.868	1.75849	0.240826	0.676008
ANAPC1P5	0	0	0			
ANAPC1P6	-0.111464	15.3501	16.6634	-0.430675	0.735204	0.866873
ANAPC2	-0.0272187	1244.96	1268.69	-0.52622	0.65222	0.81132
ANAPC4	-0.0862382	433.607	460.378	-1.8271	0.304424	0.706022
ANAPC5	-0.0690855	2866.91	3007.59	-3.4051	0.0768139	0.493757
ANAPC7	-0.0941025	2863.18	3056.23	-1.18739	0.442642	0.706022
ANG	0.215917	95.1955	81.8242	1.15645	0.45262	0.706022
ANGEL1	-0.181282	758.723	860.443	-7.6996	0.0538491	0.459125
ANGEL2	-0.193768	2097.34	2398.97	-9.42915	0.0160573	0.373074
ANGPT1	0.110389	843.379	781.181	1.41073	0.301105	0.706022
ANGPT2	0	0	0			
ANGPT4	0	0	0			
ANGPTL1	1.10631	172.598	79.6324	4.54573	0.137352	0.569014
ANGPTL2	0	0	0			
ANGPTL3	0	0	0			
ANGPTL4	2.49035	171.513	29.7009	15.0753	0.00523865	0.249656
ANGPTL5	0	0	0			
ANGPTL6	-0.834252	1.90561	4.18051	-0.597248	0.611587	0.783489
ANGPTL7	0	0	0			
ANGPTL8	0	0	0			
