Protein	Description	Exp. q-value: Combined	Protein FDR Confidence: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Razor Peptides	Abundances (Normalized): A1: Pg_1	Abundances (Normalized): A2: Pg_2	Abundances (Normalized): A3: Pg_3	Found in Sample: A1: Pg_1	Found in Sample: A2: Pg_2	Found in Sample: A3: Pg_3
EOS19687	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:482249:483451:1 gene:C803_00366 transcript:EOS19687 gene_biotype:protein_coding transcript_biotype:protein_coding description:L-serine ammonia-lyase	0	High	22.239	12	4	10	4	400	43.3	5.57	20.34	0	17989709.29	18170679.75	17001126.06	High	High	High
EOS19642	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:416474:422008:1 gene:C803_00321 transcript:EOS19642 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	22.232	3	5	8	5	1844	205.6	5.8	12.23	0	3742098.088	3992811.344	3546591.728	High	High	High
EOS12917	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.7:142941:143681:-1 gene:C803_05422 transcript:EOS12917 gene_biotype:protein_coding transcript_biotype:protein_coding description:shikimate 5-dehydrogenase	0	High	22.217	23	5	15	5	246	27.8	7.88	20.42	0	13029722.28	13555511.63	12217512.57	High	High	High
EOS17258	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1053016:1054017:-1 gene:C803_02892 transcript:EOS17258 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	22.214	14	4	12	4	333	37.1	7.62	16.06	0	26764435.05	26259990.88	25075716.86	High	High	High
EOS19905	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:758492:759796:1 gene:C803_00586 transcript:EOS19905 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	22.203	18	8	19	8	434	50.6	6.07	12.52	0	20586490.79	18988845.75	18492158.28	High	High	High
EOS19479	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:198910:199950:-1 gene:C803_00158 transcript:EOS19479 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	22.184	12	3	7	3	346	39.1	5	5.02	0	3158626.41	3340066.5	3180407.932	High	High	High
EOS18287	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2279863:2280543:1 gene:C803_01949 transcript:EOS18287 gene_biotype:protein_coding transcript_biotype:protein_coding description:tRNA (guanine-N(1)-)-methyltransferase	0	High	22.157	10	2	9	2	226	25.5	5.25	8.31	0	1464579.738	1764223.625	1747240.47	High	High	High
EOS17999	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:180061:180840:-1 gene:C803_02205 transcript:EOS17999 gene_biotype:protein_coding transcript_biotype:protein_coding description:pantothenate kinase, type III"	0	High	22.153	17	4	10	4	259	29.1	5.67	16.71	0	14407640.66	13014236	14796662.26	High	High	High
EOS18223	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2209159:2210472:1 gene:C803_01884 transcript:EOS18223 gene_biotype:protein_coding transcript_biotype:protein_coding description:threonine synthase	0	High	21.958	13	6	15	6	437	48.6	5.26	20.25	0	30426040.21	29005479.25	27615470.64	High	High	High
EOS17756	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:853666:854670:-1 gene:C803_02770 transcript:EOS17756 gene_biotype:protein_coding transcript_biotype:protein_coding description:MtaA/CmuA family methyltransferase	0	High	21.894	12	2	6	2	334	36.8	4.93	16.24	0	5870455.367	4756244.25	2316426.658	High	High	High
EOS15804	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1029686:1030570:1 gene:C803_04117 transcript:EOS15804 gene_biotype:protein_coding transcript_biotype:protein_coding description:dTDP-4-dehydrorhamnose reductase	0	High	21.731	18	5	12	5	294	32.7	6.04	24.2	0	5700637.164	7854815.125	8170865.357	High	High	High
EOS15773	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:991424:992506:1 gene:C803_04086 transcript:EOS15773 gene_biotype:protein_coding transcript_biotype:protein_coding description:mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	0	High	21.731	19	7	13	7	360	40.8	5.17	7.31	0	8989648.645	7970686.375	7960205.43	High	High	High
EOS19601	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:369018:369443:1 gene:C803_00280 transcript:EOS19601 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	21.68	23	4	9	4	141	15.4	5.57	16.98	0	11110056.37	10424151.56	11208548.17	High	High	High
EOS16221	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:71215:71694:-1 gene:C803_03438 transcript:EOS16221 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	21.613	42	4	10	4	159	17.4	4.88	20.81	0	18889292.54	19657631	19900297.65	High	High	High
EOS19610	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:379909:381327:1 gene:C803_00289 transcript:EOS19610 gene_biotype:protein_coding transcript_biotype:protein_coding description:gliding motility-associated domain-containing protein	0	High	21.596	10	3	8	3	472	52.6	5.15	17.3	0	3900063.322	5675431.625	5400215.774	High	High	High
EOS17061	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1118182:1118979:-1 gene:C803_02959 transcript:EOS17061 gene_biotype:protein_coding transcript_biotype:protein_coding description:ferredoxin-NADP+ reductase	0	High	21.507	17	6	15	6	265	28.2	6.99	22.59	0	18441782.25	15921111.19	17098937.1	High	High	High
EOS12549	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.9:50539:50904:1 gene:C803_05680 transcript:EOS12549 gene_biotype:protein_coding transcript_biotype:protein_coding description:50S ribosomal protein L14	0	High	21.367	36	5	15	5	121	13.1	9.92	16.12	0	44755317.99	38820118	42791748.31	High	High	High
EOS19799	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:613254:614306:1 gene:C803_00480 transcript:EOS19799 gene_biotype:protein_coding transcript_biotype:protein_coding description:efflux transporter, RND family, MFP subunit"	0	High	21.291	15	5	12	5	350	39	5.71	14.07	0	10143397.46	14343114.06	15051336.18	High	High	High
EOS17088	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1160506:1163937:-1 gene:C803_02986 transcript:EOS17088 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	21.275	4	4	8	2	1143	125.4	5.73	8.66	0	982393.6698	1402961.625	1558739.843	Peak Found	High	High
EOS14396	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:96953:97546:-1 gene:C803_04535 transcript:EOS14396 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	21.2	24	5	16	5	197	22.6	9.64	24.17	0	15751659.8	16545273.25	15455621.45	High	High	High
EOS13311	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:256545:257105:-1 gene:C803_05258 transcript:EOS13311 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	21.116	22	4	12	4	186	21.6	4.15	17.4	0	5911263.857	5912082.375	6100222.264	High	High	High
EOS19004	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1418281:1419483:-1 gene:C803_01167 transcript:EOS19004 gene_biotype:protein_coding transcript_biotype:protein_coding description:phosphopantothenoylcysteine decarboxylase/phosphopantothenate-cysteine ligase	0	High	21.044	13	3	6	3	400	43.1	6.55	15.01	0	2342873.428	2443981.125	2480698.264	High	High	High
EOS17924	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:85343:87682:1 gene:C803_02130 transcript:EOS17924 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.973	12	6	15	6	779	88.7	6.28	16.12	0	4422125.815	3930043.563	4140731.945	High	High	High
EOS18729	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1559745:1560209:1 gene:C803_01298 transcript:EOS18729 gene_biotype:protein_coding transcript_biotype:protein_coding description:aspartate carbamoyltransferase regulatory chain	0	High	20.724	33	7	22	7	154	17.5	8.51	28.55	0	25395445.4	24979591.06	23638519.12	High	High	High
EOS14342	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:18328:18963:1 gene:C803_04479 transcript:EOS14342 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.721	17	6	23	5	211	24.9	9.52	21.45	0	77085471.27	74507950.75	79496578.02	High	High	High
EOS15984	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1246874:1247638:1 gene:C803_04298 transcript:EOS15984 gene_biotype:protein_coding transcript_biotype:protein_coding description:chromosome partitioning protein	0	High	20.715	15	3	7	3	254	27.8	5.05	18.49	0	7398157.173	5699352.5	5658154.233	High	High	High
EOS18375	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2401592:2402734:1 gene:C803_02037 transcript:EOS18375 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.68	12	5	11	5	380	43.5	6.99	12.48	0	11132471.35	10288768.06	10016067.71	High	High	High
EOS19509	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:250656:253823:1 gene:C803_00188 transcript:EOS19509 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	20.665	8	6	14	6	1055	115.5	5.73	18.08	0	8130772.868	7876061.563	6901050.763	High	High	High
EOS16289	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:155138:156316:1 gene:C803_03506 transcript:EOS16289 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.598	12	4	8	4	392	43	4.82	14.49	0	12200137.11	12410931.5	10755603.68	High	High	High
EOS13246	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.6:180911:184099:1 gene:C803_05191 transcript:EOS13246 gene_biotype:protein_coding transcript_biotype:protein_coding description:SusC/RagA family TonB-linked outer membrane protein	0	High	20.565	5	4	4	4	1062	117.6	7.43	3.55	0	3292201.9	3117990.438	3394242.39	High	High	High
EOS16783	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1584005:1584772:-1 gene:C803_03320 transcript:EOS16783 gene_biotype:protein_coding transcript_biotype:protein_coding description:NAD+ diphosphatase	0	High	20.477	24	6	13	6	255	29.1	5.02	5.74	0	8911686.895	9932277.125	11211686.97	High	High	High
EOS15355	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:382607:384544:1 gene:C803_03665 transcript:EOS15355 gene_biotype:protein_coding transcript_biotype:protein_coding description:tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	0	High	20.475	15	6	12	6	645	72.3	6.99	12.88	0	7932857.139	6003067.188	6762352.762	High	High	High
EOS15807	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1033753:1035030:-1 gene:C803_04120 transcript:EOS15807 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.417	14	6	12	6	425	50.3	5.35	13.03	0	9278007.305	9324229.75	9022859.217	High	High	High
EOS19001	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1414866:1415627:-1 gene:C803_01164 transcript:EOS19001 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.411	19	4	13	4	253	31.7	9.92	15.45	0	24046944.29	22723901.25	23342742.3	High	High	High
EOS14154	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.5:295148:296776:-1 gene:C803_04980 transcript:EOS14154 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.351	12	5	8	5	542	62.5	5.08	9.4	0	5976297.535	4063203.125	5207171.048	High	High	High
EOS19789	"pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:599977:601317:1 gene:C803_00470 transcript:EOS19789 gene_biotype:protein_coding transcript_biotype:protein_coding description:dihydroorotase, multifunctional complex type"	0	High	20.346	9	3	7	3	446	49.7	5.78	12.21	0	2479972.543	2258323.188	2751711.239	High	High	High
EOS15572	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:721857:723071:1 gene:C803_03883 transcript:EOS15572 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.331	15	7	18	7	404	46.4	7.8	20.53	0	14836251.94	14975036	15136545.35	High	High	High
EOS18264	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2250138:2251736:1 gene:C803_01926 transcript:EOS18264 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.298	8	5	13	2	532	59.9	7.39	21.74	0	2164929.375	2043708.125	1653528.016	High	High	High
EOS19733	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:538071:538586:-1 gene:C803_00414 transcript:EOS19733 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.176	18	5	16	5	171	19.1	5.54	23.62	0	44969700.71	47203986.19	48134077.44	High	High	High
EOS19901	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:752683:752880:1 gene:C803_00582 transcript:EOS19901 gene_biotype:protein_coding transcript_biotype:protein_coding description:50S ribosomal protein L35	0	High	20.127	57	4	14	4	65	7.2	11.84	29.05	0	30887422.96	36823300	35738717.45	High	High	High
EOS18417	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2068263:2069147:-1 gene:C803_01761 transcript:EOS18417 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	20.099	14	4	7	4	294	32.3	5.44	10.07	0	5697671.556	5981848.25	5647288.771	High	High	High
EOS16926	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1402184:1403671:-1 gene:C803_03150 transcript:EOS16926 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.943	6	3	10	3	495	55.2	6.37	10.31	0	9961086.71	15711454.75	14982599.58	High	High	High
EOS18270	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2258893:2259558:-1 gene:C803_01932 transcript:EOS18270 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.862	16	3	10	3	221	25.7	5.1	19.14	0	82470125.05	79805384	78423571.96	High	High	High
EOS20004	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:869080:869973:1 gene:C803_00686 transcript:EOS20004 gene_biotype:protein_coding transcript_biotype:protein_coding description:dihydrodipicolinate synthase	0	High	19.771	20	4	11	4	297	32.6	7.94	17.83	0	4695612.641	5599754.25	5608675.31	High	High	High
EOS14519	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:227886:228869:-1 gene:C803_04660 transcript:EOS14519 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.57	17	7	17	7	327	38.2	9.06	14.38	0	14932767.53	14872088.88	14629651.7	High	High	High
EOS19385	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:78023:78868:-1 gene:C803_00064 transcript:EOS19385 gene_biotype:protein_coding transcript_biotype:protein_coding description:prephenate dehydratase	0	High	19.564	16	4	7	4	281	31.3	5.85	4.69	0	1860339.73	2136992.063	2405253.032	High	High	High
EOS20239	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1118801:1119199:1 gene:C803_00921 transcript:EOS20239 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.517	33	4	12	4	132	15.4	8.54	16.58	0	13510400.82	14659406	16028141.05	High	High	High
EOS14464	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.4:171951:173195:-1 gene:C803_04605 transcript:EOS14464 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.486	12	4	8	4	414	48	5.87	6.59	0	5332621.778	5744042.563	5339789.99	High	High	High
EOS17087	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1158585:1160489:-1 gene:C803_02985 transcript:EOS17087 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.429	5	2	3	2	634	71.5	5.26	9.25	0	3006710.98	2821096.375	2599456.646	High	High	High
EOS17092	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1172934:1175468:-1 gene:C803_02990 transcript:EOS17092 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.212	3	5	15	5	844	94.5	8.38	15.91	0	18449105.01	17952111.75	18770940.8	High	High	High
EOS16313	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:187388:189307:-1 gene:C803_03530 transcript:EOS16313 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.112	8	5	15	5	639	73.4	5.26	11.2	0	10419011.47	10531553.13	10780767.06	High	High	High
EOS17400	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:433190:433489:1 gene:C803_02411 transcript:EOS17400 gene_biotype:protein_coding transcript_biotype:protein_coding description:thioredoxin	0	High	19.081	21	2	7	2	99	11.1	7.96	11.21	0	12787454.52	11583074.75	11523031.03	High	High	High
EOS15960	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:1220874:1221659:-1 gene:C803_04274 transcript:EOS15960 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.039	25	4	6	4	261	29.1	6.54	5.93	0	11757514.73	11666483.56	10402651.25	High	High	Peak Found
EOS15314	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.3:330643:331635:-1 gene:C803_03624 transcript:EOS15314 gene_biotype:protein_coding transcript_biotype:protein_coding description:Holliday junction ATP-dependent DNA helicase ruvB	0	High	19.038	15	6	11	6	330	36.5	5.95	15.94	0	6985038.43	5477112.438	5233370.869	High	High	High
EOS17314	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:317513:317767:1 gene:C803_02323 transcript:EOS17314 gene_biotype:protein_coding transcript_biotype:protein_coding description:50S ribosomal protein L31 type B	0	High	19.023	40	3	9	3	84	9.6	9.6	8.31	0	19699243.32	23009454.75	23321464.87	High	High	High
EOS18816	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:1656634:1657590:-1 gene:C803_01385 transcript:EOS18816 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	19.009	18	7	17	7	318	36.9	8.76	20.12	0	11706220.83	11970980.69	11741241.92	High	High	High
EOS19494	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:225909:226685:1 gene:C803_00173 transcript:EOS19494 gene_biotype:protein_coding transcript_biotype:protein_coding description:cof-like hydrolase	0	High	19.002	21	5	7	5	258	29.2	5.22	6.75	0	6013864.423	5398639.188	5140823.249	High	High	High
EOS18211	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.1:2192024:2192875:-1 gene:C803_01872 transcript:EOS18211 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	18.936	16	5	15	4	283	32	6.68	12.6	0	8695025.083	8191420.625	9103905.293	High	High	High
EOS17083	pep supercontig:Para_gold_dnLKV18_V1:acPFM-supercont1.2:1154512:1156227:1 gene:C803_02981 transcript:EOS17083 gene_biotype:protein_coding transcript_biotype:protein_coding description:hypothetical protein	0	High	18.865	7	4	8	4	571	65.1	5.25	16.78	0	5467855.755	5580732	5397172.987	High	High	High
