cohort,cancer,tissue,gene,measure,cutoff,endpoint,n_R,n_NR,n_with_binary,n_high_R,n_high_NR,n_low_R,n_low_NR,n_used,or,logor,se_logor,or_lo,or_hi,p,haldane,estimable,effect,histology_split,reason
Riaz,melanoma,nonlung,TACSTD2,residual,tertile,author_R_vs_NR,9,21,30,1.0,9.0,5.0,5.0,20.0,0.11111111111111109,-2.1972245773362196,1.2292725943057183,0.009985723438846456,1.2363329595448753,0.14086687306501544,False,True,OR,all,
Riaz,melanoma,nonlung,TACSTD2,residual,continuous,author_R_vs_NR,9,21,30,,,,,30.0,0.5508932965703952,-0.59621414271982,0.4699615713620685,0.21929469321667203,1.3839068321928951,0.2045679005335217,,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,median,DCB,65,105,170,34.0,51.0,31.0,54.0,170.0,1.1612903225806452,0.14953173397096384,0.31590535113825596,0.6252255875680806,2.1569738029517405,0.7524066215243914,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,tertile,DCB,65,105,170,17.0,40.0,20.0,37.0,114.0,0.78625,-0.24048047096748676,0.4010617863107775,0.3582366160791804,1.7256445454011404,0.6894103575820918,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,continuous,DCB,65,105,170,,,,,170.0,1.0717701670549153,0.06931164325841892,0.16074802276495465,0.78211422497486,1.4687001646413531,0.6663360892744663,,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,median,ORR,39,133,172,17.0,69.0,22.0,64.0,172.0,0.7167325428194994,-0.33305253053968725,0.36660036618844033,0.34938205283574464,1.4703260621632859,0.4666781353079638,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,tertile,ORR,39,133,172,6.0,52.0,16.0,42.0,116.0,0.30288461538461536,-1.1944033533097853,0.5217345682499481,0.1089350869110091,0.8421445545054695,0.031445532996167945,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,continuous,ORR,39,133,172,,,,,172.0,0.7529109102753432,-0.28380837122913716,0.17007143810415937,0.5394806346555379,1.050778846164885,0.09516500165934538,,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,median,author_R_vs_NR,39,103,142,18.0,53.0,21.0,50.0,142.0,0.8086253369272237,-0.21241958795123408,0.3768852978067797,0.38631013574001405,1.6926165663971153,0.7071979307018424,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,tertile,author_R_vs_NR,39,103,142,9.0,39.0,13.0,35.0,96.0,0.621301775147929,-0.4759383647655502,0.4921855770404515,0.23678041276326176,1.630269545090771,0.4668889615209468,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,raw,continuous,author_R_vs_NR,39,103,142,,,,,142.0,0.8400119340916317,-0.1743391799937574,0.18073121618945123,0.5894458836014501,1.1970904692812545,0.33472898408879015,,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,median,DCB,65,105,170,32.0,53.0,33.0,52.0,170.0,0.9514008004574043,-0.049819853637448126,0.3156766131060415,0.5124531353730515,1.7663341691763794,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,tertile,DCB,65,105,170,21.0,36.0,20.0,37.0,114.0,1.0791666666666666,0.07618913835754638,0.39041497464089725,0.5020657398747388,2.3196179343665286,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,continuous,DCB,65,105,170,,,,,170.0,1.068483161720703,0.06624003685149282,0.16070651199899785,0.779779004765824,1.4640766934004863,0.6802073732884827,,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,median,ORR,39,133,172,16.0,70.0,23.0,63.0,172.0,0.6260869565217392,-0.4682660093471947,0.3689674660837936,0.30378281936513846,1.2903457738190889,0.2744830658902033,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,tertile,ORR,39,133,172,9.0,49.0,14.0,44.0,116.0,0.577259475218659,-0.5494634164714046,0.4750527534203558,0.22750869690333037,1.4646846747634974,0.35184076313962553,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,continuous,ORR,39,133,172,,,,,172.0,0.7827386442200391,-0.24495642642472312,0.1706446929114684,0.5602231880681772,1.0936351764876682,0.1511513937625006,,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,median,author_R_vs_NR,39,103,142,18.0,53.0,21.0,50.0,142.0,0.8086253369272237,-0.21241958795123408,0.3768852978067797,0.38631013574001405,1.6926165663971153,0.7071979307018424,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,tertile,author_R_vs_NR,39,103,142,12.0,36.0,13.0,35.0,96.0,0.8974358974358975,-0.10821358464023272,0.46540908522032165,0.36044518314400703,2.23443460384599,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,CLDN4,residual,continuous,author_R_vs_NR,39,103,142,,,,,142.0,0.8619754732827167,-0.1485284619915559,0.1812642821227524,0.6042263165508795,1.2296745378159943,0.4125566326640736,,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,median,DCB,65,105,170,33.0,52.0,32.0,53.0,170.0,1.0510817307692308,0.04981985363744823,0.3156766131060415,0.5661442876725236,1.9513979542188344,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,tertile,DCB,65,105,170,26.0,31.0,25.0,32.0,114.0,1.0735483870967741,0.07096941146786155,0.3767885388087959,0.5129709184511121,2.246728026840225,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,continuous,DCB,65,105,170,,,,,170.0,1.04273552577036,0.041847573174181175,0.15858558349560298,0.7641584083945442,1.4228690867747473,0.7918723415858325,,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,median,ORR,39,133,172,18.0,68.0,21.0,65.0,172.0,0.819327731092437,-0.1992711151077279,0.36505492862329597,0.40060524009900866,1.6757093111691972,0.7160389176807503,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,tertile,ORR,39,133,172,12.0,46.0,19.0,39.0,116.0,0.5354691075514875,-0.6246120797378886,0.4281881226242853,0.23134138550713426,1.2394114633377789,0.20770845601143859,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,continuous,ORR,39,133,172,,,,,172.0,0.804088715601567,-0.21804567310246964,0.18206122100053407,0.5627692086351803,1.1488877725307722,0.23105319139193814,,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,median,author_R_vs_NR,39,103,142,19.0,52.0,20.0,51.0,142.0,0.9317307692307693,-0.0707113802446521,0.37612523355312466,0.44578574355358747,1.9473979123044902,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,39,103,142,14.0,34.0,18.0,30.0,96.0,0.6862745098039216,-0.3764775712349121,0.4355791834136965,0.292230392992748,1.611648596791575,0.5163632500347631,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,39,103,142,,,,,142.0,0.90023833834704,-0.10509573033095519,0.18834534941416206,0.6223500176451398,1.3022078297617106,0.576847917784492,,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,median,DCB,65,105,170,32.0,53.0,33.0,52.0,170.0,0.9514008004574043,-0.049819853637448126,0.3156766131060415,0.5124531353730515,1.7663341691763794,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,tertile,DCB,65,105,170,27.0,30.0,25.0,32.0,114.0,1.152,0.14149956227369942,0.376324820295407,0.5509577863796155,2.4087217438571815,0.8509580852162579,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,continuous,DCB,65,105,170,,,,,170.0,1.0417178417626334,0.040871121405638,0.1585990203432922,0.7633925036043822,1.421517838756479,0.7966376973256278,,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,median,ORR,39,133,172,19.0,67.0,20.0,66.0,172.0,0.935820895522388,-0.0663311717520911,0.36429173368772994,0.4582488188540274,1.9111031222871364,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,tertile,ORR,39,133,172,13.0,45.0,19.0,39.0,116.0,0.5929824561403508,-0.5225904653455772,0.4212100470474241,0.25971714148113534,1.353889047465062,0.29894374794368883,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,continuous,ORR,39,133,172,,,,,172.0,0.8129905437534898,-0.20703580080149112,0.18171447968342605,0.5693862908107438,1.1608175941353793,0.25455855901410707,,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,median,author_R_vs_NR,39,103,142,19.0,52.0,20.0,51.0,142.0,0.9317307692307693,-0.0707113802446521,0.37612523355312466,0.44578574355358747,1.9473979123044902,1.0,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,tertile,author_R_vs_NR,39,103,142,14.0,34.0,18.0,30.0,96.0,0.6862745098039216,-0.3764775712349121,0.4355791834136965,0.292230392992748,1.611648596791575,0.5163632500347631,False,True,OR,all,
Braun,ccRCC,nonlung,TACSTD2,residual,continuous,author_R_vs_NR,39,103,142,,,,,142.0,0.9068971848560895,-0.09772619267271007,0.18814962160499313,0.627193953148441,1.3113367878807403,0.6034770911254711,,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,raw,median,DCB,7,20,27,4.0,10.0,3.0,10.0,27.0,1.3333333333333333,0.28768207245178085,0.8850612031567836,0.2352661421810513,7.556453985672411,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,raw,tertile,DCB,7,20,27,3.0,6.0,2.0,7.0,18.0,1.75,0.5596157879354227,1.0690449676496976,0.21530226624978793,14.224188408899371,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,raw,continuous,DCB,7,20,27,,,,,27.0,1.1198473953136454,0.11319242183931337,0.4728781121632232,0.4432378799497693,2.8293118560464063,0.810819365749482,,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,raw,median,author_R_vs_NR,8,19,27,4.0,10.0,4.0,9.0,27.0,0.9,-0.10536051565782628,0.8432740427115678,0.17235867746300843,4.69950229325612,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,raw,tertile,author_R_vs_NR,8,19,27,3.0,6.0,3.0,6.0,18.0,1.0,0.0,0.9999999999999999,0.14085842092104503,7.099327065156631,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,raw,continuous,author_R_vs_NR,8,19,27,,,,,27.0,1.1226030984236302,0.11565018356458148,0.4512500391194472,0.46356906704710893,2.718554377706713,0.7977280971411357,,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,residual,median,DCB,7,20,27,4.0,10.0,3.0,10.0,27.0,1.3333333333333333,0.28768207245178085,0.8850612031567836,0.2352661421810513,7.556453985672411,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,residual,tertile,DCB,7,20,27,3.0,6.0,2.0,7.0,18.0,1.75,0.5596157879354227,1.0690449676496976,0.21530226624978793,14.224188408899371,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,residual,continuous,DCB,7,20,27,,,,,27.0,1.137278057049677,0.12863773812401988,0.481689571735934,0.4424296445783496,2.9234057773848843,0.7894266073481779,,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,residual,median,author_R_vs_NR,8,19,27,4.0,10.0,4.0,9.0,27.0,0.9,-0.10536051565782628,0.8432740427115678,0.17235867746300843,4.69950229325612,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,residual,tertile,author_R_vs_NR,8,19,27,3.0,6.0,2.0,7.0,18.0,1.75,0.5596157879354227,1.0690449676496976,0.21530226624978793,14.224188408899371,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,CLDN4,residual,continuous,author_R_vs_NR,8,19,27,,,,,27.0,1.166577596558972,0.15407433110617344,0.4652183193124611,0.46871818558808875,2.9034574092443566,0.7405031229356366,,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,raw,median,DCB,7,20,27,3.0,11.0,4.0,9.0,27.0,0.6136363636363636,-0.48835276791393206,0.8862017464175611,0.10803411837232843,3.48546915039488,0.6776167471819646,False,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,raw,tertile,DCB,7,20,27,1.0,8.0,1.0,8.0,18.0,1.0,0.0,1.5,0.05286572873835037,18.915846312255038,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,raw,continuous,DCB,7,20,27,,,,,27.0,1.1144659469811466,0.10837531885132272,0.4734652750030117,0.44060053949710404,2.8189578442146854,0.8189480894629447,,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,raw,median,author_R_vs_NR,8,19,27,4.0,10.0,4.0,9.0,27.0,0.9,-0.10536051565782628,0.8432740427115678,0.17235867746300843,4.69950229325612,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,raw,tertile,author_R_vs_NR,8,19,27,2.0,7.0,1.0,8.0,18.0,2.2857142857142856,0.8266785731844679,1.3296078906418776,0.16874730959900267,30.960433137176643,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,raw,continuous,author_R_vs_NR,8,19,27,,,,,27.0,1.31121873086948,0.2709570336333381,0.4963656639942099,0.4956329393802052,3.4688867982280756,0.5851471183186809,,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,residual,median,DCB,7,20,27,3.0,11.0,4.0,9.0,27.0,0.6136363636363636,-0.48835276791393206,0.8862017464175611,0.10803411837232843,3.48546915039488,0.6776167471819646,False,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,residual,tertile,DCB,7,20,27,1.0,8.0,1.0,8.0,18.0,1.0,0.0,1.5,0.05286572873835037,18.915846312255038,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,residual,continuous,DCB,7,20,27,,,,,27.0,1.1186450231759053,0.11211815217152957,0.475720317584738,0.44030233180233597,2.842062368268346,0.8136803579773055,,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,residual,median,author_R_vs_NR,8,19,27,4.0,10.0,4.0,9.0,27.0,0.9,-0.10536051565782628,0.8432740427115678,0.17235867746300843,4.69950229325612,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,residual,tertile,author_R_vs_NR,8,19,27,2.0,7.0,1.0,8.0,18.0,2.2857142857142856,0.8266785731844679,1.3296078906418776,0.16874730959900267,30.960433137176643,1.0,False,True,OR,all,
ICB_Jung,NSCLC,lung,TACSTD2,residual,continuous,author_R_vs_NR,8,19,27,,,,,27.0,1.3287041018433665,0.284204107720593,0.5039559885522878,0.49482573453532563,3.5678309898600307,0.5727906887405072,,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,raw,median,ORR,14,13,27,8.0,6.0,6.0,7.0,27.0,1.5555555555555556,0.44183275227903923,0.7753647375206562,0.3403155058552198,7.110322758696712,0.7063902723560821,False,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,raw,tertile,ORR,14,13,27,4.0,5.0,3.0,6.0,18.0,1.6,0.47000362924573563,0.9746794344808963,0.23684057054392266,10.808958930139218,1.0,False,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,raw,continuous,ORR,14,13,27,,,,,27.0,1.115388753898102,0.10920300234951029,0.3956674680514714,0.5136027177601168,2.4222848308669316,0.7825504322214226,,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,raw,median,author_R_vs_NR,14,13,27,8.0,6.0,6.0,7.0,27.0,1.5555555555555556,0.44183275227903923,0.7753647375206562,0.3403155058552198,7.110322758696712,0.7063902723560821,False,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,raw,tertile,author_R_vs_NR,14,13,27,4.0,5.0,3.0,6.0,18.0,1.6,0.47000362924573563,0.9746794344808963,0.23684057054392266,10.808958930139218,1.0,False,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,raw,continuous,author_R_vs_NR,14,13,27,,,,,27.0,1.115388753898102,0.10920300234951029,0.3956674680514714,0.5136027177601168,2.4222848308669316,0.7825504322214226,,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,residual,median,ORR,14,13,27,8.0,6.0,6.0,7.0,27.0,1.5555555555555556,0.44183275227903923,0.7753647375206562,0.3403155058552198,7.110322758696712,0.7063902723560821,False,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,residual,tertile,ORR,14,13,27,4.0,5.0,3.0,6.0,18.0,1.6,0.47000362924573563,0.9746794344808963,0.23684057054392266,10.808958930139218,1.0,False,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,residual,continuous,ORR,14,13,27,,,,,27.0,1.1118673633601146,0.10604091116040372,0.3955037327790251,0.5121455561004431,2.413862658730006,0.7886099674150397,,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,residual,median,author_R_vs_NR,14,13,27,8.0,6.0,6.0,7.0,27.0,1.5555555555555556,0.44183275227903923,0.7753647375206562,0.3403155058552198,7.110322758696712,0.7063902723560821,False,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,residual,tertile,author_R_vs_NR,14,13,27,4.0,5.0,3.0,6.0,18.0,1.6,0.47000362924573563,0.9746794344808963,0.23684057054392266,10.808958930139218,1.0,False,True,OR,all,
Hugo,melanoma,nonlung,CLDN4,residual,continuous,author_R_vs_NR,14,13,27,,,,,27.0,1.1118673633601146,0.10604091116040372,0.3955037327790251,0.5121455561004431,2.413862658730006,0.7886099674150397,,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,raw,median,ORR,14,13,27,6.0,8.0,8.0,5.0,27.0,0.46875,-0.7576857016975165,0.7852812659593165,0.10057646620998502,2.1846717306735717,0.4494817606676539,False,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,raw,tertile,ORR,14,13,27,4.0,5.0,7.0,2.0,18.0,0.22857142857142856,-1.4759065198095778,1.0453980786557544,0.029455142858087008,1.7737105608652535,0.33484162895927594,False,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,raw,continuous,ORR,14,13,27,,,,,27.0,0.8914983592296433,-0.11485168214093479,0.39526377836334986,0.41083291181867326,1.9345317807934737,0.7713804275438179,,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,raw,median,author_R_vs_NR,14,13,27,6.0,8.0,8.0,5.0,27.0,0.46875,-0.7576857016975165,0.7852812659593165,0.10057646620998502,2.1846717306735717,0.4494817606676539,False,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,14,13,27,4.0,5.0,7.0,2.0,18.0,0.22857142857142856,-1.4759065198095778,1.0453980786557544,0.029455142858087008,1.7737105608652535,0.33484162895927594,False,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,14,13,27,,,,,27.0,0.8914983592296433,-0.11485168214093479,0.39526377836334986,0.41083291181867326,1.9345317807934737,0.7713804275438179,,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,residual,median,ORR,14,13,27,6.0,8.0,8.0,5.0,27.0,0.46875,-0.7576857016975165,0.7852812659593165,0.10057646620998502,2.1846717306735717,0.4494817606676539,False,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,residual,tertile,ORR,14,13,27,3.0,6.0,5.0,4.0,18.0,0.4,-0.916290731874155,0.9746794344808963,0.059210142635980664,2.702239732534805,0.6371863430686961,False,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,residual,continuous,ORR,14,13,27,,,,,27.0,1.057148883578202,0.05557555182064475,0.39474087534235797,0.4876698866328863,2.2916398832145464,0.8880358752778527,,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,residual,median,author_R_vs_NR,14,13,27,6.0,8.0,8.0,5.0,27.0,0.46875,-0.7576857016975165,0.7852812659593165,0.10057646620998502,2.1846717306735717,0.4494817606676539,False,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,residual,tertile,author_R_vs_NR,14,13,27,3.0,6.0,5.0,4.0,18.0,0.4,-0.916290731874155,0.9746794344808963,0.059210142635980664,2.702239732534805,0.6371863430686961,False,True,OR,all,
Hugo,melanoma,nonlung,TACSTD2,residual,continuous,author_R_vs_NR,14,13,27,,,,,27.0,1.057148883578202,0.05557555182064475,0.39474087534235797,0.4876698866328863,2.2916398832145464,0.8880358752778527,,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,median,DCB,9,16,25,6.0,7.0,3.0,9.0,25.0,2.5714285714285716,0.9444616088408515,0.8683134537528795,0.46886858117580116,14.102554880895163,0.4109839816933638,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,tertile,DCB,9,16,25,3.0,6.0,2.0,7.0,18.0,1.75,0.5596157879354227,1.0690449676496976,0.21530226624978793,14.224188408899371,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,continuous,DCB,9,16,25,,,,,25.0,1.5676445062193518,0.44957417825145934,0.4771252066974208,0.6153332876214301,3.9937857211970673,0.34606149330722846,,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,median,ORR,7,14,21,3.0,8.0,4.0,6.0,21.0,0.5625,-0.5753641449035618,0.9354143466934853,0.08992527202152718,3.5185464874018466,0.6594427244582044,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,tertile,ORR,7,14,21,2.0,5.0,2.0,5.0,14.0,1.0,0.0,1.1832159566199232,0.09836174951134759,10.166553614264803,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,continuous,ORR,7,14,21,,,,,21.0,0.9594094762188198,-0.041437312728410884,0.47469661601010277,0.3783851525171396,2.432618026725496,0.9304392525399939,,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,median,author_R_vs_NR,8,10,18,5.0,4.0,3.0,6.0,18.0,2.5,0.9162907318741551,0.9746794344808963,0.3700633914748791,16.888998328342534,0.6371863430686961,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,tertile,author_R_vs_NR,8,10,18,2.0,4.0,2.0,4.0,12.0,1.0,0.0,1.224744871391589,0.09067261037217034,11.028688772667394,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,raw,continuous,author_R_vs_NR,8,10,18,,,,,18.0,1.2959799283407258,0.2592671104187368,0.49713804784979637,0.4891317182194396,3.433766227175086,0.6020050311357799,,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,median,DCB,9,16,25,6.0,7.0,3.0,9.0,25.0,2.5714285714285716,0.9444616088408515,0.8683134537528795,0.46886858117580116,14.102554880895163,0.4109839816933638,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,tertile,DCB,9,16,25,3.0,6.0,2.0,7.0,18.0,1.75,0.5596157879354227,1.0690449676496976,0.21530226624978793,14.224188408899371,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,continuous,DCB,9,16,25,,,,,25.0,1.5648504767211917,0.4477902773964985,0.4707817815199785,0.6219211178994463,3.937407725862851,0.34152156683940693,,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,median,ORR,7,14,21,3.0,8.0,4.0,6.0,21.0,0.5625,-0.5753641449035618,0.9354143466934853,0.08992527202152718,3.5185464874018466,0.6594427244582044,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,tertile,ORR,7,14,21,2.0,5.0,2.0,5.0,14.0,1.0,0.0,1.1832159566199232,0.09836174951134759,10.166553614264803,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,continuous,ORR,7,14,21,,,,,21.0,0.9789537789439077,-0.02127085008516383,0.4748095347016318,0.3860078634470349,2.482722742356918,0.9642677609968301,,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,median,author_R_vs_NR,8,10,18,5.0,4.0,3.0,6.0,18.0,2.5,0.9162907318741551,0.9746794344808963,0.3700633914748791,16.888998328342534,0.6371863430686961,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,tertile,author_R_vs_NR,8,10,18,3.0,3.0,2.0,4.0,12.0,2.0,0.6931471805599453,1.1902380714238083,0.19403447307719537,20.61489351126089,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,CLDN4,residual,continuous,author_R_vs_NR,8,10,18,,,,,18.0,1.3035753118541138,0.26511072936538527,0.4959922672702503,0.49310452237286606,3.4461427883449836,0.5929916576108941,,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,median,DCB,9,16,25,7.0,6.0,2.0,10.0,25.0,5.833333333333333,1.7635885922613586,0.9536895771286428,0.8997458189724304,37.81932303574331,0.0968421052631579,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,tertile,DCB,9,16,25,5.0,4.0,2.0,7.0,18.0,4.375,1.4759065198095778,1.0453980786557544,0.5637898437680716,33.94992870406149,0.33484162895927594,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,continuous,DCB,9,16,25,,,,,25.0,1.7018883238763116,0.5317384133546823,0.45490090203021555,0.6977688757472598,4.1509788808574495,0.24243971697749966,,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,median,ORR,7,14,21,4.0,7.0,3.0,7.0,21.0,1.3333333333333333,0.28768207245178085,0.9322272357358045,0.21449189870756682,8.288321323508622,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,tertile,ORR,7,14,21,2.0,5.0,2.0,5.0,14.0,1.0,0.0,1.1832159566199232,0.09836174951134759,10.166553614264803,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,continuous,ORR,7,14,21,,,,,21.0,1.0088468387480458,0.008807934753340877,0.474341321916335,0.39816011476133994,2.5561875896634834,0.9851851167292139,,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,median,author_R_vs_NR,8,10,18,4.0,5.0,4.0,5.0,18.0,1.0,0.0,0.9486832980505138,0.15576306129649845,6.42000736038744,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,tertile,author_R_vs_NR,8,10,18,2.0,4.0,2.0,4.0,12.0,1.0,0.0,1.224744871391589,0.09067261037217034,11.028688772667394,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,raw,continuous,author_R_vs_NR,8,10,18,,,,,18.0,1.098440172062913,0.09389114805749398,0.4898242151149197,0.4205616018753787,2.8689514359400174,0.8479902463667748,,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,residual,median,DCB,9,16,25,7.0,6.0,2.0,10.0,25.0,5.833333333333333,1.7635885922613586,0.9536895771286428,0.8997458189724304,37.81932303574331,0.0968421052631579,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,residual,tertile,DCB,9,16,25,5.0,4.0,2.0,7.0,18.0,4.375,1.4759065198095778,1.0453980786557544,0.5637898437680716,33.94992870406149,0.33484162895927594,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,residual,continuous,DCB,9,16,25,,,,,25.0,1.7043048414763884,0.5331573099869003,0.4561776409839319,0.697013244436199,4.167288090815805,0.24250464262032778,,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,residual,median,ORR,7,14,21,4.0,7.0,3.0,7.0,21.0,1.3333333333333333,0.28768207245178085,0.9322272357358045,0.21449189870756682,8.288321323508622,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,residual,tertile,ORR,7,14,21,2.0,5.0,2.0,5.0,14.0,1.0,0.0,1.1832159566199232,0.09836174951134759,10.166553614264803,1.0,False,True,OR,all,
Snyder,urothelial,nonlung,TACSTD2,residual,continuous,ORR,7,14,21,,,,,21.0,1.0055887432607917,0.0055731841787324534,0.474355061679332,0.3968635592994275,2.5480009360342324,0.9906258925681932,,True,OR,all,
