spec	geneset	smooth	score	subset	radius_um	patient_mean_rho	n_patients_neg	n_samples_neg	n_samples	n_fov	rho_Lung5	rho_Lung6	rho_Lung9	rho_Lung12	rho_Lung13
program_ceacam|hmrf8|pc1|tertile|count75	program_ceacam	hmrf8	pc1	tertile	75	-0.078295548387874	4	7	8	225	-0.2624299507153093	-0.07351844879215903	-0.04230168635942239	-0.11832686460556234	0.105099208533083
adhesion_ezr|hs15|pc1_resid_keratin|tertile|count30	adhesion_ezr	hs15	pc1_resid_keratin	tertile	30	-0.07828711602588675	5	8	8	225	-0.13643305865750466	-0.009305737448690737	-0.0571512195059294	-0.10598562736916096	-0.0825599371481481
adhesion_ezr|ball25|pc1_resid_keratin|tertile|count30	adhesion_ezr	ball25	pc1_resid_keratin	tertile	30	-0.07828168299783109	5	8	8	225	-0.12279215791862112	-0.02858962613886573	-0.05948838536687564	-0.10378070828282039	-0.07675753728197249
adhesion|ball40|pc1_resid_keratin|tertile|count50	adhesion	ball40	pc1_resid_keratin	tertile	50	-0.07823917405143846	5	8	8	225	-0.15702501273369293	-0.02465252880772283	-0.050355521863190957	-0.12253131691378975	-0.03663148993879576
program|hmrf8|pc1|quartile|count75	program	hmrf8	pc1	quartile	75	-0.07821822623841515	4	7	8	225	-0.26372432428315934	-0.08640877838941599	-0.04664904733742894	-0.11682084178972708	0.12251186060765559
adhesion|ball25|pc1_resid_keratin|tertile|count40	adhesion	ball25	pc1_resid_keratin	tertile	40	-0.07821262095258966	5	8	8	225	-0.15015983556770968	-0.013150430565429102	-0.05758284691977884	-0.11063948463639317	-0.05953050707363746
program_ceacam|ball15|pc1_resid_keratin|all|count100	program_ceacam	ball15	pc1_resid_keratin	all	100	-0.07820239185781103	3	6	8	225	-0.20751107215565281	0.0036528217987163193	-0.07046558093487741	-0.1359274165592496	0.01923928856200833
adhesion|hmrf8|mean|quartile|count40	adhesion	hmrf8	mean	quartile	40	-0.07815653152500156	5	8	8	225	-0.21314449717610193	-0.045956696416743714	-0.03501515311692541	-0.06539393346848012	-0.031272377446756636
adhesion_ezr|ball60|pc1_resid_keratin|tertile|count40	adhesion_ezr	ball60	pc1_resid_keratin	tertile	40	-0.07813160312439466	5	8	8	225	-0.15337308499136793	-0.009327349171797667	-0.045178291788220526	-0.1282478577873452	-0.05453143188324192
program|hs15|pc1_resid_keratin|all|count75	program	hs15	pc1_resid_keratin	all	75	-0.07810211504552501	4	7	8	225	-0.19115624416715232	0.0458807572921085	-0.07876687860885313	-0.15280320632881847	-0.013665003414909654
program_ceacam|ball40|pc1_resid_keratin|all|count100	program_ceacam	ball40	pc1_resid_keratin	all	100	-0.078083168356422	3	6	8	225	-0.2185594259737572	0.05876377443721746	-0.05911324173667578	-0.1759776685772978	0.004470720068403317
adhesion_ezr|hmrf8|mean|quartile|count20	adhesion_ezr	hmrf8	mean	quartile	20	-0.07804827289322844	5	8	8	225	-0.15773010940607765	-0.048514466500264246	-0.04417913993750661	-0.059680618223176454	-0.08013703039911721
adhesion|hs15|pc1_resid_keratin|tertile|count30	adhesion	hs15	pc1_resid_keratin	tertile	30	-0.0778333460159069	5	8	8	225	-0.14388021620048283	-0.011702005833750565	-0.05126760954815122	-0.10435577618305569	-0.07796112231409423
adhesion|hmrf8|pc1|quartile|count20	adhesion	hmrf8	pc1	quartile	20	-0.07779776775138317	5	8	8	225	-0.17120832726460336	-0.051649220676399536	-0.04593255580509625	-0.05367770298501899	-0.0665210320257977
adhesion_ezr|ball40|pc1_resid_keratin|all|count50	adhesion_ezr	ball40	pc1_resid_keratin	all	50	-0.0777578448090015	5	8	8	225	-0.14720206340346492	-0.01683829974041396	-0.05696832531894491	-0.12641688094566939	-0.04136365463651429
adhesion|hs30|pc1_resid_keratin|tertile|count30	adhesion	hs30	pc1_resid_keratin	tertile	30	-0.07775324132538863	5	8	8	225	-0.14339873433922243	-0.0173730616713489	-0.04742828020314219	-0.10183974857485063	-0.07872638183837907
adhesion_ezr|ball15|pc1_resid_keratin|quartile|count40	adhesion_ezr	ball15	pc1_resid_keratin	quartile	40	-0.07770290628990004	5	8	8	225	-0.11281101005401102	-0.03625404283392629	-0.06113071911810952	-0.10919441663730971	-0.06912434280614364
adhesion_ezr|ball40|pc1_resid_keratin|all|count40	adhesion_ezr	ball40	pc1_resid_keratin	all	40	-0.07764176168807838	5	8	8	225	-0.14279393228269033	-0.01299366052393468	-0.05379658743079806	-0.1211751191398219	-0.057449509063146886
adhesion|raw|pc1|tertile|count100	adhesion	raw	pc1	tertile	100	-0.07756001684533685	4	7	8	225	-0.24124757458879859	-0.025511271625335744	-0.049683397249211836	-0.11401836418937765	0.04266052342603956
cldn4|ball15|mean|all|count75	cldn4	ball15	mean	all	75	-0.0775426901504819	4	7	8	225	-0.19644276715286768	0.02921893366564898	-0.0659242066043673	-0.13846968993123324	-0.016095720729590226
cldn4|ball15|pc1|all|count75	cldn4	ball15	pc1	all	75	-0.0775426901504819	4	7	8	225	-0.19644276715286768	0.02921893366564898	-0.0659242066043673	-0.13846968993123324	-0.016095720729590226
program|hs15|pc1_resid_keratin|all|count30	program	hs15	pc1_resid_keratin	all	30	-0.07746646838807036	4	7	8	225	-0.13189757004520214	0.012922666597618081	-0.06960690764154125	-0.1111050319027385	-0.08764549894848803
adhesion|hs30|pc1_resid_keratin|all|count30	adhesion	hs30	pc1_resid_keratin	all	30	-0.07741122471359393	5	8	8	225	-0.14315384550460158	-0.019428069518931997	-0.05057496451905219	-0.10169144764244833	-0.07220779638293555
adhesion|hs30|pc1_resid_keratin|quartile|count40	adhesion	hs30	pc1_resid_keratin	quartile	40	-0.07740969571003162	5	8	8	225	-0.14192991424450146	-0.018133598307885853	-0.04187856840128276	-0.12043632677210533	-0.06467007082438266
adhesion_ezr|ball25|pc1_resid_keratin|all|count50	adhesion_ezr	ball25	pc1_resid_keratin	all	50	-0.07740335892953379	5	8	8	225	-0.1388341061404432	-0.02748787618976476	-0.06440766711253285	-0.1166114295709061	-0.03967571563402205
adhesion_ezr|ball25|pc1_resid_keratin|quartile|count50	adhesion_ezr	ball25	pc1_resid_keratin	quartile	50	-0.07718999121282345	5	8	8	225	-0.11655795349909359	-0.030645801315569574	-0.06417365126930033	-0.12101799969997652	-0.05355455028017726
adhesion_ezr|raw|pc1|tertile|count100	adhesion_ezr	raw	pc1	tertile	100	-0.0771492885412465	4	7	8	225	-0.2280417353624765	-0.0194558425678543	-0.05712059114313938	-0.12596781421434286	0.044839540581580545
adhesion|hs15|pc1_resid_keratin|quartile|count40	adhesion	hs15	pc1_resid_keratin	quartile	40	-0.07711487063957341	5	8	8	225	-0.14052721464175125	-0.010195143255442272	-0.04617163913707501	-0.12161791365372054	-0.06706244250987795
program|hs30|pc1_resid_keratin|tertile|count30	program	hs30	pc1_resid_keratin	tertile	30	-0.07700351011123177	4	7	8	225	-0.12312054493947196	0.016029374529161165	-0.06349317383341815	-0.11836616221730076	-0.09606704409512912
adhesion_ezr|hs60|pc1_resid_keratin|all|count50	adhesion_ezr	hs60	pc1_resid_keratin	all	50	-0.07698911576591815	5	8	8	225	-0.14299944874956735	-0.020704766010719185	-0.04993825271684631	-0.12734883425806295	-0.04395427709439496
adhesion_ezr|ball40|pc1_resid_keratin|tertile|count40	adhesion_ezr	ball40	pc1_resid_keratin	tertile	40	-0.07695351816199755	5	8	8	225	-0.13463400837174763	-0.0094719937084963	-0.05004444944823122	-0.12572973907427185	-0.06488740020724076
program|ball25|pc1_resid_keratin|all|count30	program	ball25	pc1_resid_keratin	all	30	-0.07692534707180096	4	7	8	225	-0.13805493776790104	0.008491368388894855	-0.07470487727610722	-0.10339565461055635	-0.07696263409333502
adhesion_ezr|ball15|pc1_resid_keratin|tertile|count30	adhesion_ezr	ball15	pc1_resid_keratin	tertile	30	-0.0768945675050808	5	8	8	225	-0.11957164576852866	-0.03945508663839437	-0.06095434022549706	-0.09339333197183096	-0.07109843292115291
program_ceacam|ball25|pc1_resid_keratin|tertile|count100	program_ceacam	ball25	pc1_resid_keratin	tertile	100	-0.07688543368319127	3	6	8	225	-0.22456195892326894	0.05739143049585225	-0.07877227415451893	-0.158716219589384	0.020231853755363315
adhesion|hs15|pc1_resid_keratin|all|count50	adhesion	hs15	pc1_resid_keratin	all	50	-0.07685421659635823	5	8	8	225	-0.15899898787344727	-0.013358611092764937	-0.055728117016712826	-0.11888943782158228	-0.03729592917728388
program|ball40|pc1_resid_keratin|all|count75	program	ball40	pc1_resid_keratin	all	75	-0.07679969681020272	4	7	8	225	-0.19195749835058298	0.04257503876556859	-0.06899224299234413	-0.15749409899503305	-0.008129682478622047
program|ball60|pc1_resid_keratin|quartile|count30	program	ball60	pc1_resid_keratin	quartile	30	-0.07676600612311597	4	7	8	225	-0.13533661829091273	0.01583877718211705	-0.04322090194996003	-0.12716006123077753	-0.09395122632604656
program|ball15|pc1_resid_keratin|all|count75	program	ball15	pc1_resid_keratin	all	75	-0.07673120319091865	5	8	8	225	-0.16927680438897047	-0.011814219408476576	-0.0773715915119797	-0.1204896721242632	-0.004703728520903322
adhesion_ezr|hs30|pc1_resid_keratin|tertile|count50	adhesion_ezr	hs30	pc1_resid_keratin	tertile	50	-0.07664534564328301	5	8	8	225	-0.1395294864133285	-0.010819798064140752	-0.052351699858573894	-0.13128827084943787	-0.04923747303093412
program_ceacam|hs60|pc1_resid_keratin|all|count30	program_ceacam	hs60	pc1_resid_keratin	all	30	-0.07659831787725047	4	7	8	225	-0.12259657097889597	0.010579227432486843	-0.054571445159068144	-0.11934817220206631	-0.09705462847870872
program|ball40|pc1_resid_keratin|quartile|count30	program	ball40	pc1_resid_keratin	quartile	30	-0.0765400273460599	4	7	8	225	-0.13518265948801453	0.014627181074424393	-0.0568072482134942	-0.11247775856916523	-0.09285965153404994
adhesion|ball60|pc1_resid_keratin|quartile|count40	adhesion	ball60	pc1_resid_keratin	quartile	40	-0.0765387272718475	5	8	8	225	-0.1448411433210897	-0.020011473738014936	-0.036521094307712415	-0.13271841992891534	-0.048601505063505177
program|raw|pc1_resid_keratin|quartile|count75	program	raw	pc1_resid_keratin	quartile	75	-0.07652847189528154	5	8	8	225	-0.16079407654212757	-0.030111751993414117	-0.06770601905925627	-0.10455633487258732	-0.019474177009022483
adhesion_ezr|hs15|pc1_resid_keratin|all|count30	adhesion_ezr	hs15	pc1_resid_keratin	all	30	-0.07652097510031833	5	8	8	225	-0.13724212791153387	-0.013111879286074957	-0.05576385079494895	-0.10397765592036452	-0.0725093615886693
adhesion_ezr|ball60|pc1_resid_keratin|all|count40	adhesion_ezr	ball60	pc1_resid_keratin	all	40	-0.07645744295868279	5	8	8	225	-0.15195990371581228	-0.008107310460006277	-0.04920268988593063	-0.12351232348042698	-0.04950498725123777
program|hs30|pc1_resid_keratin|all|count75	program	hs30	pc1_resid_keratin	all	75	-0.07641909458707315	4	7	8	225	-0.188679448015104	0.043195835115055446	-0.06571255518089408	-0.15986374711395393	-0.011035557740469165
adhesion|hs60|pc1_resid_keratin|quartile|count40	adhesion	hs60	pc1_resid_keratin	quartile	40	-0.07623829627365457	5	8	8	225	-0.14550520924482052	-0.019492878797905625	-0.03762872629371904	-0.12445375699780759	-0.05411091003402008
adhesion|hs60|pc1_resid_keratin|tertile|count30	adhesion	hs60	pc1_resid_keratin	tertile	30	-0.07617842097217092	5	8	8	225	-0.14287119372568727	-0.01574947338978808	-0.042531047751843375	-0.10805315711254715	-0.0716872328809887
adhesion_ezr|hs60|pc1_resid_keratin|all|count40	adhesion_ezr	hs60	pc1_resid_keratin	all	40	-0.07596557275648315	5	8	8	225	-0.1369705083804717	-0.017400738373501895	-0.04994417799661055	-0.11843643048559879	-0.057076008546232807
adhesion_ezr|hmrf8|mean|quartile|count40	adhesion_ezr	hmrf8	mean	quartile	40	-0.075905076654152	5	8	8	225	-0.20165596706061803	-0.04013389423450477	-0.0396602438972874	-0.07127764633570992	-0.026797631742639855
adhesion_ezr|ball25|pc1_resid_keratin|all|count30	adhesion_ezr	ball25	pc1_resid_keratin	all	30	-0.07583823749356296	5	8	8	225	-0.12724628528134763	-0.02696285520520267	-0.05721695634606978	-0.09885266875288963	-0.06891242188230504
program|ball40|pc1_resid_keratin|tertile|count30	program	ball40	pc1_resid_keratin	tertile	30	-0.0757797296198512	4	7	8	225	-0.13087081853448004	0.011481831589902814	-0.0591674856220882	-0.11059114018094182	-0.08975103535164877
adhesion_ezr|ball40|pc1_resid_keratin|tertile|count50	adhesion_ezr	ball40	pc1_resid_keratin	tertile	50	-0.07574065380573164	5	8	8	225	-0.13876559652573636	-0.013133012890405948	-0.051704127634854255	-0.13059361145375337	-0.04450692052390827
adhesion|hs15|pc1_resid_keratin|all|count30	adhesion	hs15	pc1_resid_keratin	all	30	-0.07572699807375458	5	8	8	225	-0.14461272036269482	-0.012398580813236033	-0.05316162287952654	-0.09996940895592178	-0.06849265735739371
adhesion_ezr|ball15|pc1_resid_keratin|tertile|count50	adhesion_ezr	ball15	pc1_resid_keratin	tertile	50	-0.07564711464896248	5	8	8	225	-0.12489031683694302	-0.029667954865371625	-0.0671273472678728	-0.10802688832805406	-0.04852306594657085
adhesion|ball25|pc1_resid_keratin|all|count40	adhesion	ball25	pc1_resid_keratin	all	40	-0.07563148760258617	5	8	8	225	-0.154688350840409	-0.011443226620214792	-0.05745319834417257	-0.1043024570066096	-0.050270205201524906
adhesion|ball60|pc1_resid_keratin|tertile|count30	adhesion	ball60	pc1_resid_keratin	tertile	30	-0.0756097274139844	5	8	8	225	-0.13977609410051953	-0.017257954908505485	-0.04193754166404447	-0.1130221790330667	-0.06605486736378585
program|ball60|pc1_resid_keratin|tertile|count30	program	ball60	pc1_resid_keratin	tertile	30	-0.07553976580971658	4	7	8	225	-0.1275193447125252	0.012140957661974922	-0.04749132878061021	-0.1267254359143806	-0.08810367730304183
adhesion|ball25|pc1_resid_keratin|tertile|count50	adhesion	ball25	pc1_resid_keratin	tertile	50	-0.07553819370239234	5	8	8	225	-0.1506231597668052	-0.00957651302967088	-0.060006239568068095	-0.11637673071273537	-0.04110832543468218
adhesion|ball15|pc1|all|count100	adhesion	ball15	pc1	all	100	-0.07551513121879747	3	6	8	225	-0.25630662135855137	0.008949772018045062	-0.06749487739142937	-0.12513837780987322	0.06241444844782155
program|hmrf8|pc1|tertile|count75	program	hmrf8	pc1	tertile	75	-0.07548053779526064	4	7	8	225	-0.2515862190545999	-0.07419349371802504	-0.04258486328017416	-0.11705999318674298	0.10802188026323882
program_ceacam|ball25|pc1_resid_keratin|quartile|count100	program_ceacam	ball25	pc1_resid_keratin	quartile	100	-0.07541133956475657	3	6	8	225	-0.22891930537973001	0.0609237408096952	-0.0743626386050232	-0.16183348827878605	0.02713499363006125
adhesion|hs60|pc1_resid_keratin|quartile|count50	adhesion	hs60	pc1_resid_keratin	quartile	50	-0.07529222773450575	5	8	8	225	-0.15202152557586784	-0.023094402788980044	-0.034380742854694515	-0.12956579161580253	-0.037398675837183856
adhesion_ezr|ball25|pc1_resid_keratin|quartile|count30	adhesion_ezr	ball25	pc1_resid_keratin	quartile	30	-0.07528624141794471	5	8	8	225	-0.10853495187226772	-0.02806002236719744	-0.05725893024892051	-0.10011481133009204	-0.08246249127124582
adhesion|ball40|pc1_resid_keratin|tertile|count30	adhesion	ball40	pc1_resid_keratin	tertile	30	-0.0752743065239623	5	8	8	225	-0.14088435221190332	-0.01706595504187981	-0.043454129330031614	-0.10100459194094454	-0.07396250409505227
adhesion|ball60|pc1_resid_keratin|quartile|count50	adhesion	ball60	pc1_resid_keratin	quartile	50	-0.07522197296073815	5	8	8	225	-0.15852577130428802	-0.01764360916015711	-0.03408987064144262	-0.13191956404851116	-0.03393104964929192
adhesion|hs30|pc1_resid_keratin|quartile|count50	adhesion	hs30	pc1_resid_keratin	quartile	50	-0.07516470871306093	5	8	8	225	-0.14646362566456245	-0.018876378603014502	-0.03969796725819597	-0.12804559653068875	-0.04273997550884297
adhesion|hs60|pc1_resid_keratin|all|count30	adhesion	hs60	pc1_resid_keratin	all	30	-0.0751567285582912	5	8	8	225	-0.1417790095328532	-0.018274029375010766	-0.045792034440963844	-0.10268099137482589	-0.0672575780678023
adhesion_ezr|hs15|pc1_resid_keratin|quartile|count30	adhesion_ezr	hs15	pc1_resid_keratin	quartile	30	-0.07510581813628432	5	8	8	225	-0.12490127474769705	-0.005236487528027899	-0.05335907279768302	-0.10329779478396399	-0.0887344608240496
adhesion|ball25|pc1_resid_keratin|quartile|count40	adhesion	ball25	pc1_resid_keratin	quartile	40	-0.07491310185354945	5	8	8	225	-0.13459518530576928	-0.013688843480262527	-0.052608435276642135	-0.10843929891730095	-0.06523374628777236
adhesion_ezr|hs30|pc1_resid_keratin|tertile|count30	adhesion_ezr	hs30	pc1_resid_keratin	tertile	30	-0.0748812294832846	5	8	8	225	-0.12587658707700836	-0.010189490161777446	-0.051344597552324144	-0.10194392988262925	-0.08505154274268384
adhesion_ezr|ball15|pc1_resid_keratin|quartile|count30	adhesion_ezr	ball15	pc1_resid_keratin	quartile	30	-0.07487347080070385	5	8	8	225	-0.10592301985402586	-0.04069996252620395	-0.059522597261442774	-0.09124496495719511	-0.07697680940465153
program|raw|pc1_resid_keratin|tertile|count75	program	raw	pc1_resid_keratin	tertile	75	-0.07467057458426304	5	8	8	225	-0.15658375953629514	-0.029122499784098973	-0.0681280377903746	-0.10244499370048298	-0.017073582110063514
adhesion|hs15|pc1_resid_keratin|quartile|count50	adhesion	hs15	pc1_resid_keratin	quartile	50	-0.07465656504320742	5	8	8	225	-0.1412802445305369	-0.009915515766858144	-0.04595515058245463	-0.12776763603677696	-0.04836427829941049
adhesion_ezr|hs15|pc1_resid_keratin|quartile|count50	adhesion_ezr	hs15	pc1_resid_keratin	quartile	50	-0.07459898044134242	5	8	8	225	-0.13540926393738867	-0.0007844169150537481	-0.05488804474204567	-0.12732971047029368	-0.05458346614193035
adhesion_ezr|ball15|pc1_resid_keratin|quartile|count50	adhesion_ezr	ball15	pc1_resid_keratin	quartile	50	-0.07458247441687914	5	8	8	225	-0.10989263532299927	-0.031256017714311975	-0.06558312018255963	-0.10967059856859773	-0.05651000029592705
adhesion|hs30|pc1_resid_keratin|quartile|count30	adhesion	hs30	pc1_resid_keratin	quartile	30	-0.07452269109848916	5	8	8	225	-0.13307482197971637	-0.015972378919347767	-0.0416325561300062	-0.09991515670930616	-0.08201854175406925
adhesion|hs15|pc1_resid_keratin|quartile|count30	adhesion	hs15	pc1_resid_keratin	quartile	30	-0.0745224322005446	5	8	8	225	-0.13065812494595713	-0.010834360297627294	-0.04552966481439441	-0.10291210136947718	-0.08267790957526701
adhesion|ball25|pc1_resid_keratin|tertile|count30	adhesion	ball25	pc1_resid_keratin	tertile	30	-0.07445495986344258	5	8	8	225	-0.13966925544227218	-0.010381900443543266	-0.05471333593445887	-0.094275507593339	-0.07323479990359962
adhesion|ball40|pc1_resid_keratin|all|count30	adhesion	ball40	pc1_resid_keratin	all	30	-0.07442283072817066	5	8	8	225	-0.1433126085194929	-0.01721067020130482	-0.04771024385606074	-0.09920556009522352	-0.06467507096877129
program_ceacam|ball25|pc1_resid_keratin|all|count100	program_ceacam	ball25	pc1_resid_keratin	all	100	-0.07440295767890878	3	6	8	225	-0.2136582002109955	0.05250587125106363	-0.07891170090783489	-0.1513927185248809	0.01944195999810371
cldn4|raw|mean|quartile|count40	cldn4	raw	mean	quartile	40	-0.0743003612462433	4	7	8	225	-0.15262495615576008	0.014716126614900989	-0.05300171267357158	-0.12019506095054766	-0.06039620306623818
cldn4|raw|pc1|quartile|count40	cldn4	raw	pc1	quartile	40	-0.0743003612462433	4	7	8	225	-0.15262495615576008	0.014716126614900989	-0.05300171267357158	-0.12019506095054766	-0.06039620306623818
adhesion_ezr|hs30|pc1_resid_keratin|quartile|count40	adhesion_ezr	hs30	pc1_resid_keratin	quartile	40	-0.07420747635577014	5	8	8	225	-0.12483729048860312	-0.008619169268667817	-0.04773639776660194	-0.11573947994249781	-0.07410504431247997
keratin|hmrf8|pc1|quartile|count100	keratin	hmrf8	pc1	quartile	100	-0.07417629283651836	4	7	8	225	-0.24747935450377181	-0.08424707115805309	-0.030100534435398712	-0.0948377744339395	0.08578327034857128
program|raw|pc1_resid_keratin|all|count40	program	raw	pc1_resid_keratin	all	40	-0.07413309024670174	5	8	8	225	-0.14103056202261272	-0.035385751386222034	-0.052602319168364685	-0.09081470585407361	-0.05083211280223564
adhesion_ezr|hs60|pc1_resid_keratin|tertile|count40	adhesion_ezr	hs60	pc1_resid_keratin	tertile	40	-0.07407801271910007	5	8	8	225	-0.13167306435116682	-0.01420381215878928	-0.04741234041740421	-0.12059752457313266	-0.056503322095007344
program|raw|pc1_resid_keratin|quartile|count30	program	raw	pc1_resid_keratin	quartile	30	-0.07398548614934622	5	8	8	225	-0.1287416496025676	-0.04250682193569275	-0.052462403656223115	-0.09182872299601409	-0.05438783255623353
program|ball40|pc1_resid_keratin|all|count30	program	ball40	pc1_resid_keratin	all	30	-0.07385326548161195	4	7	8	225	-0.1280638945181514	0.008540407896676311	-0.05973208038505503	-0.10554559271270512	-0.08446516768882453
adhesion_ezr|hs30|pc1_resid_keratin|all|count30	adhesion_ezr	hs30	pc1_resid_keratin	all	30	-0.07383520321980194	5	8	8	225	-0.1270409489272363	-0.013261000453995352	-0.05139112611591211	-0.10114548969658906	-0.07633745090527694
program|ball25|pc1_resid_keratin|all|count75	program	ball25	pc1_resid_keratin	all	75	-0.07359233890757602	4	7	8	225	-0.18328308945823982	0.03983078164343733	-0.08809946820595436	-0.13399758050036709	-0.002412338016756086
cldn4|raw|mean|tertile|count40	cldn4	raw	mean	tertile	40	-0.07348284559364456	4	7	8	225	-0.15515378128411197	0.014290469998110388	-0.048634280834279446	-0.1241413214886388	-0.05377531435930295
cldn4|raw|pc1|tertile|count40	cldn4	raw	pc1	tertile	40	-0.07348284559364456	4	7	8	225	-0.15515378128411197	0.014290469998110388	-0.048634280834279446	-0.1241413214886388	-0.05377531435930295
adhesion_ezr|ball15|pc1_resid_keratin|all|count40	adhesion_ezr	ball15	pc1_resid_keratin	all	40	-0.07341548498446238	5	8	8	225	-0.1315523090940247	-0.032235955450297046	-0.05887894128363389	-0.09408150782747335	-0.05032871126688289
program_ceacam|raw|pc1_resid_keratin|all|count100	program_ceacam	raw	pc1_resid_keratin	all	100	-0.07320863807797372	4	7	8	225	-0.1874312483480628	-0.01848464609206483	-0.05489164280036161	-0.10524932072257728	1.3667573197943816e-05
adhesion|hs60|pc1_resid_keratin|all|count75	adhesion	hs60	pc1_resid_keratin	all	75	-0.07319958913638332	4	7	8	225	-0.17228106801004042	-0.027307340249318576	-0.03529335738287626	-0.1518900629539419	0.020773882914260605
keratin|hmrf8|mean|all|count75	keratin	hmrf8	mean	all	75	-0.07306169813443539	4	7	8	225	-0.2216559952433018	-0.05341293642436227	-0.03501354746930889	-0.10703310013863766	0.05180708860343371
program|hs30|pc1_resid_keratin|all|count30	program	hs30	pc1_resid_keratin	all	30	-0.07301650526665919	4	7	8	225	-0.12089717312228382	0.00993715299077268	-0.06106254937644384	-0.10690058773161186	-0.0861593690937291
adhesion|ball15|pc1_resid_keratin|tertile|count40	adhesion	ball15	pc1_resid_keratin	tertile	40	-0.07301602760892786	5	8	8	225	-0.14295766761722178	-0.014376380718445814	-0.05611951513763784	-0.09590426351236095	-0.05572231105897293
program_ceacam|ball15|pc1_resid_keratin|quartile|count20	program_ceacam	ball15	pc1_resid_keratin	quartile	20	-0.07301269144382225	5	8	8	225	-0.11164320026966708	-0.03185464519545292	-0.04561794989744892	-0.10828082706217754	-0.0676668347943648
cldn4|ball15|mean|quartile|count100	cldn4	ball15	mean	quartile	100	-0.07297646245898445	3	6	8	225	-0.22004964912448347	0.04602994203843573	-0.06853512451061651	-0.14475011802906396	0.02242263733080589
cldn4|ball15|pc1|quartile|count100	cldn4	ball15	pc1	quartile	100	-0.07297646245898445	3	6	8	225	-0.22004964912448347	0.04602994203843573	-0.06853512451061651	-0.14475011802906396	0.02242263733080589
program|raw|pc1_resid_keratin|tertile|count30	program	raw	pc1_resid_keratin	tertile	30	-0.07292344091863719	5	8	8	225	-0.12757037050640532	-0.0416677795849446	-0.05333526057219289	-0.08961265892762205	-0.05243113500202103
adhesion|ball25|pc1_resid_keratin|all|count30	adhesion	ball25	pc1_resid_keratin	all	30	-0.07291528109600595	5	8	8	225	-0.14294653412336886	-0.01065019965295239	-0.05471392580407385	-0.09069249125482355	-0.06557325464481109
program_ceacam|hmrf8|mean|quartile|count75	program_ceacam	hmrf8	mean	quartile	75	-0.07277595312976741	4	7	8	225	-0.25584246636523444	-0.052773835367183206	-0.046204397886816836	-0.10229553326961717	0.09323646724001464
adhesion|ball25|pc1_resid_keratin|quartile|count50	adhesion	ball25	pc1_resid_keratin	quartile	50	-0.07274720307499219	5	8	8	225	-0.13505830216748455	-0.010934470501530904	-0.05515757009687179	-0.1161569973058596	-0.046428675303214074
adhesion_ezr|hs60|pc1_resid_keratin|tertile|count50	adhesion_ezr	hs60	pc1_resid_keratin	tertile	50	-0.07269594239983491	5	8	8	225	-0.13651756294819348	-0.016072547285631223	-0.04468881617519258	-0.12679022314247584	-0.039410562447681416
adhesion|ball60|pc1_resid_keratin|quartile|count30	adhesion	ball60	pc1_resid_keratin	quartile	30	-0.07265865120458923	5	8	8	225	-0.1296032244707862	-0.018077804830126075	-0.03617686942332439	-0.10987612726807369	-0.06955923003063581
adhesion_ezr|ball60|pc1_resid_keratin|tertile|count30	adhesion_ezr	ball60	pc1_resid_keratin	tertile	30	-0.07258024403248649	5	8	8	225	-0.13522176002862327	-0.00758472423918672	-0.04108491067106694	-0.10807444321809091	-0.07093538200546465
adhesion|ball25|pc1_resid_keratin|all|count50	adhesion	ball25	pc1_resid_keratin	all	50	-0.07255800835628405	5	8	8	225	-0.1543996506834824	-0.007921060245535225	-0.05891263588157585	-0.10828625020936514	-0.033270444761461654
adhesion|ball40|pc1_resid_keratin|quartile|count40	adhesion	ball40	pc1_resid_keratin	quartile	40	-0.07253492319410956	5	8	8	225	-0.1384680474497361	-0.01876157815690611	-0.03900860477512696	-0.10744730260124404	-0.058989082987534615
program|hs60|pc1_resid_keratin|quartile|count30	program	hs60	pc1_resid_keratin	quartile	30	-0.0725021486186889	4	7	8	225	-0.11438794182654986	0.020365531366208053	-0.05496511243893805	-0.1209344484754131	-0.09258877171875143
program_ceacam|hmrf8|mean|tertile|count75	program_ceacam	hmrf8	mean	tertile	75	-0.07243872977310375	4	7	8	225	-0.2469809832989682	-0.05083077072091715	-0.042121634505238044	-0.10381237544754264	0.08155211510714724
adhesion|hs60|pc1_resid_keratin|quartile|count30	adhesion	hs60	pc1_resid_keratin	quartile	30	-0.07243162226442676	5	8	8	225	-0.1335495445953423	-0.012883018701724992	-0.03714157050023187	-0.10436036436181725	-0.07422361316301737
adhesion_ezr|hmrf8|pc1|tertile|count20	adhesion_ezr	hmrf8	pc1	tertile	20	-0.0723973631562297	5	8	8	225	-0.1538377055257463	-0.045224620608435614	-0.04296666890555263	-0.0522576719397011	-0.06770014880171289
program|raw|pc1_resid_keratin|all|count50	program	raw	pc1_resid_keratin	all	50	-0.07238189331201703	5	8	8	225	-0.14674811484631325	-0.028869613766163787	-0.05500576535572	-0.09147602856235627	-0.03980994402953189
adhesion_ezr|ball40|pc1_resid_keratin|tertile|count30	adhesion_ezr	ball40	pc1_resid_keratin	tertile	30	-0.07237445882695341	5	8	8	225	-0.12223537443773567	-0.008363245982183212	-0.04605210551158633	-0.10518302460228292	-0.08003854360097898
