Study_ID,GSM_ID,IN_VIVO,Cancer_type,Cell_Line,sub_clone,Condition,ICB,ICB_study,ICB_group,ICB_Baseline_TYPE,Baseline,Cell_treatment,Cell_genotype,Tumor,Mouse_genotype,Mouse_strain,Mouse_treatment,Timepoint,Implantation,Implantation_site,SRX_ID,SampleName
GSE109485,GSM2944217,in_vivo,Melanoma,B16,B16F1,intracranial,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6J,isotype; intracranial;,NA,non-orthotopic,intracranial,SRX3591526,SRX3591526
GSE109485,GSM2944218,in_vivo,Melanoma,B16,B16F1,intracranial,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6J,isotype; intracranial;,NA,non-orthotopic,intracranial,SRX3591527,SRX3591527
GSE109485,GSM2944219,in_vivo,Melanoma,B16,B16F1,intracranial,0,Baseline,NA,NR,1,NA,WT,primary,WT,C57BL/6J,isotype; intracranial;,NA,non-orthotopic,intracranial,SRX3591528,SRX3591528
GSE109485,GSM2944220,in_vivo,Melanoma,B16,B16F1,intracranial,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6J,antiPD1; antiCTLA4; intracranial;,NA,non-orthotopic,intracranial,SRX3591529,SRX3591529
GSE109485,GSM2944221,in_vivo,Melanoma,B16,B16F1,intracranial,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6J,antiPD1; antiCTLA4; intracranial;,NA,non-orthotopic,intracranial,SRX3591530,SRX3591530
GSE109485,GSM2944222,in_vivo,Melanoma,B16,B16F1,intracranial,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6J,antiPD1; antiCTLA4; intracranial;,NA,non-orthotopic,intracranial,SRX3591531,SRX3591531
GSE109485,GSM2944223,in_vivo,Melanoma,B16,B16F1,intra&extracranial,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6J,isotype; intra&extracranial;,NA,non-orthotopic,intracranial,SRX3591532,SRX3591532
GSE109485,GSM2944224,in_vivo,Melanoma,B16,B16F1,intra&extracranial,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6J,isotype; intra&extracranial;,NA,non-orthotopic,intracranial,SRX3591533,SRX3591533
GSE109485,GSM2944225,in_vivo,Melanoma,B16,B16F1,intra&extracranial,0,Baseline,NA,R,1,NA,WT,primary,WT,C57BL/6J,isotype; intra&extracranial;,NA,non-orthotopic,intracranial,SRX3591534,SRX3591534
GSE109485,GSM2944226,in_vivo,Melanoma,B16,B16F1,intra&extracranial,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6J,antiPD1; antiCTLA4; intra&extracranial;,NA,non-orthotopic,intracranial,SRX3591535,SRX3591535
GSE109485,GSM2944227,in_vivo,Melanoma,B16,B16F1,intra&extracranial,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6J,antiPD1; antiCTLA4; intra&extracranial;,NA,non-orthotopic,intracranial,SRX3591536,SRX3591536
GSE109485,GSM2944228,in_vivo,Melanoma,B16,B16F1,intra&extracranial,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,C57BL/6J,antiPD1; antiCTLA4; intra&extracranial;,NA,non-orthotopic,intracranial,SRX3591537,SRX3591537
GSE111157,GSM3024253,in_vivo,Mammary carcinoma,Met1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,FVB,no_treatment,NA,orthotopic,mammary fat pad,SRX3744255,SRX3744255
GSE111157,GSM3024254,in_vivo,Mammary carcinoma,Met1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,FVB,no_treatment,NA,orthotopic,mammary fat pad,SRX3744256,SRX3744256
GSE111157,GSM3024255,in_vivo,Mammary carcinoma,Met1,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,FVB,no_treatment,NA,orthotopic,mammary fat pad,SRX3744257,SRX3744257
GSE111329,GSM3028602,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,1,splice.oligomer.control,WT,primary,WT,BALB/c,no_treatment,NA,orthotopic,unknown,SRX3756779,SRX3756779
GSE111329,GSM3028603,in_vivo,Mammary carcinoma,4T1,parental,NA,0,NA,NA,NA,0,LFPRLR.splice.modulating.oligomer,prolactin.receptor_knockdown,primary,WT,BALB/c,no_treatment,NA,orthotopic,unknown,SRX3756780,SRX3756780
GSE112973,GSM3092543,in_vivo,Bladder carcinoma,BBN963,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923604,SRX3923604
GSE112973,GSM3092544,in_vivo,Bladder carcinoma,BBN963,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923605,SRX3923605
GSE112973,GSM3092545,in_vivo,Bladder carcinoma,MB49,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923606,SRX3923606
GSE112973,GSM3092546,in_vivo,Bladder carcinoma,MB49,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923607,SRX3923607
GSE112973,GSM3092547,in_vivo,Bladder carcinoma,MB49,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923608,SRX3923608
GSE112973,GSM3092548,in_vivo,Bladder carcinoma,MB49,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923609,SRX3923609
GSE112973,GSM3092549,in_vivo,Bladder carcinoma,UPPL1541,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923610,SRX3923610
GSE112973,GSM3092550,in_vivo,Bladder carcinoma,UPPL1541,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923611,SRX3923611
GSE112973,GSM3092551,in_vivo,Bladder carcinoma,UPPL1541,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923612,SRX3923612
GSE112973,GSM3092552,in_vivo,Bladder carcinoma,UPPL1541,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,no_treatment,NA,subcutaneous,flank,SRX3923613,SRX3923613
GSE113379,GSM3104650,in_vivo,Mammary carcinoma,NDL(UCD),parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,FVB/N,no_treatment,NA,orthotopic,mammary fat pad,SRX3972566,SRX3972566
GSE113379,GSM3104651,in_vivo,Mammary carcinoma,NDL(UCD),parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,FVB/N,no_treatment,NA,orthotopic,mammary fat pad,SRX3972567,SRX3972567
GSE113379,GSM3104652,in_vivo,Mammary carcinoma,NDL(UCD),parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,FVB/N,no_treatment,NA,orthotopic,mammary fat pad,SRX3972568,SRX3972568
GSE115109,GSM3165395,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,B6.129P2-Syktm1.2Tara/J (flox),no_treatment,NA,subcutaneous,unknown,SRX4142090,SRX4142090
GSE115109,GSM3165396,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,B6.129P2-Syktm1.2Tara/J (flox),no_treatment,NA,subcutaneous,unknown,SRX4142091,SRX4142091
GSE115109,GSM3165397,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6 Syk cre,no_treatment,NA,subcutaneous,unknown,SRX4142092,SRX4142092
GSE115109,GSM3165398,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,0,NA,WT,primary,KO,C57BL/6 Syk cre,no_treatment,NA,subcutaneous,unknown,SRX4142093,SRX4142093
GSE115109,GSM3165405,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,vehicle,NA,subcutaneous,unknown,SRX4142100,SRX4142100
GSE115109,GSM3165406,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,1,NA,WT,primary,WT,C57BL/6,vehicle,NA,subcutaneous,unknown,SRX4142101,SRX4142101
GSE115109,GSM3165407,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,SRX3207,NA,subcutaneous,unknown,SRX4142102,SRX4142102
GSE115109,GSM3165408,in_vivo,Lung carcinoma,LLC,parental,NA,0,NA,NA,NA,0,NA,WT,primary,WT,C57BL/6,SRX3207,NA,subcutaneous,unknown,SRX4142103,SRX4142103
GSE124821,GSM3554691,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100689,SRX5100689
GSE124821,GSM3554692,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day7,orthotopic,mammary gland,SRX5100686,SRX5100686
GSE124821,GSM3554693,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day7,orthotopic,mammary gland,SRX5100687,SRX5100687
GSE124821,GSM3554694,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day7,orthotopic,mammary gland,SRX5100692,SRX5100692
GSE124821,GSM3554695,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day7,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day7,orthotopic,mammary gland,SRX5100693,SRX5100693
GSE124821,GSM3554696,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100690,SRX5100690
GSE124821,GSM3554697,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100691,SRX5100691
GSE124821,GSM3554698,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100680,SRX5100680
GSE124821,GSM3554699,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100597,SRX5100597
GSE124821,GSM3554700,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100596,SRX5100596
GSE124821,GSM3554701,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100599,SRX5100599
GSE124821,GSM3554702,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100598,SRX5100598
GSE124821,GSM3554703,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100618,SRX5100618
GSE124821,GSM3554704,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100617,SRX5100617
GSE124821,GSM3554705,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100591,SRX5100591
GSE124821,GSM3554706,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100588,SRX5100588
GSE124821,GSM3554707,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100589,SRX5100589
GSE124821,GSM3554708,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100594,SRX5100594
GSE124821,GSM3554709,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100609,SRX5100609
GSE124821,GSM3554710,in_vivo,"Mammary cancer, NOS",KPB25L,parental,day3,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100595,SRX5100595
GSE124821,GSM3554711,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100592,SRX5100592
GSE124821,GSM3554712,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100593,SRX5100593
GSE124821,GSM3554713,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100586,SRX5100586
GSE124821,GSM3554714,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100587,SRX5100587
GSE124821,GSM3554715,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100855,SRX5100855
GSE124821,GSM3554716,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100854,SRX5100854
GSE124821,GSM3554717,in_vivo,"Mammary cancer, NOS",KPB25L,parental,end,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100853,SRX5100853
GSE124821,GSM3554718,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-Apobec,Apobec_day3,0,NA,NA,NA,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100631,SRX5100631
GSE124821,GSM3554719,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-Apobec,Apobec_day3,0,NA,NA,NA,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100821,SRX5100821
GSE124821,GSM3554720,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-Apobec,Apobec_day3,0,NA,NA,NA,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100818,SRX5100818
GSE124821,GSM3554721,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-Apobec,Apobec_day3,0,NA,NA,NA,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100622,SRX5100622
GSE124821,GSM3554722,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-Apobec,Apobec_day3,0,NA,NA,NA,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100623,SRX5100623
GSE124821,GSM3554724,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100863,SRX5100863
GSE124821,GSM3554725,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100861,SRX5100861
GSE124821,GSM3554726,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100822,SRX5100822
GSE124821,GSM3554727,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day3,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100823,SRX5100823
GSE124821,GSM3554728,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day3,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day3,orthotopic,mammary gland,SRX5100820,SRX5100820
GSE124821,GSM3554729,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100777,SRX5100777
GSE124821,GSM3554730,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100776,SRX5100776
GSE124821,GSM3554731,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100779,SRX5100779
GSE124821,GSM3554732,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,end,orthotopic,mammary gland,SRX5100773,SRX5100773
GSE124821,GSM3554733,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100709,SRX5100709
GSE124821,GSM3554734,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100712,SRX5100712
GSE124821,GSM3554735,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day3,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100711,SRX5100711
GSE124821,GSM3554736,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day3,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100714,SRX5100714
GSE124821,GSM3554737,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day7,orthotopic,mammary gland,SRX5100713,SRX5100713
GSE124821,GSM3554738,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day7,orthotopic,mammary gland,SRX5100716,SRX5100716
GSE124821,GSM3554739,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100715,SRX5100715
GSE124821,GSM3554740,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day7,orthotopic,mammary gland,SRX5100708,SRX5100708
GSE124821,GSM3554741,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,day7,orthotopic,mammary gland,SRX5100707,SRX5100707
GSE124821,GSM3554742,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100619,SRX5100619
GSE124821,GSM3554743,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100620,SRX5100620
GSE124821,GSM3554744,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_day7,1,R,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,FVB/NJ,antiPD1; antiCTLA4;,day7,orthotopic,mammary gland,SRX5100621,SRX5100621
GSE124821,GSM3554745,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100605,SRX5100605
GSE124821,GSM3554746,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100604,SRX5100604
GSE124821,GSM3554747,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100766,SRX5100766
GSE124821,GSM3554748,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100767,SRX5100767
GSE124821,GSM3554749,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100590,SRX5100590
GSE124821,GSM3554750,in_vivo,"Mammary cancer, NOS",KPB25L,KPB25L-UV,UV_end,0,Baseline,NA,R,1,NA,WT,primary,WT,FVB/NJ,no_treatment,end,orthotopic,mammary gland,SRX5100608,SRX5100608
GSE124821,GSM3554785,in_vivo,"Mammary cancer, NOS",p53-2153F,parental,day3,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100645,SRX5100645
GSE124821,GSM3554786,in_vivo,"Mammary cancer, NOS",p53-2153F,parental,day3,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100721,SRX5100721
GSE124821,GSM3554787,in_vivo,"Mammary cancer, NOS",p53-2153F,parental,day3,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100644,SRX5100644
GSE124821,GSM3554788,in_vivo,"Mammary cancer, NOS",p53-2153F,parental,day3,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100757,SRX5100757
GSE124821,GSM3554789,in_vivo,"Mammary cancer, NOS",p53-2224,parental,end,0,NA,NA,NA,1,NA,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100774,SRX5100774
GSE124821,GSM3554790,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,end,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,end,orthotopic,mammary gland,SRX5100674,SRX5100674
GSE124821,GSM3554791,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100756,SRX5100756
GSE124821,GSM3554792,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100607,SRX5100607
GSE124821,GSM3554793,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100606,SRX5100606
GSE124821,GSM3554794,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100650,SRX5100650
GSE124821,GSM3554795,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100701,SRX5100701
GSE124821,GSM3554796,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100782,SRX5100782
GSE124821,GSM3554797,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100781,SRX5100781
GSE124821,GSM3554798,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,0,Baseline,NA,NR,1,NA,WT,primary,WT,BALB/cJ,no_treatment,day3,orthotopic,mammary gland,SRX5100728,SRX5100728
GSE124821,GSM3554799,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100700,SRX5100700
GSE124821,GSM3554800,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100729,SRX5100729
GSE124821,GSM3554801,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100730,SRX5100730
GSE124821,GSM3554802,in_vivo,"Mammary cancer, NOS",p53-2225L,parental,day3,1,NR,antiCTLA4&antiPD1,NA,0,NA,WT,primary,WT,BALB/cJ,antiPD1; antiCTLA4;,day3,orthotopic,mammary gland,SRX5100731,SRX5100731
