n_set	n_measured	n_missing	mean_log2FC	median_log2FC	n_pos	n_neg	sign_p	mw_p	ora_up_p	ora_down_p	direction	mapped_genes	missing_genes	source	contrast	set	family	set_source	nes	gsea_p	gsea_fdr
97	77	0	0.0757659	0.100399	44	33	0.254305	0.607713	0.116827	0.110364	sign_up_below_bar	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNa_2023.2	sting_ifn	MSigDB 2023.2	1.00267	0.261738	0.559241
200	153	0	0.0513995	0.0615573	81	72	0.517921	0.891545	0.230118	0.0730306	sign_up_below_bar	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,METTL7B,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNg_2023.2	sting_ifn	MSigDB 2023.2	1.01906	0.266733	0.559241
150	144	0	0.085703	0.104538	107	37	4.44435e-09	0.0642447	0.971604	0.999979	sign_up_below_bar	AAAS,ADA,ADCY6,ADRM1,AGO4,AK1,AK3,ALYREF,APRT,ARL6IP1,BCAM,BCAP31,BOLA2,BRF2,CANT1,CCNO,CDA,CETN2,CLP1,CMPK2,COX17,CSTF3,DAD1,DCTN4,DDB1,DDB2,DGCR8,DGUOK,DUT,EDF1,EIF1B,ELL,ELOA,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC8,FEN1,GMPR2,GPX4,DFNA5,GTF2A2,GTF2B,GTF2F1,GTF2H1,GTF2H3,GTF2H5,GTF3C5,GUK1,HCLS1,HPRT1,IMPDH2,ITPA,LIG1,MPC2,MPG,MRPL40,NCBP2,NELFB,NELFCD,NELFE,NFX1,NME1,NME3,NME4,NPR2,NT5C,NT5C3A,NUDT21,NUDT9,PCNA,PDE4B,PDE6G,PNP,POLA1,POLA2,POLB,POLD1,POLD3,POLD4,POLE4,POLH,POLL,POLR1C,POLR1D,ZNRD1,POLR2A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR3C,POLR3GL,POM121,PRIM1,RAD51,RAD52,RAE1,RALA,RBX1,REV3L,RFC2,RFC3,RFC4,RFC5,RNMT,RPA2,RPA3,RRM2B,SAC3D1,SDCBP,SEC61A1,SF3A3,SMAD5,SNAPC4,SNAPC5,SRSF6,SSRP1,STX3,SUPT4H1,SUPT5H,SURF1,TAF10,TAF12,TAF13,TAF1C,TAF6,TAF9,TARBP2,TK2,TMED2,TP53,TSG101,TYMS,UMPS,UPF3B,USP11,VPS28,VPS37B,VPS37D,XPC,ZNF707,ZWINT		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_DNA_REPAIR_2023.2	damage	MSigDB 2023.2	0.807973	0.548452	0.586145
97	77	0	0.0757659	0.100399	44	33	0.254305	0.607713	0.116827	0.110364	sign_up_below_bar	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNa_2024.1	sting_ifn	MSigDB 2024.1	0.988586	0.28971	0.559241
200	153	0	0.0513995	0.0615573	81	72	0.517921	0.891545	0.230118	0.0730306	sign_up_below_bar	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,METTL7B,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNg_2024.1	sting_ifn	MSigDB 2024.1	0.998378	0.293706	0.559241
150	144	0	0.085703	0.104538	107	37	4.44435e-09	0.0642447	0.971604	0.999979	sign_up_below_bar	AAAS,ADA,ADCY6,ADRM1,AGO4,AK1,AK3,ALYREF,APRT,ARL6IP1,BCAM,BCAP31,BOLA2,BRF2,CANT1,CCNO,CDA,CETN2,CLP1,CMPK2,COX17,CSTF3,DAD1,DCTN4,DDB1,DDB2,DGCR8,DGUOK,DUT,EDF1,EIF1B,ELL,ELOA,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC8,FEN1,GMPR2,GPX4,DFNA5,GTF2A2,GTF2B,GTF2F1,GTF2H1,GTF2H3,GTF2H5,GTF3C5,GUK1,HCLS1,HPRT1,IMPDH2,ITPA,LIG1,MPC2,MPG,MRPL40,NCBP2,NELFB,NELFCD,NELFE,NFX1,NME1,NME3,NME4,NPR2,NT5C,NT5C3A,NUDT21,NUDT9,PCNA,PDE4B,PDE6G,PNP,POLA1,POLA2,POLB,POLD1,POLD3,POLD4,POLE4,POLH,POLL,POLR1C,POLR1D,ZNRD1,POLR2A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR3C,POLR3GL,POM121,PRIM1,RAD51,RAD52,RAE1,RALA,RBX1,REV3L,RFC2,RFC3,RFC4,RFC5,RNMT,RPA2,RPA3,RRM2B,SAC3D1,SDCBP,SEC61A1,SF3A3,SMAD5,SNAPC4,SNAPC5,SRSF6,SSRP1,STX3,SUPT4H1,SUPT5H,SURF1,TAF10,TAF12,TAF13,TAF1C,TAF6,TAF9,TARBP2,TK2,TMED2,TP53,TSG101,TYMS,UMPS,UPF3B,USP11,VPS28,VPS37B,VPS37D,XPC,ZNF707,ZWINT		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_DNA_REPAIR_2024.1	damage	MSigDB 2024.1	0.803112	0.531469	0.586145
97	77	0	0.0757659	0.100399	44	33	0.254305	0.607713	0.116827	0.110364	sign_up_below_bar	ADAR,B2M,BATF2,BST2,C1S,CASP1,CASP8,CCRL2,CD47,CD74,CMPK2,CMTR1,CNP,CSF1,CXCL10,CXCL11,DDX60,DHX58,EIF2AK2,ELF1,EPSTI1,GBP2,GBP4,GMPR,HELZ2,HERC6,HLA-C,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IL15,IL4R,IL7,IRF1,IRF2,IRF7,IRF9,ISG15,ISG20,LAMP3,LAP3,LGALS3BP,LPAR6,LY6E,MOV10,MVB12A,MX1,NCOA7,NMI,NUB1,OAS1,OASL,OGFR,PARP12,PARP14,PARP9,PLSCR1,PNPT1,PROCR,PSMA3,PSMB8,PSMB9,PSME1,PSME2,RIPK2,RNF31,RSAD2,RTP4,SAMD9,SAMD9L,SELL,SLC25A28,SP110,STAT2,TAP1,TDRD7,FAM46A,TMEM140,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TRIM5,TXNIP,UBA7,UBE2L6,USP18,WARS		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNa_2025.1	sting_ifn	MSigDB 2025.1	0.989771	0.285714	0.559241
200	153	0	0.0513995	0.0615573	81	72	0.517921	0.891545	0.230118	0.0730306	sign_up_below_bar	ADAR,APOL6,ARID5B,ARL4A,AUTS2,B2M,BANK1,BATF2,BPGM,BST2,BTG1,C1R,C1S,CASP1,CASP3,CASP4,CASP7,CASP8,CCL2,CCL5,CCL7,CD274,CD38,CD40,CD69,CD74,CD86,CDKN1A,CFB,CFH,CIITA,CMKLR1,CMPK2,CMTR1,CSF2RB,CXCL10,CXCL11,CXCL9,DDX60,DHX58,EIF2AK2,EIF4E3,EPSTI1,FAS,FCGR1A,FGL2,FPR1,GBP4,GBP6,GCH1,GPR18,GZMA,HELZ2,HERC6,HIF1A,HLA-A,HLA-B,HLA-DMA,HLA-DQA1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI27,IFI30,IFI35,IFI44,IFI44L,IFIH1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNAR2,IL10RA,IL15,IL15RA,IL18BP,IL2RB,IL4R,IL6,IL7,IRF1,IRF2,IRF4,IRF5,IRF7,IRF8,IRF9,ISG15,ISG20,ISOC1,ITGB7,JAK2,KLRK1,LAP3,LATS2,LCP2,LGALS3BP,LY6E,LYSMD2,MARCH1,MT2A,MTHFD2,MVP,MX1,MX2,MYD88,NAMPT,NCOA3,NFKB1,NFKBIA,NLRC5,NMI,NOD1,NUP93,OAS2,OAS3,OASL,OGFR,P2RY14,PARP12,PARP14,PDE4B,PELI1,PFKP,PIM1,PLA2G4A,PLSCR1,PML,PNP,PNPT1,PSMA2,PSMA3,PSMB10,PSMB2,PSMB8,PSMB9,PSME1,PSME2,PTGS2,PTPN1,PTPN2,PTPN6,RAPGEF6,RBCK1,DDX58,RIPK1,RIPK2,RNF213,RNF31,RSAD2,RTP4,SAMD9L,SAMHD1,SECTM1,SELP,SERPING1,SLAMF7,SLC25A28,SOCS1,SOCS3,SOD2,SP110,SPPL2A,SRI,SSPN,ST3GAL5,ST8SIA4,STAT1,STAT2,STAT3,STAT4,TAP1,TAPBP,TDRD7,METTL7B,TNFAIP2,TNFAIP3,TNFAIP6,TNFSF10,TOR1B,TRAFD1,TRIM14,TRIM21,TRIM25,TRIM26,TXNIP,UBE2L6,UPP1,USP18,VAMP5,VAMP8,VCAM1,WARS,XAF1,XCL1,ZBP1,ZNFX1		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_IFNg_2025.1	sting_ifn	MSigDB 2025.1	1.0199	0.255744	0.559241
150	144	0	0.085703	0.104538	107	37	4.44435e-09	0.0642447	0.971604	0.999979	sign_up_below_bar	AAAS,ADA,ADCY6,ADRM1,AGO4,AK1,AK3,ALYREF,APRT,ARL6IP1,BCAM,BCAP31,BOLA2,BRF2,CANT1,CCNO,CDA,CETN2,CLP1,CMPK2,COX17,CSTF3,DAD1,DCTN4,DDB1,DDB2,DGCR8,DGUOK,DUT,EDF1,EIF1B,ELL,ELOA,ERCC1,ERCC2,ERCC3,ERCC4,ERCC5,ERCC8,FEN1,GMPR2,GPX4,DFNA5,GTF2A2,GTF2B,GTF2F1,GTF2H1,GTF2H3,GTF2H5,GTF3C5,GUK1,HCLS1,HPRT1,IMPDH2,ITPA,LIG1,MPC2,MPG,MRPL40,NCBP2,NELFB,NELFCD,NELFE,NFX1,NME1,NME3,NME4,NPR2,NT5C,NT5C3A,NUDT21,NUDT9,PCNA,PDE4B,PDE6G,PNP,POLA1,POLA2,POLB,POLD1,POLD3,POLD4,POLE4,POLH,POLL,POLR1C,POLR1D,ZNRD1,POLR2A,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR3C,POLR3GL,POM121,PRIM1,RAD51,RAD52,RAE1,RALA,RBX1,REV3L,RFC2,RFC3,RFC4,RFC5,RNMT,RPA2,RPA3,RRM2B,SAC3D1,SDCBP,SEC61A1,SF3A3,SMAD5,SNAPC4,SNAPC5,SRSF6,SSRP1,STX3,SUPT4H1,SUPT5H,SURF1,TAF10,TAF12,TAF13,TAF1C,TAF6,TAF9,TARBP2,TK2,TMED2,TP53,TSG101,TYMS,UMPS,UPF3B,USP11,VPS28,VPS37B,VPS37D,XPC,ZNF707,ZWINT		kallisto_ensembl90_norm_log2FC	MCF7	hallmark_DNA_REPAIR_2025.1	damage	MSigDB 2025.1	0.802016	0.561439	0.586145
51	48	0	0.038805	0.0147853	27	21	0.470879	0.32065	0.980019	0.993708	sign_up_below_bar	ABRAXAS1,ARTN,ATM,BABAM1,BABAM2,BARD1,BRCA1,BRCC3,DCLRE1C,H2AFX,HIST1H2BA,HIST1H2BJ,HIST1H2BK,H2BFS,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST2H2BE,HIST3H2BB,HIST1H2BB,HIST1H2BC,HIST1H2BD,HIST1H2BH,HIST3H3,HIST2H4B,HERC2,KAT5,LIG4,LRIF1,MDC1,MRE11,NHEJ1,NSD2,PAXIP1,PIAS4,POLL,POLM,PRKDC,RAD50,RNF168,RNF8,TDP1,TDP2,TP53BP1,UBE2N,UBE2V2,UIMC1,XRCC4,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	MCF7	reactome_NHEJ	nhej	Enrichr Reactome_2022	0.614237	0.564436	0.586145
12	12	0	0.148653	0.126187	9	3	0.145996	0.432039	0.856978	0.899126	up	ARTN,BRCA2,FEN1,LRIG3,MRE11,PARP1,PARP2,POLK,RAD50,RAD52,RBBP8,XRCC1		kallisto_ensembl90_norm_log2FC	MCF7	reactome_altNHEJ_MMEJ	damage	Enrichr Reactome_2022	0.861481	0.384615	0.586145
16	13	0	0.108343	0.154639	9	4	0.266846	0.46498	0.444405	0.688413	up	MB21D1,DDX41,DTX4,IFI16,IRF3,MRE11,NLRC3,NLRP4,PRKDC,STAT6,TMEM173,TBK1,TREX1,TRIM21,XRCC5,XRCC6		kallisto_ensembl90_norm_log2FC	MCF7	reactome_STING	sting_ifn	Enrichr Reactome_2022	0.740686	0.460539	0.586145
15	13	0	0.11693	0.0990807	9	4	0.266846	0.444812	0.444405	0.688413	up	DDX41,DTX4,IRF3,NLRP4,RPS27A,TMEM173,TBK1,TREX1,TRIM21,TRIM32,TRIM56,UBA52,UBB,UBC,ZBP1		kallisto_ensembl90_norm_log2FC	MCF7	reactome_cytosolic_DNA	sting_ifn	Enrichr Reactome_2022	0.781501	0.443556	0.586145
72	51	0	-0.0532668	0.0396532	26	25	1	0.257978	0.698748	0.0236987	mixed_or_flat	ABCE1,ADAR,BST2,EGR1,GBP2,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HOXC13,IFI27,IFI35,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IP6K2,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,ISG15,ISG20,JAK1,KPNA1,KPNB1,MX1,MX2,OAS1,OAS2,OAS3,OASL,PSMB8,PTPN1,PTPN11,PTPN6,RNASEL,RSAD2,SAMHD1,SOCS1,SOCS3,STAT1,STAT2,TYK2,USP18,XAF1		kallisto_ensembl90_norm_log2FC	MCF7	reactome_IFNab	sting_ifn	Enrichr Reactome_2022	-1.30803	0.044955	0.559241
89	69	0	-0.00408871	-0.0124766	33	36	0.809949	0.452268	0.528475	0.0802478	sign_down_below_bar	B2M,BCL11B,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CD44,CIITA,FCGR1A,GBP1,GBP2,GBP4,GBP5,GBP6,GBP7,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DQA1,HLA-DQA2,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,ICAM1,IFI30,IFNG,IFNGR1,IFNGR2,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,JAK1,JAK2,MID1,MT2A,NCAM1,OAS1,OAS2,OAS3,OASL,PIAS1,PML,PRKCD,PTAFR,PTPN1,PTPN11,PTPN2,PTPN6,SMAD7,SOCS1,SOCS3,SP100,STAT1,SUMO1,TRIM10,TRIM14,TRIM17,TRIM2,TRIM21,TRIM22,TRIM25,TRIM26,TRIM29,TRIM3,TRIM31,TRIM35,TRIM38,TRIM45,TRIM46,TRIM48,TRIM5,TRIM6-TRIM34,TRIM62,TRIM68,TRIM8,VCAM1		kallisto_ensembl90_norm_log2FC	MCF7	reactome_IFNg	sting_ifn	Enrichr Reactome_2022	-1.07788	0.12987	0.559241
200	159	0	0.0329242	0.0718705	88	71	0.20434	0.7598	0.741729	0.342076	sign_up_below_bar	AAAS,ABCE1,ADAR,ARIH1,B2M,BCL11B,BST2,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CD44,CIITA,EGR1,EIF2AK2,EIF4A1,EIF4A2,EIF4A3,EIF4E,EIF4E2,EIF4E3,EIF4G1,EIF4G2,EIF4G3,FCGR1A,FLNA,FLNB,GBP1,GBP2,GBP4,GBP5,GBP6,GBP7,GNL3,HERC5,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DQA1,HLA-DQA2,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,HLA-E,HLA-F,HLA-G,HOXC13,ICAM1,IFI27,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFIT3,IFIT5,IFITM1,IFITM2,IFITM3,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,IP6K2,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,ISG15,ISG20,JAK1,JAK2,KPNA1,KPNA2,KPNA3,KPNA4,KPNA5,KPNA7,KPNB1,MAPK3,MID1,MT2A,MX1,MX2,NCAM1,NDC1,NEDD4,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUPL2,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,OAS1,OAS2,OAS3,OASL,PDE12,PDZD2,PIAS1,PLCG1,PML,POM121,POM121C,PPM1B,PRKCD,PSMB8,PTAFR,PTPN1,PTPN11,PTPN2,PTPN6,RANBP2,DDX58,RNASE7,RNASEL,RPS27A,RSAD2,SAMHD1,SEC13,SEH1L,SGIP1,SMAD7,SOCS1,SOCS3,SP100,STAT1,STAT2,SUMO1,TPR,TRIM10,TRIM14,TRIM17,TRIM2,TRIM21,TRIM22,TRIM25,TRIM26,TRIM29,TRIM3,TRIM31,TRIM35,TRIM38,TRIM45,TRIM46,TRIM48,TRIM5,TRIM6-TRIM34,TRIM62,TRIM68,TRIM8,TYK2,UBA52,UBA7,UBB,UBC,UBE2E1,UBE2L6,UBE2N,USP18,VCAM1,XAF1		kallisto_ensembl90_norm_log2FC	MCF7	reactome_IFN_signaling	sting_ifn	Enrichr Reactome_2022	-0.938643	0.244755	0.559241
61	55	0	0.0453293	0.0288952	34	21	0.104789	0.469312	0.994597	0.991269	sign_up_below_bar	ABL1,ABRAXAS1,APBB1,ARTN,ATM,BABAM1,BABAM2,BARD1,BAZ1B,BRCA1,BRCC3,CHEK2,CNKSR3,EYA1,EYA2,EYA3,EYA4,H2AFX,HIST1H2BA,HIST1H2BJ,HIST1H2BK,H2BFS,HIST1H2BL,HIST1H2BM,HIST1H2BN,HIST1H2BO,HIST2H2BE,HIST3H2BB,HIST1H2BB,HIST1H2BC,HIST1H2BD,HIST1H2BH,HIST3H3,HIST2H4B,HERC2,KAT5,KDM4A,KDM4B,KPNA2,MAPK8,MDC1,MRE11,NSD2,PIAS4,PPP5C,RAD50,RNF168,RNF8,RPS27A,SMARCA5,SUMO1,TP53,TP53BP1,UBA52,UBB,UBC,UBE2I,UBE2N,UBE2V2,UBXN1,UIMC1		kallisto_ensembl90_norm_log2FC	MCF7	reactome_DSB_response	damage	Enrichr Reactome_2022	0.478832	0.586414	0.586414
13	10	0	0.113716	0.171733	7	3	0.34375	0.496404	0.24436	0.540558	up	MB21D1,DDX41,DTX4,IFI16,IRF3,MRE11,NLRC3,NLRP4,STAT6,TMEM173,TBK1,TREX1,TRIM21		kallisto_ensembl90_norm_log2FC	MCF7	reactome_STING_drop_NHEJ_genes	sting_ifn	Reactome STING minus PRKDC/XRCC5/XRCC6	0.795077	0.405594	0.586145
76	72	1	0.0805443	0.0840824	48	24	0.00630983	0.516259	0.867942	0.999866	sign_up_below_bar	ACTR2,APLF,ASTE1,ATM,ATP23,AUNIP,C7orf49,DCLRE1A,DCLRE1B,DCLRE1C,DNTT,ERCC1,ERCC4,ERCC6,ERCC6L2,ERCC8,XRCC6,HELQ,HMCES,HMGA2,HMGB1,HMGB2,HSF1,IFFO1,KDM2A,KDM4D,KMT5B,KMT5C,LIG3,LIG4,LMNA,MAD2L2,MRE11,MRNIP,NBN,NHEJ1,NSMCE2,NUDT16L1,PARP3,PAXX,PLK1,PNKP,POLA1,POLB,POLL,POLM,POLQ,POT1,PRKDC,PRPF19,PSMD14,RHNO1,RIF1,RNF168,RNF8,SETMAR,C20orf196,FAM35A,AC008560.1,SMARCAL1,SMC5,SMCHD1,TFIP11,TOP2B,TOPBP1,TP53BP1,USP51,UVRAG,WAS,WRAP53,XRCC1,XRCC4,XRCC5,ZBTB7A	DKFZP781A0112	kallisto_ensembl90_norm_log2FC	MCF7	GO_NHEJ_0006303	nhej	QuickGO GO:0006303	0.800195	0.497502	0.586145
83	56	1	-0.00984387	0.0728446	32	24	0.349682	0.586057	0.971528	0.877154	mixed_or_flat	ADAR,AZI2,CACTIN,CDC37,CNOT7,CR2,DCST1,EIF4E2,FADD,GIGYF2,HDAC4,IFI27,IFITM1,IFITM2,IFITM3,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IFNE,IFNK,IFNW1,IKBKE,IRAK1,IRF3,IRF7,ISG15,JAK1,MAVS,METTL3,MMP12,MUL1,MYD88,NLRC5,OAS1,OAS2,OAS3,OASL,PTPN1,PTPN11,PTPN2,PTPN6,RBM47,RNF185,RNF220,SAMHD1,SIN3A,SMIM30,SP100,STAT1,STAT2,STAT4,TMEM173,TANK,TBK1,TBKBP1,TRAF3,TRIM41,TRIM56,TRIM6,TRIM65,TTLL12,TYK2,UBE2K,USP18,USP27X,USP29,WNT5A,YTHDF2,YTHDF3,ZBP1	IFNAR2-IL10RB	kallisto_ensembl90_norm_log2FC	MCF7	GO_type1_IFN_0060337	sting_ifn	QuickGO GO:0060337	-1.02092	0.167832	0.559241
