gene	T47D	MCF7
ALDOAP1	overlap	both_KO_below_both_WT
ALDOAP2	both_KO_below_both_WT	overlap
ALDOB	overlap	overlap
ALDOC	both_KO_below_both_WT	both_KO_above_both_WT
ALG1	both_KO_below_both_WT	overlap
ALG10	both_KO_above_both_WT	both_KO_above_both_WT
ALG10B	both_KO_above_both_WT	both_KO_above_both_WT
ALG11	overlap	both_KO_below_both_WT
ALG12	both_KO_below_both_WT	both_KO_above_both_WT
ALG13	both_KO_above_both_WT	both_KO_above_both_WT
ALG14	both_KO_above_both_WT	both_KO_above_both_WT
ALG1L	both_KO_below_both_WT	overlap
ALG1L10P	overlap	overlap
ALG1L11P	overlap	overlap
ALG1L12P	overlap	overlap
ALG1L13P	both_KO_below_both_WT	overlap
ALG1L14P	overlap	overlap
ALG1L15P	overlap	overlap
ALG1L2	overlap	overlap
ALG1L3P	overlap	overlap
ALG1L5P	overlap	overlap
ALG1L6P	both_KO_below_both_WT	both_KO_below_both_WT
ALG1L7P	both_KO_above_both_WT	overlap
ALG1L8P	overlap	overlap
ALG1L9P	both_KO_below_both_WT	both_KO_above_both_WT
ALG2	overlap	both_KO_above_both_WT
ALG3	both_KO_above_both_WT	overlap
ALG3P1	overlap	overlap
ALG5	both_KO_below_both_WT	both_KO_below_both_WT
ALG6	both_KO_below_both_WT	both_KO_above_both_WT
ALG8	both_KO_below_both_WT	both_KO_above_both_WT
ALG9	overlap	both_KO_above_both_WT
ALK	overlap	overlap
ALKAL1	overlap	overlap
ALKAL2	overlap	overlap
ALKBH1	overlap	both_KO_below_both_WT
ALKBH2	both_KO_below_both_WT	overlap
ALKBH3	overlap	overlap
ALKBH4	both_KO_below_both_WT	both_KO_above_both_WT
ALKBH5	overlap	both_KO_above_both_WT
ALKBH6	both_KO_below_both_WT	both_KO_above_both_WT
ALKBH7	both_KO_below_both_WT	both_KO_below_both_WT
ALKBH8	overlap	both_KO_above_both_WT
ALLC	overlap	overlap
ALMS1	both_KO_above_both_WT	both_KO_above_both_WT
ALMS1P1	overlap	both_KO_below_both_WT
ALOX12	overlap	both_KO_below_both_WT
ALOX12B	overlap	overlap
ALOX12P1	overlap	both_KO_below_both_WT
ALOX12P2	both_KO_above_both_WT	overlap
ALOX15	overlap	both_KO_below_both_WT
ALOX15B	overlap	both_KO_below_both_WT
ALOX15P2	overlap	overlap
ALOX5	overlap	overlap
ALOX5AP	overlap	overlap
ALOXE3	overlap	overlap
ALPI	overlap	overlap
ALPK1	overlap	both_KO_below_both_WT
ALPK2	both_KO_above_both_WT	overlap
ALPK3	overlap	overlap
ALPL	overlap	overlap
ALPP	overlap	overlap
ALPPL2	overlap	overlap
ALS2	both_KO_above_both_WT	both_KO_above_both_WT
ALS2CL	overlap	both_KO_below_both_WT
ALS2CR12	both_KO_above_both_WT	overlap
ALX1	overlap	overlap
ALX3	overlap	both_KO_below_both_WT
ALX4	both_KO_below_both_WT	both_KO_above_both_WT
ALYREF	both_KO_above_both_WT	both_KO_above_both_WT
AMACR	both_KO_below_both_WT	overlap
AMBN	overlap	overlap
AMBP	both_KO_above_both_WT	both_KO_above_both_WT
AMBRA1	both_KO_below_both_WT	both_KO_above_both_WT
AMD1	overlap	both_KO_above_both_WT
AMD1P1	overlap	both_KO_below_both_WT
AMD1P2	overlap	overlap
AMD1P3	both_KO_above_both_WT	both_KO_below_both_WT
AMD1P4	overlap	overlap
AMDHD1	both_KO_below_both_WT	overlap
AMDHD2	both_KO_below_both_WT	both_KO_above_both_WT
AMELX	overlap	overlap
AMELY	overlap	overlap
AMER1	both_KO_above_both_WT	both_KO_above_both_WT
AMER2	overlap	both_KO_below_both_WT
AMER3	both_KO_above_both_WT	both_KO_below_both_WT
AMFR	overlap	both_KO_above_both_WT
AMH	both_KO_below_both_WT	both_KO_below_both_WT
AMHR2	overlap	both_KO_below_both_WT
AMIGO1	both_KO_below_both_WT	overlap
AMIGO2	both_KO_below_both_WT	both_KO_above_both_WT
AMIGO3	overlap	overlap
AMMECR1	overlap	both_KO_above_both_WT
AMMECR1L	both_KO_below_both_WT	both_KO_below_both_WT
AMMECR1LP1	both_KO_above_both_WT	both_KO_above_both_WT
AMN	overlap	both_KO_below_both_WT
AMN1	both_KO_below_both_WT	both_KO_above_both_WT
AMOT	both_KO_above_both_WT	both_KO_below_both_WT
AMOTL1	both_KO_below_both_WT	both_KO_above_both_WT
AMOTL2	both_KO_below_both_WT	both_KO_below_both_WT
AMPD1	both_KO_above_both_WT	both_KO_above_both_WT
AMPD2	both_KO_above_both_WT	both_KO_above_both_WT
AMPD3	both_KO_below_both_WT	overlap
AMPH	both_KO_below_both_WT	both_KO_above_both_WT
AMT	both_KO_below_both_WT	both_KO_above_both_WT
AMTN	both_KO_below_both_WT	both_KO_below_both_WT
AMY1A	overlap	overlap
AMY1B	overlap	overlap
AMY1C	overlap	overlap
AMY2A	overlap	overlap
AMY2B	overlap	overlap
AMYH02020865.1	both_KO_above_both_WT	overlap
AMYP1	overlap	overlap
AMZ1	both_KO_below_both_WT	both_KO_above_both_WT
AMZ2	both_KO_above_both_WT	both_KO_above_both_WT
AMZ2P1	overlap	both_KO_above_both_WT
AMZ2P2	overlap	overlap
ANAPC1	both_KO_above_both_WT	both_KO_above_both_WT
ANAPC10	both_KO_above_both_WT	both_KO_above_both_WT
ANAPC10P1	overlap	overlap
ANAPC11	overlap	both_KO_above_both_WT
ANAPC13	overlap	overlap
ANAPC15	both_KO_below_both_WT	both_KO_below_both_WT
ANAPC16	both_KO_below_both_WT	overlap
ANAPC1P1	overlap	both_KO_above_both_WT
ANAPC2	both_KO_below_both_WT	both_KO_above_both_WT
ANAPC4	both_KO_above_both_WT	both_KO_above_both_WT
ANAPC5	both_KO_below_both_WT	both_KO_above_both_WT
ANAPC7	overlap	overlap
ANG	both_KO_below_both_WT	both_KO_above_both_WT
ANGEL1	both_KO_below_both_WT	both_KO_above_both_WT
ANGEL2	both_KO_below_both_WT	both_KO_below_both_WT
ANGPT1	both_KO_above_both_WT	overlap
ANGPT2	both_KO_above_both_WT	overlap
ANGPT4	both_KO_below_both_WT	overlap
ANGPTL1	both_KO_above_both_WT	both_KO_below_both_WT
ANGPTL2	both_KO_below_both_WT	both_KO_below_both_WT
ANGPTL3	both_KO_above_both_WT	overlap
ANGPTL4	both_KO_below_both_WT	both_KO_above_both_WT
ANGPTL5	overlap	both_KO_above_both_WT
ANGPTL6	both_KO_below_both_WT	overlap
ANGPTL7	overlap	overlap
ANGPTL8	both_KO_below_both_WT	both_KO_above_both_WT
ANHX	overlap	overlap
ANK1	both_KO_above_both_WT	overlap
ANK2	both_KO_above_both_WT	overlap
ANK3	both_KO_below_both_WT	both_KO_below_both_WT
ANKAR	both_KO_below_both_WT	overlap
ANKDD1A	overlap	overlap
ANKDD1B	overlap	overlap
ANKEF1	both_KO_above_both_WT	both_KO_below_both_WT
ANKFN1	overlap	overlap
ANKFY1	both_KO_above_both_WT	overlap
ANKH	both_KO_above_both_WT	both_KO_above_both_WT
ANKHD1	both_KO_below_both_WT	both_KO_below_both_WT
ANKHD1-EIF4EBP3	overlap	both_KO_above_both_WT
ANKIB1	both_KO_below_both_WT	both_KO_above_both_WT
ANKK1	both_KO_below_both_WT	overlap
ANKLE1	overlap	overlap
ANKLE2	overlap	both_KO_below_both_WT
ANKMY1	both_KO_below_both_WT	both_KO_above_both_WT
ANKMY2	overlap	both_KO_above_both_WT
ANKRA2	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD1	both_KO_below_both_WT	both_KO_below_both_WT
ANKRD10	both_KO_below_both_WT	both_KO_below_both_WT
ANKRD11	overlap	both_KO_above_both_WT
ANKRD12	both_KO_below_both_WT	overlap
ANKRD13A	both_KO_below_both_WT	both_KO_above_both_WT
ANKRD13B	both_KO_below_both_WT	both_KO_above_both_WT
ANKRD13C	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD13D	both_KO_below_both_WT	overlap
ANKRD16	both_KO_below_both_WT	overlap
ANKRD17	both_KO_above_both_WT	both_KO_below_both_WT
ANKRD18A	both_KO_above_both_WT	overlap
ANKRD18B	both_KO_above_both_WT	overlap
ANKRD18CP	both_KO_above_both_WT	overlap
ANKRD18DP	overlap	overlap
ANKRD18EP	both_KO_above_both_WT	both_KO_below_both_WT
ANKRD19P	both_KO_above_both_WT	overlap
ANKRD2	overlap	overlap
ANKRD20A1	overlap	both_KO_below_both_WT
ANKRD20A10P	overlap	overlap
ANKRD20A11P	overlap	overlap
ANKRD20A17P	both_KO_above_both_WT	both_KO_below_both_WT
ANKRD20A18P	overlap	overlap
ANKRD20A19P	overlap	both_KO_above_both_WT
ANKRD20A2	both_KO_above_both_WT	overlap
ANKRD20A21P	overlap	overlap
ANKRD20A3	both_KO_above_both_WT	overlap
ANKRD20A4	overlap	overlap
ANKRD20A5P	both_KO_below_both_WT	both_KO_above_both_WT
ANKRD20A6P	overlap	overlap
ANKRD20A7P	overlap	overlap
ANKRD20A8P	both_KO_below_both_WT	both_KO_below_both_WT
ANKRD20A9P	overlap	overlap
ANKRD22	both_KO_below_both_WT	both_KO_above_both_WT
ANKRD23	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD24	overlap	overlap
ANKRD26	overlap	both_KO_above_both_WT
ANKRD26P1	overlap	overlap
ANKRD26P2	overlap	overlap
ANKRD26P3	overlap	overlap
ANKRD26P4	overlap	overlap
ANKRD27	overlap	both_KO_below_both_WT
ANKRD28	overlap	both_KO_above_both_WT
ANKRD29	overlap	both_KO_above_both_WT
ANKRD30A	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD30B	both_KO_above_both_WT	both_KO_below_both_WT
ANKRD30BL	overlap	overlap
ANKRD30BP1	both_KO_above_both_WT	both_KO_below_both_WT
ANKRD30BP2	overlap	overlap
ANKRD30BP3	overlap	overlap
ANKRD31	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD33	overlap	overlap
ANKRD33B	overlap	overlap
ANKRD34A	overlap	both_KO_below_both_WT
ANKRD34B	both_KO_above_both_WT	both_KO_below_both_WT
ANKRD34C	overlap	both_KO_above_both_WT
ANKRD35	overlap	both_KO_below_both_WT
ANKRD36	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD36B	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD36BP1	overlap	overlap
ANKRD36BP2	both_KO_above_both_WT	both_KO_below_both_WT
ANKRD36C	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD36P1	overlap	overlap
ANKRD37	both_KO_below_both_WT	both_KO_above_both_WT
ANKRD39	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD40	overlap	both_KO_above_both_WT
ANKRD42	both_KO_above_both_WT	overlap
ANKRD44	overlap	both_KO_below_both_WT
ANKRD45	overlap	both_KO_above_both_WT
ANKRD46	both_KO_above_both_WT	both_KO_below_both_WT
ANKRD49	overlap	overlap
ANKRD50	both_KO_below_both_WT	overlap
ANKRD52	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD53	both_KO_below_both_WT	both_KO_above_both_WT
ANKRD54	both_KO_below_both_WT	both_KO_above_both_WT
ANKRD54P1	overlap	overlap
ANKRD55	both_KO_above_both_WT	overlap
ANKRD6	both_KO_above_both_WT	both_KO_above_both_WT
ANKRD60	overlap	overlap
ANKRD61	both_KO_below_both_WT	overlap
ANKRD62	overlap	overlap
ANKRD62P1	overlap	overlap
ANKRD63	overlap	both_KO_below_both_WT
ANKRD65	overlap	overlap
ANKRD66	overlap	overlap
ANKRD7	overlap	overlap
ANKRD9	both_KO_below_both_WT	overlap
ANKS1A	overlap	both_KO_below_both_WT
ANKS1B	both_KO_above_both_WT	overlap
ANKS3	both_KO_below_both_WT	both_KO_above_both_WT
ANKS4B	overlap	overlap
ANKS6	both_KO_below_both_WT	both_KO_below_both_WT
ANKUB1	overlap	both_KO_above_both_WT
ANKZF1	both_KO_below_both_WT	both_KO_above_both_WT
ANLN	both_KO_below_both_WT	both_KO_above_both_WT
ANO1	both_KO_below_both_WT	both_KO_below_both_WT
ANO10	both_KO_below_both_WT	both_KO_below_both_WT
ANO2	overlap	overlap
ANO3	overlap	overlap
ANO4	both_KO_below_both_WT	both_KO_below_both_WT
ANO5	overlap	overlap
ANO6	overlap	both_KO_below_both_WT
ANO7	both_KO_below_both_WT	both_KO_above_both_WT
ANO7L1	both_KO_below_both_WT	both_KO_above_both_WT
ANO8	overlap	overlap
ANO9	both_KO_above_both_WT	overlap
ANOS1	both_KO_above_both_WT	both_KO_below_both_WT
ANOS2P	overlap	overlap
ANP32A	both_KO_above_both_WT	both_KO_above_both_WT
ANP32AP1	both_KO_below_both_WT	both_KO_above_both_WT
ANP32B	both_KO_below_both_WT	both_KO_below_both_WT
ANP32BP1	overlap	both_KO_below_both_WT
ANP32BP2	overlap	overlap
ANP32BP3	overlap	overlap
ANP32C	both_KO_below_both_WT	both_KO_above_both_WT
ANP32D	overlap	both_KO_above_both_WT
ANP32E	both_KO_above_both_WT	both_KO_above_both_WT
ANPEP	both_KO_below_both_WT	both_KO_below_both_WT
ANTXR1	both_KO_above_both_WT	overlap
ANTXR2	both_KO_above_both_WT	both_KO_below_both_WT
ANTXRL	overlap	overlap
ANTXRLP1	overlap	overlap
ANXA1	both_KO_below_both_WT	overlap
ANXA10	overlap	overlap
ANXA11	both_KO_below_both_WT	overlap
ANXA13	both_KO_above_both_WT	overlap
ANXA2	overlap	both_KO_below_both_WT
ANXA2P1	overlap	both_KO_above_both_WT
ANXA2P2	overlap	both_KO_below_both_WT
ANXA2P3	both_KO_above_both_WT	both_KO_below_both_WT
ANXA2R	overlap	both_KO_above_both_WT
ANXA3	both_KO_below_both_WT	both_KO_below_both_WT
ANXA4	both_KO_below_both_WT	overlap
ANXA5	overlap	overlap
ANXA6	both_KO_below_both_WT	both_KO_below_both_WT
ANXA7	overlap	both_KO_above_both_WT
ANXA8	both_KO_above_both_WT	overlap
ANXA8L1	overlap	both_KO_below_both_WT
ANXA9	both_KO_above_both_WT	both_KO_below_both_WT
AOAH	overlap	overlap
AOC1	overlap	both_KO_below_both_WT
AOC2	overlap	both_KO_above_both_WT
AOC3	both_KO_below_both_WT	both_KO_above_both_WT
AOC4P	overlap	overlap
AOX1	both_KO_below_both_WT	both_KO_above_both_WT
AOX2P	both_KO_above_both_WT	both_KO_below_both_WT
AOX3P	overlap	overlap
AP000244.1	overlap	overlap
AP000275.1	overlap	overlap
AP000275.2	both_KO_above_both_WT	overlap
AP000281.1	both_KO_above_both_WT	both_KO_above_both_WT
AP000295.1	overlap	overlap
AP000311.1	both_KO_above_both_WT	overlap
AP000322.1	overlap	overlap
AP000343.1	overlap	overlap
AP000344.1	both_KO_below_both_WT	overlap
AP000344.2	overlap	overlap
AP000344.3	overlap	overlap
AP000344.4	both_KO_below_both_WT	overlap
AP000346.2	overlap	both_KO_above_both_WT
AP000346.3	overlap	overlap
AP000346.4	overlap	overlap
AP000347.1	both_KO_below_both_WT	overlap
AP000349.1	both_KO_below_both_WT	both_KO_below_both_WT
AP000350.1	overlap	overlap
AP000350.11	overlap	overlap
AP000350.12	overlap	overlap
AP000350.15	overlap	both_KO_above_both_WT
AP000350.2	overlap	both_KO_above_both_WT
AP000350.3	overlap	overlap
AP000350.4	overlap	overlap
AP000350.8	overlap	overlap
AP000350.9	overlap	overlap
AP000351.1	overlap	overlap
AP000351.2	both_KO_below_both_WT	overlap
AP000351.3	overlap	overlap
AP000351.4	overlap	overlap
AP000351.5	overlap	overlap
AP000351.6	overlap	overlap
AP000351.7	overlap	overlap
AP000351.9	overlap	overlap
AP000354.1	overlap	overlap
AP000356.3	both_KO_below_both_WT	both_KO_below_both_WT
AP000356.4	overlap	overlap
AP000357.1	overlap	overlap
AP000358.1	overlap	overlap
AP000403.1	overlap	overlap
AP000435.1	overlap	overlap
AP000435.2	overlap	overlap
AP000436.1	overlap	overlap
AP000445.1	overlap	overlap
AP000445.2	overlap	overlap
AP000457.1	overlap	overlap
AP000457.2	overlap	overlap
AP000484.1	overlap	overlap
AP000522.1	overlap	overlap
AP000523.1	both_KO_above_both_WT	overlap
AP000529.1	both_KO_below_both_WT	overlap
AP000532.1	overlap	overlap
AP000533.1	overlap	overlap
AP000533.2	overlap	overlap
AP000533.3	overlap	overlap
AP000534.2	overlap	overlap
AP000542.1	overlap	overlap
AP000547.1	overlap	overlap
AP000550.3	overlap	overlap
AP000550.4	overlap	overlap
AP000552.2	overlap	overlap
AP000553.3	overlap	overlap
AP000553.4	overlap	both_KO_above_both_WT
AP000553.5	overlap	overlap
AP000553.6	overlap	overlap
AP000563.1	overlap	overlap
AP000567.1	overlap	overlap
AP000568.1	overlap	both_KO_above_both_WT
AP000580.1	both_KO_below_both_WT	both_KO_above_both_WT
AP000593.1	overlap	overlap
AP000593.2	overlap	overlap
AP000619.1	overlap	both_KO_below_both_WT
AP000619.2	overlap	overlap
AP000619.3	overlap	overlap
AP000620.1	overlap	overlap
AP000641.1	overlap	overlap
AP000648.1	overlap	overlap
AP000654.2	overlap	overlap
AP000662.1	both_KO_above_both_WT	both_KO_below_both_WT
AP000676.1	overlap	overlap
AP000676.2	overlap	overlap
AP000705.1	both_KO_above_both_WT	overlap
AP000705.2	both_KO_above_both_WT	overlap
AP000705.3	both_KO_above_both_WT	overlap
AP000705.5	both_KO_above_both_WT	overlap
AP000721.1	overlap	overlap
AP000753.3	overlap	overlap
AP000763.1	overlap	both_KO_below_both_WT
AP000763.2	overlap	overlap
AP000769.1	overlap	both_KO_above_both_WT
AP000776.1	overlap	overlap
AP000781.2	overlap	overlap
AP000787.2	overlap	overlap
AP000787.3	overlap	both_KO_below_both_WT
AP000790.1	overlap	overlap
AP000797.1	overlap	overlap
AP000797.2	both_KO_below_both_WT	overlap
AP000805.1	overlap	overlap
AP000811.1	overlap	overlap
AP000812.2	overlap	overlap
AP000812.3	overlap	overlap
AP000827.1	overlap	overlap
AP000852.1	both_KO_below_both_WT	overlap
AP000857.1	overlap	overlap
AP000859.1	overlap	overlap
AP000860.1	overlap	overlap
AP000866.3	both_KO_below_both_WT	both_KO_above_both_WT
AP000866.4	both_KO_above_both_WT	both_KO_below_both_WT
AP000867.1	overlap	overlap
AP000867.2	overlap	overlap
AP000867.3	overlap	overlap
AP000867.4	overlap	overlap
AP000870.1	overlap	overlap
AP000873.1	overlap	both_KO_below_both_WT
AP000873.5	overlap	overlap
AP000889.1	overlap	overlap
AP000889.2	overlap	overlap
AP000893.1	overlap	overlap
AP000894.1	overlap	overlap
AP000902.1	overlap	overlap
AP000907.1	overlap	overlap
AP000907.2	overlap	overlap
AP000907.4	overlap	overlap
AP000911.2	overlap	overlap
AP000916.1	overlap	overlap
AP000916.2	overlap	overlap
AP000919.1	both_KO_below_both_WT	both_KO_below_both_WT
AP000920.1	overlap	overlap
AP000925.1	overlap	overlap
AP000926.1	overlap	overlap
AP000926.2	overlap	overlap
AP000926.3	overlap	overlap
AP000926.4	overlap	overlap
AP000936.2	overlap	overlap
AP000936.3	both_KO_below_both_WT	both_KO_above_both_WT
AP000942.1	overlap	overlap
AP000942.3	overlap	overlap
AP000942.4	overlap	overlap
AP000949.1	overlap	overlap
AP001000.1	overlap	overlap
AP001004.1	overlap	both_KO_above_both_WT
AP001005.1	overlap	overlap
AP001005.2	overlap	overlap
AP001005.3	overlap	overlap
AP001017.1	overlap	overlap
AP001024.1	overlap	overlap
AP001025.1	overlap	overlap
AP001025.2	overlap	overlap
AP001029.3	overlap	both_KO_below_both_WT
AP001052.1	overlap	overlap
AP001086.1	overlap	overlap
AP001094.4	overlap	overlap
AP001102.1	overlap	overlap
AP001120.3	overlap	overlap
AP001120.4	overlap	overlap
AP001124.1	overlap	overlap
AP001153.1	overlap	overlap
AP001160.5	both_KO_below_both_WT	overlap
AP001180.3	overlap	overlap
AP001180.5	overlap	overlap
AP001180.6	overlap	overlap
AP001184.1	overlap	overlap
AP001187.1	overlap	overlap
AP001189.2	overlap	overlap
AP001206.1	both_KO_above_both_WT	both_KO_above_both_WT
AP001207.1	overlap	overlap
AP001207.2	overlap	overlap
AP001258.2	both_KO_below_both_WT	overlap
AP001264.1	overlap	overlap
AP001269.3	overlap	overlap
AP001273.2	overlap	overlap
AP001282.1	overlap	overlap
AP001282.2	overlap	overlap
AP001284.1	both_KO_above_both_WT	overlap
AP001317.1	overlap	overlap
AP001318.1	overlap	overlap
AP001318.4	overlap	overlap
AP001324.1	overlap	overlap
AP001324.2	overlap	overlap
AP001328.1	overlap	overlap
AP001330.3	overlap	overlap
AP001330.4	overlap	overlap
AP001331.1	overlap	overlap
AP001342.1	overlap	overlap
AP001357.1	overlap	overlap
AP001357.2	overlap	overlap
AP001372.4	overlap	overlap
AP001425.1	overlap	overlap
AP001458.2	both_KO_above_both_WT	overlap
AP001485.1	overlap	overlap
AP001486.1	overlap	overlap
AP001486.3	overlap	overlap
AP001496.3	overlap	overlap
AP001506.1	overlap	overlap
AP001521.1	overlap	overlap
AP001521.2	overlap	overlap
AP001533.1	overlap	overlap
AP001542.1	overlap	overlap
AP001542.2	overlap	overlap
AP001582.1	overlap	overlap
AP001636.1	overlap	overlap
AP001636.2	overlap	overlap
AP001646.1	overlap	overlap
AP001646.2	both_KO_below_both_WT	overlap
AP001767.1	overlap	overlap
AP001767.2	overlap	overlap
AP001775.1	overlap	both_KO_above_both_WT
AP001781.1	overlap	overlap
AP001781.3	both_KO_below_both_WT	overlap
AP001793.1	overlap	overlap
AP001803.1	overlap	overlap
AP001803.3	overlap	overlap
AP001804.1	both_KO_below_both_WT	overlap
AP001804.2	overlap	overlap
AP001804.3	both_KO_above_both_WT	both_KO_below_both_WT
AP001823.1	overlap	overlap
AP001836.1	overlap	overlap
AP001858.1	overlap	overlap
AP001858.2	overlap	overlap
AP001877.1	overlap	overlap
AP001880.1	overlap	overlap
AP001880.2	overlap	overlap
AP001885.1	both_KO_below_both_WT	overlap
AP001888.1	overlap	overlap
AP001889.1	overlap	overlap
AP001893.2	overlap	overlap
AP001922.4	overlap	overlap
AP001931.1	overlap	overlap
AP001960.1	overlap	overlap
AP001979.1	overlap	overlap
AP001981.1	overlap	overlap
AP001981.2	overlap	overlap
AP001992.1	both_KO_above_both_WT	overlap
AP001994.1	overlap	overlap
AP002001.1	overlap	overlap
AP002001.2	overlap	overlap
AP002004.1	overlap	overlap
AP002004.2	overlap	overlap
AP002008.2	overlap	overlap
AP002088.1	overlap	overlap
AP002345.1	overlap	overlap
AP002345.2	overlap	overlap
AP002353.1	overlap	overlap
AP002358.2	overlap	overlap
AP002360.1	overlap	both_KO_above_both_WT
AP002365.1	overlap	overlap
AP002370.1	overlap	overlap
AP002371.1	overlap	overlap
AP002373.1	overlap	both_KO_above_both_WT
AP002373.2	overlap	both_KO_above_both_WT
AP002381.1	overlap	overlap
AP002383.1	overlap	overlap
AP002383.2	overlap	overlap
AP002383.4	both_KO_below_both_WT	overlap
AP002383.5	overlap	overlap
AP002383.6	overlap	overlap
AP002392.1	overlap	overlap
AP002404.1	overlap	overlap
AP002414.1	overlap	overlap
AP002414.2	both_KO_above_both_WT	overlap
AP002414.3	overlap	overlap
AP002414.4	overlap	both_KO_above_both_WT
AP002453.1	both_KO_above_both_WT	overlap
AP002453.2	overlap	overlap
AP002469.1	overlap	overlap
AP002469.2	overlap	overlap
AP002472.1	overlap	overlap
AP002490.2	both_KO_below_both_WT	overlap
AP002495.1	both_KO_below_both_WT	overlap
AP002512.1	overlap	overlap
AP002512.2	overlap	overlap
AP002512.3	overlap	overlap
