symbol	n_probes	n_arrays	tokens	GSM558700	GSM558701	GSM558702	median_log2	mean_log2	direction_median
ADIPOR2	1	3	ADIPOR2	-0.3959	0.546	-0.6439	-0.3959	-0.1646	DOWN
ADIRF	1	3	C10ORF116	0.0426	0.9782	-4.0589	0.0426	-1.0127	UP
ADK	3	3	ADK	0.6229	-0.7859	-0.0439	-0.0439	-0.0689667	DOWN
ADM	1	3	ADM	0.3334	-1.7859	0.7655	0.3334	-0.229	UP
ADM2	1	2	ADM2	-0.0439	1.257		0.60655	0.60655	UP
ADNP	1	3	ADNP	0.263	-0.0291	0.9561	0.263	0.396667	UP
ADNP2	1	2	KIAA0863	0.8639	1.0426		0.95325	0.95325	UP
ADO	1	3	C10ORF22	-0.3401	2.7991	-0.9159	-0.3401	0.514367	DOWN
ADORA1	2	3	ADORA1	-4.4829	0.7655	0.7196	0.7196	-0.999267	UP
ADORA2A	1	3	ADORA2A	0.84	-0.7859	-0.6666	-0.6666	-0.204167	DOWN
ADORA2B	1	3	ADORA2B	0.8074	0.7908	-0.7612	0.7908	0.279	UP
ADORA3	1	3	ADORA3	0.9184	-0.9434	2.0286	0.9184	0.667867	UP
ADPGK	2	3	ADPGK	0.33645	0.0144	0.8969	0.33645	0.415917	UP
ADPRH	1	2	ADPRH		3.0144	1.5993	2.30685	2.30685	UP
ADPRHL1	1	3	ADPRHL1	0.2016	-3.8365	-4.6439	-3.8365	-2.7596	DOWN
ADPRM	1	3	MDS006	-0.6215	-0.1047	-0.7612	-0.6215	-0.4958	DOWN
ADPRS	1	3	ADPRHL2	0.6599	-1.5995	-0.454	-0.454	-0.464533	DOWN
ADRA1A	4	3	ADRA1A	-0.1361	-1.65235	-0.7859	-0.7859	-0.858117	DOWN
ADRA1B	1	2	ADRA1B	2.025	1.7004		1.8627	1.8627	UP
ADRA1D	1	2	ADRA1D	0.8237		-1.5146	-0.34545	-0.34545	DOWN
ADRA2A	1	3	ADRA2A	0.0841	3.2157	-0.3585	0.0841	0.980433	UP
ADRA2B	1	2	ADRA2B	-0.9159	1.6599		0.372	0.372	UP
ADRB1	1	3	ADRB1	-0.1203	4.7787	-2.6439	-0.1203	0.6715	DOWN
ADRB2	1	3	ADRB2	0.0566	0.6508	0.5753	0.5753	0.427567	UP
ADRB3	1	3	ADRB3	0.1763	3.3716	0.4114	0.4114	1.31977	UP
ADRM1	1	3	ADRM1	0.3448	-0.8365	0.3334	0.3334	-0.0527667	UP
ADSL	1	2	ADSL	0.3561		2.0841	1.2201	1.2201	UP
ADSS2	1	3	ADSS	-1.6439	1.0841	0.9709	0.9709	0.137033	UP
ADTRP	2	3	C6ORF105	-0.95175	0.2075	0.9981	0.2075	0.0846167	UP
AEBP1	1	2	AEBP1	-0.5146	0.0144		-0.2501	-0.2501	DOWN
AEBP2	1	3	AEBP2	-0.5778	0.9336	1.4489	0.9336	0.601567	UP
AEN	4	3	FLJ12484	-0.4247	0.52185	0.8237	0.52185	0.30695	UP
AFAP1	2	3	AFAP	-0.5564	0.021	-0.745	-0.5564	-0.4268	DOWN
AFAP1L1	1	3	FLJ36748	-1.2176	-0.5564	-0.0439	-0.5564	-0.605967	DOWN
AFAP1L2	1	3	KIAA1914	-0.4941	-0.3585	0.8639	-0.3585	0.00376667	DOWN
AFDN	5	3	MLLT4	-0.2176	1.2462	-0.59745	-0.2176	0.143717	DOWN
AFF1	3	3	MLLT2	0.9299	0.7137	0.2265	0.7137	0.623367	UP
AFF2	2	3	FMR2	-1.152	1.6599	2.19515	1.6599	0.901017	UP
AFF3	3	3	LAF4	-0.811	2.272	-1.3959	-0.811	0.0217	DOWN
AFF4	2	3	AF5Q31	-0.7612	0.0989	0.89605	0.0989	0.0779167	UP
AFG1L	1	3	LACE1	-2.2515	-0.8365	3.6381	-0.8365	0.183367	DOWN
AFG2A	2	3	SPATA5	-0.88675	0.012	0.0213	0.012	-0.284483	UP
AFG2B	1	3	SPATA5L1	1.3896	1.0704	1.4114	1.3896	1.29047	UP
AFG3L1P	2	3	AFG3L1	0.45535	-0.729	0.3835	0.3835	0.0366167	UP
AFG3L2	1	3	AFG3L2	0.5656	1.0426	-0.811	0.5656	0.265733	UP
AFM	1	2	AFM	-0.0439	-3.4739		-1.7589	-1.7589	DOWN
AFP	1	3	AFP	-1.4344	-1.1844	1.5008	-1.1844	-0.372667	DOWN
AGA	1	2	AGA		0.251	-0.9714	-0.3602	-0.3602	DOWN
AGAP1	1	3	CENTG2	0.546	0.263	1.0144	0.546	0.6078	UP
AGAP2	1	2	CENTG1	1.0072		-1.6897	-0.34125	-0.34125	DOWN
AGAP3	1	3	CENTG3	-0.7859	0.6135	-0.9434	-0.7859	-0.371933	DOWN
AGAP4	2	3	CTGLF1	0.60255	-0.06135	1.90705	0.60255	0.816083	UP
AGBL1	1	3	FLJ32310	-1.2176	0.8319	-6.6439	-1.2176	-2.3432	DOWN
AGBL2	1	2	FLJ23598	-6.6439	0.1375		-3.2532	-3.2532	DOWN
AGBL5	1	3	FLJ21839	-0.2345	2.86	2.4303	2.4303	1.68527	UP
AGER	2	3	AGER	-6.6439	-3.6439	0.34445	-3.6439	-3.31445	DOWN
AGFG1	1	3	HRB	-1.0589	3.157	-0.6897	-0.6897	0.469467	DOWN
AGFG2	3	3	HRBL	-4.3219	2.5922	-3.3514	-3.3514	-1.6937	DOWN
AGGF1	3	3	VG5Q	-0.3219	-1.7859	-1.45905	-1.45905	-1.18895	DOWN
AGK	3	3	FLJ10842	0.4751	-0.0589	-1.718	-0.0589	-0.433933	DOWN
AGL	3	3	AGL	-0.3585	0.8875	-0.07	-0.07	0.153	DOWN
AGMAT	1	2	AGMAT	3.0531		0.9561	2.0046	2.0046	UP
AGO1	3	3	EIF2C1	0.93525	-0.6897	1.12165	0.93525	0.455733	UP
AGO2	1	3	EIF2C2	-0.3771	0.2141	-0.889	-0.3771	-0.350667	DOWN
AGO3	2	3	EIF2C3	0.5106	-0.90955	0.38495	0.38495	-0.00466667	UP
AGO4	2	2	EIF2C4	-2.5564	2.5152		-0.0206	-0.0206	DOWN
AGPAT1	3	3	AGPAT1	1.9855	0.0704	-1.889	0.0704	0.0556333	UP
AGPAT2	2	3	AGPAT2	0.45175	-1.0539	1.93335	0.45175	0.443733	UP
AGPAT3	1	3	AGPAT3	2.1763	-1.6439	0.3448	0.3448	0.2924	UP
AGPAT4	2	3	AGPAT4	0.4481	0.682	-1.2176	0.4481	-0.0291667	UP
AGPAT4-IT1	1	3	C6ORF59	1.263	-1.3219	1.7137	1.263	0.5516	UP
AGPAT5	1	3	LPAAT-E	1.433	1.3334	-1.6439	1.3334	0.374167	UP
AGPS	2	3	AGPS	0.9326	-1.1559	1.3565	0.9326	0.377733	UP
AGR2	1	3	AGR2	-1.9434	0.1375	-2.6439	-1.9434	-1.48327	DOWN
AGR3	1	3	BCMP11	-1.1203	0.856	-2.1203	-1.1203	-0.794867	DOWN
AGRN	2	3	AGRN	1.8579	-0.37575	3.14545	1.8579	1.54253	UP
AGTPBP1	2	3	AGTPBP1	-1.8365	0.73785	-1.8292	-1.8292	-0.97595	DOWN
AGTR1	2	3	AGTR1	-0.8462	-0.7677	-1.00115	-0.8462	-0.871683	DOWN
AGTR2	1	3	AGTR2	-3.6439	-0.0291	1.281	-0.0291	-0.797333	DOWN
AGTRAP	1	3	AGTRAP	-0.1203	-0.0145	1.1953	-0.0145	0.3535	DOWN
AGXT	1	2	AGXT	0.9782		-1.889	-0.4554	-0.4554	DOWN
AHCTF1	1	3	ELYS	-2.737	-1.4344	-0.5778	-1.4344	-1.58307	DOWN
AHCY	2	3	AHCY	0.53475	-1.6726	0.79655	0.53475	-0.113767	UP
AHCYL1	3	3	AHCYL1	-0.2863	-0.3585	1.157	-0.2863	0.170733	DOWN
AHCYL2	1	3	KIAA0828	-1.6897	-4.3219	-0.0893	-1.6897	-2.03363	DOWN
AHDC1	1	3	DJ159A19.3	0.7485	2.8914	-0.3959	0.7485	1.08133	UP
AHI1	4	3	AHI1	0.3755	-0.80765	0.9928	0.3755	0.186883	UP
AHNAK	2	3	AHNAK	-0.86465	2.4568	-1.11145	-0.86465	0.160233	DOWN
AHNAK2	1	3	C14ORF78	-0.6666	0.9782	-1.152	-0.6666	-0.280133	DOWN
AHR	2	3	AHR	-1.5564	2.02275	0.2317	0.2317	0.232683	UP
AHSA1	1	3	AHSA1	0.2987	-0.304	1.4005	0.2987	0.465067	UP
AHSA2P	1	3	AHSA2	0.111	0.9486	1.3045	0.9486	0.788033	UP
AHSG	1	2	AHSG	-1.0291		1.8115	0.3912	0.3912	UP
AHSP	1	3	ERAF	-0.737	0.4222	-2.5564	-0.737	-0.957067	DOWN
AICDA	1	3	AICDA	-1.2863	2.0072	-0.0439	-0.0439	0.225667	DOWN
AIDA	2	3	FLJ12806	0.9441	0.0824	0.0216	0.0824	0.349367	UP
AIF1	2	3	AIF1	-1.3959	0.10505	1.75515	0.10505	0.154767	UP
AIF1L	1	3	C9ORF58	-0.5995	-1.6897	-0.889	-0.889	-1.0594	DOWN
AIFM1	3	3	PDCD8	1.3277	-0.40925	-1.1203	-0.40925	-0.0672833	DOWN
AIFM2	3	3	AMID	1.7991	1.0286	-0.6666	1.0286	0.720367	UP
AIG1	2	3	AIG1	-1.20175	0.909	-0.6878	-0.6878	-0.32685	DOWN
AIM2	1	2	AIM2	-2.2515	1.4436		-0.40395	-0.40395	DOWN
AIMP1	2	3	SCYE1	1.55585	-0.5146	0.0608	0.0608	0.36735	UP
AIMP2	1	3	JTV1	0.3561	0.433	2.0144	0.433	0.9345	UP
AIP	1	3	AIP	1.4489	-0.7859	2.5336	1.4489	1.06553	UP
AIPL1	3	3	AIPL1	-0.3401	1.0144	0.08175	0.08175	0.252017	UP
AIRE	1	2	AIRE	0.4542		2.7634	1.6088	1.6088	UP
AIRIM	1	3	FLJ20508	0.8237	-0.5564	0.669	0.669	0.3121	UP
AJAP1	1	3	SHREW1	-0.3585	1.0976	-1.8365	-0.3585	-0.3658	DOWN
AJUBA	1	3	JUB	0.7225	-2.5564	0.2016	0.2016	-0.5441	UP
AK1	1	3	AK1	2.1763	0.111	1.0426	1.0426	1.10997	UP
AK2	1	3	AK2	0.1375	0	1.157	0.1375	0.4315	UP
AK3	4	3	AK3	-0.454	0.98805	-0.3585	-0.3585	0.0585167	DOWN
AK5	3	3	AK5	-0.3401	1.4276	-1.18145	-0.3401	-0.0313167	DOWN
AK8	3	3	C9ORF98	2.10845	-2.9607	0.89455	0.89455	0.0141	UP
AK9	2	3	C6ORF199|FLJ25791	-3.62165	-1.9434	1.281	-1.9434	-1.42802	DOWN
AKAP1	2	3	AKAP1	1.0072	0.15945	1.0832	1.0072	0.74995	UP
AKAP10	1	3	AKAP10	-0.5778	-0.1361	-0.1203	-0.1361	-0.278067	DOWN
AKAP11	3	3	AKAP11	-2.1203	1.8237	4.14	1.8237	1.28113	UP
AKAP12	1	3	AKAP12	-0.1361	2.5286	-1.9434	-0.1361	0.1497	DOWN
AKAP13	2	3	AKAP13	3.5115	-0.2863	-1.701	-0.2863	0.508067	DOWN
AKAP17A	5	3	DXYS155E	0.17285	0.98245	-0.2331	0.17285	0.3074	UP
AKAP19	1	3	MGC13057	0.2987	-1.5995	0.8718	0.2987	-0.143	UP
AKAP3	1	2	AKAP3		-1.0291	2.8639	0.9174	0.9174	UP
AKAP5	1	3	AKAP5	4.0188	0.5361	0.7312	0.7312	1.76203	UP
AKAP6	2	3	AKAP6	-0.5146	3.9653	0.4119	0.4119	1.28753	UP
AKAP7	3	3	AKAP7	1.1309	0.9855	1.0286	1.0286	1.04833	UP
AKAP8	1	3	AKAP8	-0.304	1.5898	-0.1844	-0.1844	0.367133	DOWN
AKAP8L	2	3	AKAP8L	1.46205	-1.53975	1.52595	1.46205	0.48275	UP
AKAP9	3	3	AKAP9	-1.02855	0.6229	0	0	-0.135217	ZERO
AKIP1	4	3	C11ORF17	1.4011	-1.53125	1.0426	1.0426	0.30415	UP
AKIRIN1	1	3	FLJ12666	-0.9434	-0.152	1.3161	-0.152	0.0735667	DOWN
AKIRIN2	1	3	C6ORF166	1.144	-0.1681	0.669	0.669	0.5483	UP
AKNA	3	3	AKNA	-0.4349	-3.9829	0.1506	-0.4349	-1.4224	DOWN
AKNAD1	3	3	MGC26989	-0.2863	0.8237	0.6415	0.6415	0.392967	UP
AKR1A1	2	3	AKR1A1	0.5829	-1.02795	1.08165	0.5829	0.2122	UP
AKR1B1	1	3	AKR1B1	-0.5146	-0.2345	-1.2863	-0.5146	-0.678467	DOWN
AKR1B10	1	3	AKR1B10	-1.5564	-0.304	-0.7859	-0.7859	-0.8821	DOWN
AKR1C2	1	3	AKR1C2	-2.1203	-1	0.8156	-1	-0.768233	DOWN
AKR1C3	1	3	AKR1C3	0.8953	0.926	0.6508	0.8953	0.824033	UP
AKR1C4	1	2	AKR1C4		1.7093	3.1731	2.4412	2.4412	UP
AKR1D1	3	3	AKR1D1	-2.3219	0.76555	2.257	0.76555	0.23355	UP
AKR1E2	1	3	AKR1CL2	-0.9714	-0.3401	0.2388	-0.3401	-0.357567	DOWN
AKR7A2	2	3	AKR7A2	0.66255	-1.5539	1.05375	0.66255	0.0541333	UP
AKR7A3	1	2	AKR7A3	-1.0291	1.4647		0.2178	0.2178	UP
AKT1	2	3	AKT1	0.10205	-2.5792	-0.25215	-0.25215	-0.909767	DOWN
AKT1S1	2	3	AKT1S1	-0.71335	0.5261	-0.6439	-0.6439	-0.27705	DOWN
AKT2	3	3	AKT2	-0.0893	-0.9159	-0.48005	-0.48005	-0.495083	DOWN
AKT3	1	3	AKT3	0.2388	0.0144	-1.6439	0.0144	-0.463567	UP
AKTIP	1	3	FTS	0.1635	2.0426	0.0144	0.1635	0.740167	UP
ALAD	1	3	ALAD	0.757	-0.1047	1.7824	0.757	0.811567	UP
ALAS1	2	3	ALAS1	-0.2176	-3.29365	-0.5146	-0.5146	-1.34195	DOWN
ALAS2	3	3	ALAS2	2.0094	-1.0143	-0.415	-0.415	0.193367	DOWN
ALCAM	1	3	ALCAM	-1.8365	0.5656	-2.4739	-1.8365	-1.24827	DOWN
ALDH16A1	1	3	MGC10204	-0.7131	-3.0589	2.4751	-0.7131	-0.4323	DOWN
ALDH18A1	1	3	ALDH18A1	-0.7131	0.669	-1.5564	-0.7131	-0.5335	DOWN
ALDH1A1	1	2	ALDH1A1	-0.4941	-0.454		-0.47405	-0.47405	DOWN
ALDH1A2	2	3	ALDH1A2	1.0909	3.05965	0.746	1.0909	1.63218	UP
ALDH1B1	1	3	ALDH1B1	0.3674	1.189	-2.737	0.3674	-0.393533	UP
ALDH1L1	2	3	FTHFD	-2.8365	-0.0439	-2.6439	-2.6439	-1.84143	DOWN
ALDH1L2	1	3	FLJ38508	1.3277	1.2016	-0.415	1.2016	0.704767	UP
ALDH2	1	3	ALDH2	-2.2515	4.1723	-1.3585	-1.3585	0.187433	DOWN
ALDH3A1	2	3	ALDH3A1	-0.4263	-0.6073	0.0144	-0.4263	-0.339733	DOWN
ALDH3A2	2	3	ALDH3A2	-0.0591	-0.7971	-0.52945	-0.52945	-0.461883	DOWN
ALDH3B1	1	2	ALDH3B1		2.2418	0.7312	1.4865	1.4865	UP
ALDH3B2	1	2	ALDH3B2	-0.6666	-0.5353		-0.60095	-0.60095	DOWN
ALDH5A1	2	3	ALDH5A1	-1.8041	0.9486	-2.19645	-1.8041	-1.01732	DOWN
ALDH6A1	1	3	ALDH6A1	3.1309	0.774	-1.4739	0.774	0.810333	UP
ALDH7A1	1	3	ALDH7A1	-1.1844	-1	-0.2176	-1	-0.800667	DOWN
ALDH8A1	3	3	ALDH8A1	-1.5146	0.7298	-1.8979	-1.5146	-0.894233	DOWN
ALDH9A1	1	3	ALDH9A1	-0.304	-2.0589	-0.5564	-0.5564	-0.9731	DOWN
ALDOA	3	3	ALDOA	0.3334	0.9928	0.6415	0.6415	0.6559	UP
ALDOB	2	2	ALDOB	-4.1439	-0.21215		-2.17803	-2.17803	DOWN
ALDOC	1	3	ALDOC	-2	1.585	0.6135	0.6135	0.0661667	UP
ALG1	1	3	ALG1	-0.1681	-0.6215	0.1243	-0.1681	-0.221767	DOWN
ALG13	2	3	CXORF45|GLT28D1	0.5023	2.4141	1.5008	1.5008	1.4724	UP
ALG14	1	3	MGC19780	0.7398	-0.737	1.0909	0.7398	0.364567	UP
ALG2	2	3	ALG2	-1.14315	0.58525	-1.02345	-1.02345	-0.527117	DOWN
ALG3	2	3	ALG3	2.45325	-3.2087	0.1505	0.1505	-0.20165	UP
ALG5	1	3	ALG5	0.0286	0.8718	-0.4344	0.0286	0.155333	UP
ALG6	1	3	ALG6	2.0426	-1.1844	0.7991	0.7991	0.552433	UP
ALG8	1	3	ALG8	-0.1361	-2.737	-1.2176	-1.2176	-1.36357	DOWN
ALG9	1	3	ALG9	0.7485	-0.304	-0.5353	-0.304	-0.0302667	DOWN
ALK	1	2	ALK	0.1375		-2.9434	-1.40295	-1.40295	DOWN
ALKBH1	2	3	ALKBH	0.5135	2.782	0.41355	0.5135	1.23635	UP
ALKBH3	1	2	DEPC-1	1.1243		-0.152	0.48615	0.48615	UP
ALKBH4	1	3	FLJ20013	-0.889	-1.2515	1.6229	-0.889	-0.172533	DOWN
ALKBH5	1	3	FLJ20308	-0.2009	-0.3585	2.9505	-0.2009	0.797033	DOWN
ALKBH6	1	3	MGC15677	1.0976	-1.8365	-0.9434	-0.9434	-0.560767	DOWN
ALKBH7	1	3	SPATA11	0.8953	-2.8365	3.2016	0.8953	0.420133	UP
ALLC	1	2	ALLC	-2.4739	1.1635		-0.6552	-0.6552	DOWN
ALMS1	1	3	ALMS1	0.4647	-0.152	-0.5564	-0.152	-0.0812333	DOWN
ALOX12	1	2	ALOX12	4.4019	-1.8365		1.2827	1.2827	UP
ALOX12B	2	3	ALOX12B	-1.2515	0.0635	-3.6439	-1.2515	-1.61063	DOWN
ALOX15	1	2	ALOX15	-2.1203		-1.6897	-1.905	-1.905	DOWN
ALOX15B	5	3	ALOX15B	0.9107	0.4542	0.87475	0.87475	0.74655	UP
ALOX5	1	2	ALOX5	-1.9434		-1	-1.4717	-1.4717	DOWN
ALOXE3	2	3	ALOXE3	1.23795	-1.805	0.63295	0.63295	0.0219667	UP
ALPG	1	3	ALPPL2	0.2869	-0.4941	1.1953	0.2869	0.329367	UP
ALPI	1	3	ALPI	1.2016	1.6323	0.5945	1.2016	1.1428	UP
ALPK3	1	2	MIDORI	-0.415		-0.737	-0.576	-0.576	DOWN
ALPL	2	3	ALPL	-0.19995	3.4732	-0.2345	-0.19995	1.01292	DOWN
ALPP	1	3	ALPP	-2	1.6276	0.111	0.111	-0.0871333	UP
ALS2	1	2	ALS2	0.1763		-0.2345	-0.0291	-0.0291	DOWN
ALS2CL	1	2	ALS2CL		-0.3219	-0.7131	-0.5175	-0.5175	DOWN
ALX3	1	3	ALX3	-1.2863	0.1763	-0.7612	-0.7612	-0.623733	DOWN
ALX4	1	2	ALX4		4.4141	2.3702	3.39215	3.39215	UP
ALYREF	1	3	THOC4	-0.3219	1.9486	-0.2515	-0.2515	0.4584	DOWN
AMACR	3	3	AMACR	-1.3959	0.1635	0.0426	0.0426	-0.3966	UP
AMBRA1	1	3	FLJ20294	2.0704	-0.9714	1.7824	1.7824	0.960467	UP
AMD1	2	3	AMD1	-0.90295	-0.7227	-2.60545	-0.90295	-1.41037	DOWN
AMDHD1	2	3	MGC35366	-1.23695	5.0815	-2.8365	-1.23695	0.336017	DOWN
AMDHD2	1	3	CGI-14	-0.4739	2.7268	0.848	0.848	1.03363	UP
AMELX	2	3	AMELX	-1.49425	-1.0477	2.3477	-1.0477	-0.06475	DOWN
AMELY	1	2	AMELY		-0.4941	2.9107	1.2083	1.2083	UP
AMER1	1	3	FLJ39827	-3.3219	1.4222	0.856	0.856	-0.3479	UP
AMER2	2	2	FLJ25477	1.46465	1.8074		1.63603	1.63603	UP
AMER3	1	2	FLJ38377	-1.8365	-2.1844		-2.01045	-2.01045	DOWN
AMFR	3	3	AMFR	-0.4941	-0.074	-0.1361	-0.1361	-0.234733	DOWN
AMH	1	3	AMH	4.729	-6.6439	3.0858	3.0858	0.3903	UP
AMIGO1	1	3	KIAA1163	0.2016	-0.2515	-0.1203	-0.1203	-0.0567333	DOWN
AMIGO2	1	3	AMIGO2	-1.737	0.1375	-0.5995	-0.5995	-0.733	DOWN
AMMECR1	1	3	AMMECR1	1.4489	-0.9159	2.6276	1.4489	1.05353	UP
AMN	1	3	AMN	1.406	0.3785	1.5261	1.406	1.10353	UP
AMOT	1	2	AMOT	0.546	-0.3959		0.07505	0.07505	UP
AMOTL1	1	3	AMOTL1	0.0426	0.0144	-1.6439	0.0144	-0.528967	UP
AMOTL2	1	3	AMOTL2	-0.3401	-4.6439	-0.3585	-0.3585	-1.78083	DOWN
AMPD1	1	3	AMPD1	1.275	1.9782	-0.304	1.275	0.983067	UP
AMPD2	2	3	AMPD2	-1.47615	1.95845	-1.75315	-1.47615	-0.423617	DOWN
AMPD3	1	3	AMPD3	-3.3219	-1.2515	1.1177	-1.2515	-1.1519	DOWN
AMPH	3	3	AMPH	0.3334	1.1386	-0.0291	0.3334	0.480967	UP
AMT	2	3	AMT	-1.53185	-0.0424	-2.0896	-1.53185	-1.22128	DOWN
AMY1A	2	3	AMY1A	-0.48915	1.3393	-0.0893	-0.0893	0.253617	DOWN
AMY2A	1	3	AMY2A	-1.4739	1.8278	0.9107	0.9107	0.421533	UP
AMY2B	1	2	AMY2B	-2.1203	0.2265		-0.9469	-0.9469	DOWN
AMZ1	2	3	KIAA1950	-1.4739	-0.7172	2.1953	-0.7172	0.0014	DOWN
AMZ2P1	1	3	FLJ32065	-5.0589	-1.5995	1.2928	-1.5995	-1.78853	DOWN
ANAPC1	2	3	ANAPC1	1.67655	-0.10345	0.3586	0.3586	0.6439	UP
ANAPC10	2	2	ANAPC10	0.9855	1.89605		1.44078	1.44078	UP
ANAPC11	1	3	ANAPC11	1.0144	0.3896	0.696	0.696	0.7	UP
ANAPC13	1	3	ANAPC13	-1.4344	0.5059	-1.6897	-1.4344	-0.872733	DOWN
ANAPC15	1	3	DKFZP564M082	0.0286	-1.6897	-0.2688	-0.2688	-0.6433	DOWN
ANAPC16	1	3	C10ORF104	-0.9714	-0.889	-3.0589	-0.9714	-1.63977	DOWN
ANAPC2	1	3	ANAPC2	-0.6215	-6.6439	0	-0.6215	-2.4218	DOWN
ANAPC4	1	2	ANAPC4	0.2869	-0.0291		0.1289	0.1289	UP
ANAPC5	2	3	ANAPC5	-0.56455	-0.27315	-0.63615	-0.56455	-0.491283	DOWN
ANGEL1	1	2	KIAA0759	-1.2176	2.406		0.5942	0.5942	UP
ANGPT2	2	3	ANGPT2	-6.6439	0.7824	-3.6439	-3.6439	-3.16847	DOWN
ANGPT4	1	2	ANGPT4		2.844	0.189	1.5165	1.5165	UP
ANGPTL1	1	3	ANGPTL1	-2.737	-1.2515	1.7225	-1.2515	-0.755333	DOWN
ANGPTL2	1	2	ANGPTL2		-1.1844	0.3334	-0.4255	-0.4255	DOWN
ANGPTL4	2	3	ANGPTL4	-0.71605	1.3277	0.82075	0.82075	0.477467	UP
ANGPTL6	1	3	ANGPTL6	-0.1047	0.1635	-1.152	-0.1047	-0.3644	DOWN
ANGPTL7	1	3	CDT6	-1.152	1.9411	2.3702	1.9411	1.0531	UP
ANK1	3	3	ANK1	-0.3811	-0.2226	-1.55265	-0.3811	-0.718783	DOWN
ANK2	5	3	ANK2	0.24785	1.9635	-0.737	0.24785	0.49145	UP
ANK3	4	3	ANK3	-0.8625	0.9561	-0.79495	-0.79495	-0.233783	DOWN
ANKAR	1	2	FLJ25415		-0.415	1.257	0.421	0.421	UP
ANKEF1	2	3	ANKRD5	0.4425	-0.37135	-0.461	-0.37135	-0.12995	DOWN
ANKFN1	1	3	FLJ38335	-0.2345	0.251	0.4222	0.251	0.146233	UP
ANKH	2	2	ANKH	-1.9829		0.2869	-0.848	-0.848	DOWN
ANKHD1	5	3	ANKHD1	-0.737	0.516	0.3334	0.3334	0.0374667	UP
ANKIB1	1	3	ANKIB1	0.7655	2.6848	-0.2009	0.7655	1.08313	UP
ANKLE1	1	3	FLJ39369	-1.152	0.6599	0.3896	0.3896	-0.0341667	UP
ANKLE2	1	3	KIAA0692	-0.1844	-0.5995	-0.415	-0.415	-0.399633	DOWN
ANKMY1	3	3	ANKMY1	-0.6666	0.4532	-0.4344	-0.4344	-0.215933	DOWN
ANKRA2	1	2	ANKRA2	-2	0.3219		-0.83905	-0.83905	DOWN
ANKRD1	1	3	ANKRD1	1.4542	-2	3.1667	1.4542	0.873633	UP
ANKRD10	3	3	ANKRD10	-1.1203	1.0286	0.9486	0.9486	0.285633	UP
ANKRD11	4	3	ANKRD11	-0.50635	-0.0893	-0.71915	-0.50635	-0.438267	DOWN
ANKRD12	2	3	ANKRD12	-0.1844	1.61025	-0.1475	-0.1475	0.426117	DOWN
ANKRD13A	2	3	ANKRD13	1.9032	-0.9159	-1.1606	-0.9159	-0.0577667	DOWN
ANKRD13B	2	3	FLJ25555	0.78045	-0.415	-2.1439	-0.415	-0.592817	DOWN
ANKRD13C	2	3	DKFZP566D1346	-0.0477	1.1529	-0.9531	-0.0477	0.0507	DOWN
ANKRD13C-DT	1	3	HHLA3	0.669	-0.7612	3.5741	0.669	1.16063	UP
ANKRD16	1	3	ANKRD16	1.9222	-1.737	0.2388	0.2388	0.141333	UP
ANKRD17	1	3	ANKRD17	0	0.0704	2.1342	0.0704	0.734867	UP
ANKRD18A	1	2	FLJ35740	-0.6439	-3.0589		-1.8514	-1.8514	DOWN
ANKRD2	2	3	ANKRD2	2.6927	-0.81185	0.0231	0.0231	0.63465	UP
ANKRD20A1	1	2	ANKRD20A	-0.454		-0.6897	-0.57185	-0.57185	DOWN
ANKRD23	3	3	ANKRD23	1.766	-2.0818	1.3951	1.3951	0.359767	UP
ANKRD24	1	2	ANKRD24	-6.6439	0.7655		-2.9392	-2.9392	DOWN
ANKRD26	1	3	ANKRD26	0.4005	-1.1844	1.4436	0.4005	0.2199	UP
ANKRD27	1	3	ANKRD27	-0.1203	-0.1203	1.1635	-0.1203	0.307633	DOWN
ANKRD28	1	3	ANKRD28	-1.4344	3.9828	2.6645	2.6645	1.73763	UP
ANKRD29	2	3	ANKRD29	-1.5896	-0.0621	0.69605	-0.0621	-0.31855	DOWN
ANKRD30A	1	3	ANKRD30A	2.903	3.8777	-1.5564	2.903	1.74143	UP
ANKRD30BP2	2	3	C21ORF99	-0.7334	-0.7612	4.29665	-0.7334	0.934017	DOWN
ANKRD31	1	2	ANKRD31	0.2388		-1.9434	-0.8523	-0.8523	DOWN
ANKRD35	1	2	FLJ25124	-1.8365	2.3391		0.2513	0.2513	UP
ANKRD36B	5	3	KIAA1641	0.189	0.0144	-0.7612	0.0144	-0.185933	UP
ANKRD36BP1	1	2	MGC12538	-0.2009		1.4854	0.64225	0.64225	UP
ANKRD39	1	3	MGC41816	0.4222	-0.304	-3.1844	-0.304	-1.02207	DOWN
ANKRD40	1	2	MGC15396		0.4436	2.3045	1.37405	1.37405	UP
ANKRD40CL	1	3	FLJ20694	-2.737	2.3306	-0.0439	-0.0439	-0.1501	DOWN
ANKRD42	1	2	FLJ37874	1.0072	2.2079		1.60755	1.60755	UP
ANKRD49	1	3	FGIF	1.6041	1.3103	0.8156	1.3103	1.24333	UP
ANKRD50	1	3	KIAA1223	-0.152	1.1827	-1.737	-0.152	-0.235433	DOWN
ANKRD53	1	3	FLJ12056	-2.8365	-0.6666	-0.6215	-0.6666	-1.37487	DOWN
ANKRD55	1	3	FLJ11795	2.774	0.251	-0.6666	0.251	0.786133	UP
