gene	logFC	AveExpr	t	P.Value	method	contrast	adj.P.Val
DPYSL2	-3.1254732943294337	0.23011327014218008	-16.643118737514683	2.2803335836062732e-40	limma	Tumor-NAT	1.0223680959475735e-38
RASSF8	-3.137879900990099	0.19764834123222735	-16.588091441298573	3.3986272362605083e-40	limma	Tumor-NAT	1.5163486858480743e-38
SPOCK2	-4.2212999909991	-0.6290222748815165	-16.52662128374757	5.308749692919361e-40	limma	Tumor-NAT	2.3571361559237606e-38
MASP2	-4.221017911791179	0.02973270142180116	-16.489869573925862	6.9317076126209055e-40	limma	Tumor-NAT	3.0629483013268625e-38
SCUBE1	-5.3656268136813665	-0.5356184834123223	-16.487218549779456	7.0663971457267955e-40	limma	Tumor-NAT	3.1075242184868405e-38
FGD5	-3.054722115211521	0.2582611374407583	-16.47311564620462	7.828215663994223e-40	limma	Tumor-NAT	3.4261490556081387e-38
ARHGAP31	-2.920120729072907	0.21987109004739333	-16.458354891223497	8.713786248007462e-40	limma	Tumor-NAT	3.7956592135278004e-38
CORO2B	-3.263950162016201	0.23301658767772504	-16.441848830631145	9.82337468087928e-40	limma	Tumor-NAT	4.258803617545352e-38
CGNL1	-3.6044621962196217	0.07996777251184846	-16.43306247819173	1.0470615636291315e-39	limma	Tumor-NAT	4.518095225969647e-38
LDHA	3.4720874707470752	-0.6409872037914692	16.388130686028454	1.4511521443744833e-39	limma	Tumor-NAT	6.232495027544802e-38
MYL4	-4.038740198019802	0.043275829383886286	-16.358012379182117	1.806135914635739e-39	limma	Tumor-NAT	7.721021019263756e-38
MASP1	-3.705870972097209	0.1953412322274881	-16.357352112990057	1.8148223559534092e-39	limma	Tumor-NAT	7.722237163688789e-38
NOVA2	-3.2373921062106215	0.1789857819905213	-16.343092532609997	2.0129710085413507e-39	limma	Tumor-NAT	8.52590623940256e-38
RADIL	-3.8664236903690368	0.013996208530805732	-16.341531298236845	2.035940507584236e-39	limma	Tumor-NAT	8.583637250094823e-38
CFL2	-3.363231224122411	0.31291611374407574	-16.33628392744963	2.1150821335825303e-39	limma	Tumor-NAT	8.876584424546592e-38
SERPINA7	-3.7127248604860483	0.26371563981042656	-16.33091479445988	2.1992488343720315e-39	limma	Tumor-NAT	9.159534594046198e-38
SERPINA6	-3.7594453015301523	0.19294218009478661	-16.330715665273427	2.2024340608031876e-39	limma	Tumor-NAT	9.159534594046198e-38
UGT8	-4.227498865886588	0.0746767772511847	-16.324716659775504	2.3005887945815838e-39	limma	Tumor-NAT	9.524644869819521e-38
OCIAD2	4.255946840684069	-0.9982213270142181	16.318141017535016	2.4132161383267602e-39	limma	Tumor-NAT	9.9356844599979e-38
PEAK1	-2.9790180738073806	0.2321227488151659	-16.317670022127185	2.4214920237618643e-39	limma	Tumor-NAT	9.9356844599979e-38
PF4	-5.818574320432042	-0.5058938388625592	-16.3153630480969	2.4624401975672807e-39	limma	Tumor-NAT	1.0058794602595945e-37
PPP1R12B	-4.60677612961296	0.47450473933649256	-16.306395288194384	2.628308018501779e-39	limma	Tumor-NAT	1.0688840264623827e-37
ANXA2	-3.211816174617461	0.2811578199052132	-16.29981980679608	2.7569935875087675e-39	limma	Tumor-NAT	1.1162787692860388e-37
ADD3	-3.360673762376237	0.31266374407582925	-16.287562988701293	3.013939201108802e-39	limma	Tumor-NAT	1.2149611928680262e-37
ABLIM2	-3.7687649954995495	0.03426872037914671	-16.226078025446398	4.713177521422374e-39	limma	Tumor-NAT	1.8916512925499142e-37
SULT1A1	-3.309448343834383	0.2286971563981044	-16.216530753025463	5.052114716925139e-39	limma	Tumor-NAT	2.018868972315607e-37
TPPP	-4.700788640864086	-0.19287582938388637	-16.197491619023612	5.802604752501308e-39	limma	Tumor-NAT	2.3087333454649144e-37
ADD1	-3.166405927092709	0.2852561611374408	-16.177731438809342	6.699758770071672e-39	limma	Tumor-NAT	2.654201847229687e-37
DCN	-3.929891368136813	0.003763744075829258	-16.176005806634613	6.784409355139021e-39	limma	Tumor-NAT	2.6762019906902466e-37
LMOD1	-3.949814104410441	0.10607203791469197	-16.173904258386933	6.888947562067278e-39	limma	Tumor-NAT	2.705825514656425e-37
SERPINF2	-4.107153888388839	0.18307725118483412	-16.15985772990951	7.630306418021238e-39	limma	Tumor-NAT	2.9842615441716254e-37
APOC2	-5.205438505850583	-0.23693175355450255	-16.130011739931046	9.481428793041446e-39	limma	Tumor-NAT	3.6925344083408445e-37
PALM	-3.697134446444645	0.2152938388625592	-16.113972591660705	1.0655535084785222e-38	limma	Tumor-NAT	4.132279449968818e-37
RASL12	-3.254657713771377	0.24534218009478675	-16.108393300063348	1.109719656092493e-38	limma	Tumor-NAT	4.285476201321892e-37
HSPB7	-3.56338902790279	0.19169715639810406	-16.05632824420989	1.621211640853402e-38	limma	Tumor-NAT	6.234542339365531e-37
TINAGL1	-3.4503299189918994	0.15474881516587685	-16.04531458347577	1.7565939336786714e-38	limma	Tumor-NAT	6.707332080458098e-37
HBE1	-5.206179288928895	-0.34954170616113767	-16.045146149402786	1.7587498981508013e-38	limma	Tumor-NAT	6.707332080458098e-37
PLCL1	-2.979122718271827	0.22095829383886254	-16.03445895989469	1.9011030297681788e-38	limma	Tumor-NAT	7.2202636142972445e-37
COL13A1	-3.8423519936993697	-0.04370308056872052	-16.029208611680232	1.9752058573068237e-38	limma	Tumor-NAT	7.470830055352682e-37
AHSP	-6.081746453645366	-0.7030331753554503	-16.02503895858674	2.036110119634735e-38	limma	Tumor-NAT	7.669626274411004e-37
SLC6A4	-5.481495148514851	-0.7518663507109005	-15.994627206279004	2.541009304441533e-38	limma	Tumor-NAT	9.532414904947809e-37
SHE	-3.816318649864986	-0.22693317535545013	-15.992029204997769	2.589558136449724e-38	limma	Tumor-NAT	9.675052370776185e-37
EFNB1	-3.8807421062106204	0.014390047393364983	-15.96722484969762	3.1024656879363514e-38	limma	Tumor-NAT	1.154443811247895e-36
CASKIN2	-2.818917713771377	0.2477052132701421	-15.962258354674018	3.2167884019280445e-38	limma	Tumor-NAT	1.192157346859704e-36
SPARCL1	-3.709285157515751	0.054879146919431396	-15.951729972154663	3.473274427070417e-38	limma	Tumor-NAT	1.2820427814941447e-36
SCEL	-4.395183375337534	-0.20416990521326997	-15.946113961028564	3.618358533752424e-38	limma	Tumor-NAT	1.3302533313487411e-36
PI16	-4.159486075607562	0.027721800947867296	-15.924176197850413	4.245627926051302e-38	limma	Tumor-NAT	1.5546440744357577e-36
MME	-4.526518604860485	-0.35730236966824636	-15.92116215798561	4.339919934190411e-38	limma	Tumor-NAT	1.5828652426644472e-36
PARVB	-3.1340993969396935	0.18462417061611364	-15.888291188873028	5.514844964619157e-38	limma	Tumor-NAT	2.0034363663958367e-36
CLEC3B	-3.7348183078307846	0.3360620853080566	-15.872954948764708	6.167177055929944e-38	limma	Tumor-NAT	2.231595445710713e-36
MMRN1	-3.8682559045904585	0.12460142180094784	-15.839623550781754	7.86367342830778e-38	limma	Tumor-NAT	2.8343146070422276e-36
SYNPO	-3.160659162916292	0.1754194312796208	-15.828340497723255	8.538001141295034e-38	limma	Tumor-NAT	3.065342519126666e-36
TANGO2	-3.025697659765978	0.24463791469194307	-15.785595502272102	1.16611148136683e-37	limma	Tumor-NAT	4.1703232004834766e-36
CES1	-4.6693254140414036	-0.38924597156398116	-15.782533018688246	1.192452109118545e-37	limma	Tumor-NAT	4.247995091049824e-36
DOCK4	-2.8845871647164714	0.22505213270142183	-15.76555425020957	1.3496672226864711e-37	limma	Tumor-NAT	4.789494765911721e-36
ECSCR	-4.259145112511253	-0.32990047393364935	-15.752764393376784	1.4816513328989801e-37	limma	Tumor-NAT	5.237637461797895e-36
ITGA2B	-4.3432623222322215	-0.3044649289099524	-15.73427468875988	1.6956174239615304e-37	limma	Tumor-NAT	5.97104204736798e-36
GUCY1B1	-3.0129553015301536	0.2976075829383885	-15.67658116151327	2.583200202547036e-37	limma	Tumor-NAT	9.061905748706033e-36
RECK	-3.2646539333933395	0.22901800947867298	-15.627084477706935	3.707283787502448e-37	limma	Tumor-NAT	1.2955758665754753e-35
GNG11	-5.150754698469845	-0.6099201421800945	-15.622130017380309	3.8438191051409735e-37	limma	Tumor-NAT	1.3382023255814653e-35
AHSG	-3.750305337533754	0.26008530805687197	-15.617946526381965	3.963018940181729e-37	limma	Tumor-NAT	1.374494606762652e-35
APOC3	-5.2184035913591345	-0.18001753554502384	-15.592842089749514	4.7601667151408645e-37	limma	Tumor-NAT	1.644762867626304e-35
SNTB2	-2.8249120252025204	0.3020218009478672	-15.583335156049092	5.102315791664563e-37	limma	Tumor-NAT	1.7563814397449062e-35
HEG1	-2.9034078127812784	0.3022483412322275	-15.576270083523951	5.372427854165666e-37	limma	Tumor-NAT	1.8424621047625608e-35
RILP	-2.952918577857785	0.18522417061611363	-15.564963562467057	5.834786899192092e-37	limma	Tumor-NAT	1.993588341653328e-35
ZNF268	-5.353568973897389	-0.8923393364928909	-15.550642672474053	6.478002311989946e-37	limma	Tumor-NAT	2.2051599722036887e-35
UBAC1	-3.1457538433843397	0.25395829383886276	-15.539172335228267	7.044000554180551e-37	limma	Tumor-NAT	2.3889818853680236e-35
GAB1	-2.914579774977498	0.2022369668246444	-15.535908981506386	7.2138896099999814e-37	limma	Tumor-NAT	2.4376051252025676e-35
RBP2	-5.324275445544556	-0.6004331753554505	-15.514862840005367	8.412470165639011e-37	limma	Tumor-NAT	2.832198289098467e-35
TMEM100	-5.494561228622864	-0.5613315165876777	-15.489677439765154	1.01114823954415e-36	limma	Tumor-NAT	3.3917749889234607e-35
RHAG	-5.912959324932492	-1.05402701421801	-15.48844018051367	1.020328002033771e-36	limma	Tumor-NAT	3.4101216969790505e-35
PLEKHH2	-3.400629252925292	0.14026208530805678	-15.486336592607586	1.0361272547678003e-36	limma	Tumor-NAT	3.4503788400619034e-35
GMPR	-3.584389684968496	0.03660142180094778	-15.464714221979396	1.2134172142460265e-36	limma	Tumor-NAT	4.0261796448141624e-35
FBXO7	-3.318620486048606	0.2299194312796209	-15.449075742872836	1.3602768641976503e-36	limma	Tumor-NAT	4.4972318916692814e-35
CPN2	-3.8399095409540958	0.16987914691943132	-15.448101159403427	1.3699967685471266e-36	limma	Tumor-NAT	4.5131327239127744e-35
RHD	-5.79362188118812	-0.40745971563981065	-15.398201102449338	1.9727096401328795e-36	limma	Tumor-NAT	6.475419393736178e-35
BLVRB	-3.3263137083708374	0.22725924170616107	-15.394191202222329	2.031369216968191e-36	limma	Tumor-NAT	6.644240026033682e-35
AQP1	-3.538476138613863	-0.036417061611374264	-15.393661953139445	2.039240705920491e-36	limma	Tumor-NAT	6.646333804296182e-35
GIPC2	-3.9289015481548164	0.17602085308056872	-15.391344125149045	2.07407469242684e-36	limma	Tumor-NAT	6.735978974591903e-35
FHL2	3.9847914941494142	-0.6913165876777247	15.376125172660348	2.3180630715429512e-36	limma	Tumor-NAT	7.501872426250445e-35
TPSB2	-4.822124770477048	-0.3533900473933651	-15.371028341514569	2.406034652369157e-36	limma	Tumor-NAT	7.759250698219271e-35
ITGA8	-4.790171075607558	-0.052971327014217896	-15.36794579749784	2.4608526002693905e-36	limma	Tumor-NAT	7.908285401774813e-35
CAB39L	-3.691586885688568	0.0817601895734598	-15.366753796753859	2.4823838592024338e-36	limma	Tumor-NAT	7.949682944226331e-35
HPX	-3.2143835553555355	0.28315402843601906	-15.364246119840208	2.5282977053998123e-36	limma	Tumor-NAT	8.068605628586693e-35
DENND3	-2.9188754275427558	0.16547772511848335	-15.362139412971485	2.5675261739527595e-36	limma	Tumor-NAT	8.165443967058758e-35
EPB41	-4.126077767776778	-0.04568530805687218	-15.343803587070486	2.9357222692288702e-36	limma	Tumor-NAT	9.304214957407775e-35
ARAP3	-2.7944385328532846	0.348321327014218	-15.314637239080735	3.633297127769976e-36	limma	Tumor-NAT	1.1475475567468677e-34
RPIA	-4.223159765976597	-0.13450568720379155	-15.29814026621329	4.098959175351634e-36	limma	Tumor-NAT	1.290189513036194e-34
YOD1	-3.609381953195319	0.042399999999999785	-15.296276528525818	4.155186997108071e-36	limma	Tumor-NAT	1.3034240167378934e-34
AOX1	-3.7831197929792983	0.020432701421800894	-15.285493603784644	4.495985667943538e-36	limma	Tumor-NAT	1.4055307576213966e-34
CDC42EP2	-2.897803708370837	0.3320530805687205	-15.270860621507529	5.003625908621342e-36	limma	Tumor-NAT	1.5561456566145138e-34
MCAM	-3.5150622232223223	0.10410805687203795	-15.270641933097048	5.0116321875519106e-36	limma	Tumor-NAT	1.5561456566145138e-34
RNF123	-3.0123518721872173	0.25764691943127976	-15.230761452673683	6.708302294402152e-36	limma	Tumor-NAT	2.0759598110387265e-34
APOB	-4.186528334833483	-0.04279289099526069	-15.220567323859763	7.227450013634485e-36	limma	Tumor-NAT	2.229110505883039e-34
VEGFD	-4.13157104410441	-0.10433127962085298	-15.215792565583907	7.484248568255043e-36	limma	Tumor-NAT	2.3005929294592677e-34
RBP4	-3.576361197119712	0.21347203791469177	-15.196257435107903	8.633523210403972e-36	limma	Tumor-NAT	2.6450237275607634e-34
VCL	-2.853769639963997	0.36657061611374414	-15.195503624132925	8.681246774594644e-36	limma	Tumor-NAT	2.6508086081494804e-34
STOM	-3.176756759675968	0.1701312796208529	-15.193426789807697	8.814100236237435e-36	limma	Tumor-NAT	2.6824634195780882e-34
ADARB1	-2.726626219621963	0.28242322274881526	-15.190375921164781	9.012959429632337e-36	limma	Tumor-NAT	2.733931026988476e-34
LAMA3	-3.997447056705671	-0.11604644549763052	-15.189652161046268	9.060789941931497e-36	limma	Tumor-NAT	2.7393986959306704e-34
CA2	-4.2988649054905475	0.1336177725118484	-15.188592642701046	9.131267774563381e-36	limma	Tumor-NAT	2.751655151344657e-34
PROC	-3.651063861386138	0.2213156398104265	-15.188049428104517	9.16761413730974e-36	limma	Tumor-NAT	2.7535797887586213e-34
A1BG	-3.14381199819982	0.2513369668246446	-15.176433182036332	9.980451674123442e-36	limma	Tumor-NAT	2.987958675468031e-34
SYNPO2	-3.967920882088209	0.07143199052132712	-15.168294545724802	1.0592532321902415e-35	limma	Tumor-NAT	3.1609079406040614e-34
ARHGEF37	-3.255300783078307	0.20600000000000004	-15.133537378089919	1.3658453422618706e-35	limma	Tumor-NAT	4.06261635622293e-34
TMEM110-MUSTN1	-4.072969171917192	-0.05434786729857832	-15.124360735920765	1.46066940128562e-35	limma	Tumor-NAT	4.330649182972946e-34
UTRN	-2.926136867686769	0.23112085308056882	-15.114215997360596	1.5731803513890662e-35	limma	Tumor-NAT	4.649228491838234e-34
CASS4	-2.9155775877587757	0.3172900473933649	-15.086518273913233	1.9265052042797294e-35	limma	Tumor-NAT	5.675163247607369e-34
ABLIM1	-3.631118784878489	0.21833483412322272	-15.057920969662106	2.3747996114951417e-35	limma	Tumor-NAT	6.9734131722849345e-34
GOLM1	4.102142655265529	-1.033485781990521	15.054051980766907	2.4429789423567186e-35	limma	Tumor-NAT	7.150770528407834e-34
PLAC9	-4.178876894689468	0.02416729857819905	-15.035400771679813	2.8001488454574e-35	limma	Tumor-NAT	8.170212075745703e-34
BZW2	3.000727632763277	-0.6282218009478673	15.006370784237753	3.462782914919815e-35	limma	Tumor-NAT	1.007165752247722e-33
TGFBR3	-3.8918791269126913	0.13303649289099534	-14.984722472574957	4.0571231294335746e-35	limma	Tumor-NAT	1.1763097376222076e-33
LCAT	-3.3302298379837985	0.27115924170616107	-14.966292019952425	4.642890109802724e-35	limma	Tumor-NAT	1.3419120439999005e-33
NDRG2	-2.984396732673267	0.22438009478673013	-14.963407565094581	4.7419302048937287e-35	limma	Tumor-NAT	1.3662407684381899e-33
UBA52	3.8042029702970304	-0.6123691943127962	14.96285292489801	4.761215101770546e-35	limma	Tumor-NAT	1.367510250011659e-33
MINDY2	-2.8284350045004505	0.2249327014218009	-14.95497339368306	5.043815308668607e-35	limma	Tumor-NAT	1.4441653115879491e-33
HPCAL1	-2.906488073807381	0.2596345971563981	-14.94162493101493	5.561372652238395e-35	limma	Tumor-NAT	1.5874091939976114e-33
NHSL2	-2.7937823402340234	0.25030995260663513	-14.925357193752488	6.264469380394463e-35	limma	Tumor-NAT	1.78256155031596e-33
APOM	-3.8574204050405045	0.16722748815165875	-14.918089883275998	6.606659531361754e-35	limma	Tumor-NAT	1.87412986891191e-33
MYLK	-3.357849252925293	0.30021445497630345	-14.915415425566591	6.737243201306055e-35	limma	Tumor-NAT	1.9052923773293527e-33
PLCD1	-3.1193997029702976	0.2760023696682465	-14.910506010296492	6.98370800026427e-35	limma	Tumor-NAT	1.968934362896592e-33
S100A4	-3.308697074707471	0.1932066350710901	-14.904314116949086	7.307457803661724e-35	limma	Tumor-NAT	2.0539096230414344e-33
SERPINA1	-3.6587548964896497	0.2417298578199052	-14.896359327977661	7.745511421575815e-35	limma	Tumor-NAT	2.17039620352754e-33
TGFBR2	-2.8686301620162014	0.2406075829383886	-14.894369378576906	7.859141150200428e-35	limma	Tumor-NAT	2.195543048981524e-33
LMCD1	-3.2803255445544557	0.29012322274881547	-14.891736839886914	8.012030014551566e-35	limma	Tumor-NAT	2.2314717534467712e-33
FOSL2	3.61938713771377	-0.7553473933649291	14.871798662755838	9.27079867009105e-35	limma	Tumor-NAT	2.574257117124074e-33
WFS1	-3.172704230423042	0.2376241706161136	-14.866726936473071	9.621400727983533e-35	limma	Tumor-NAT	2.6635630750270074e-33
C3	-3.4308882718271834	0.20913080568720377	-14.86327700148912	9.867439402512677e-35	limma	Tumor-NAT	2.7234725389938143e-33
LMO7	-3.0662109135913598	0.16782369668246455	-14.817723535363248	1.3772408884760234e-34	limma	Tumor-NAT	3.789886528737464e-33
PDZD2	-3.449829972997299	0.09467677725118495	-14.801349772763327	1.55260746098689e-34	limma	Tumor-NAT	4.259706022068807e-33
RIPOR1	-2.577069666966697	0.25545545023696686	-14.796170418812535	1.6126012478465513e-34	limma	Tumor-NAT	4.41113633004692e-33
PEBP4	-4.4089248244824475	-0.2403104265402845	-14.793936346711694	1.6391897010164383e-34	limma	Tumor-NAT	4.470561585175693e-33
MTURN	-3.168168244824483	0.1810601895734597	-14.777944065146995	1.8427660373977364e-34	limma	Tumor-NAT	5.010906109385383e-33
FGA	-4.278180567056705	-0.09707417061611365	-14.77708924891102	1.8543332132090558e-34	limma	Tumor-NAT	5.0274857116827234e-33
ALAD	-3.1813354635463544	0.16692843601895752	-14.763649981919977	2.0460370942771328e-34	limma	Tumor-NAT	5.5309196863238604e-33
TUBB1	-3.864337866786679	-0.15524312796208536	-14.74593334226848	2.3293728521618383e-34	limma	Tumor-NAT	6.278377092146468e-33
DLC1	-2.7808364536453647	0.19102037914691944	-14.65079631478445	4.674385325314046e-34	limma	Tumor-NAT	1.2562068866947777e-32
SEC14L4	-3.9074855535553565	-0.038787677725118506	-14.643012848706432	4.948495907262755e-34	limma	Tumor-NAT	1.3259949237216322e-32
GIMAP7	-3.2717185238523845	0.19935781990521317	-14.638021385065619	5.132682759622758e-34	limma	Tumor-NAT	1.371351373363162e-32
AMOTL1	-2.6683866156615657	0.11694549763033175	-14.635201451503107	5.239754171300531e-34	limma	Tumor-NAT	1.3959008866209618e-32
TTC7B	-2.6350440504050416	0.1986298578199052	-14.634496914983844	5.266852029354419e-34	limma	Tumor-NAT	1.399064653231112e-32
PDE1C	-3.171409621962196	0.2079872037914692	-14.628767496582928	5.492485534834559e-34	limma	Tumor-NAT	1.4547963847453727e-32
PKIG	-2.896994428442844	0.24893933649289127	-14.599734286360812	6.793397297106454e-34	limma	Tumor-NAT	1.7941986941869373e-32
AGT	-3.770579828982899	0.2582483412322276	-14.587589790062736	7.425128451172982e-34	limma	Tumor-NAT	1.95542566174014e-32
ERO1A	4.095659477947795	-1.0843379146919432	14.584261285563848	7.608306074613994e-34	limma	Tumor-NAT	1.9979411751936348e-32
TOM1L2	-2.655811395139515	0.3475597156398105	-14.579648596133485	7.869651120376319e-34	limma	Tumor-NAT	2.06068271929854e-32
SERPINA5	-3.9318064536453634	0.14328862559241723	-14.549873650387097	9.786678267019806e-34	limma	Tumor-NAT	2.5553795440959955e-32
SELENOP	-3.286965382538254	0.23615971563981045	-14.544155966577177	1.020509042084822e-33	limma	Tumor-NAT	2.6570817580174503e-32
GP5	-3.6720578487848785	0.10790853080568719	-14.531773590989674	1.1173557969723714e-33	limma	Tumor-NAT	2.901021788127985e-32
RNF175	3.565063564356434	-0.7992796208530806	14.51561539089836	1.2576886394602459e-33	limma	Tumor-NAT	3.256173601487076e-32
SHROOM4	-2.91344107110711	0.14304644549763026	-14.513144111914512	1.2806534214859186e-33	limma	Tumor-NAT	3.3063161788980553e-32
BMPER	-3.780975445544554	-0.011669194312796054	-14.498888067516102	1.4215588817355254e-33	limma	Tumor-NAT	3.6598172778798915e-32
GP1BA	-3.9022885508550846	0.06415829383886265	-14.484546905410088	1.5789520276950156e-33	limma	Tumor-NAT	4.053672649872874e-32
