Feature_name	baseMean	log2FC_KO_vs_WT	lfcSE	deseq2_stat	p_deseq2	q_deseq2_BH	n_KO	n_WT
MTA2	123.537	-0.0565894	0.16144	-0.334639	0.737897	0.911186	4	3
SEH1L	12.3986	-0.120984	0.358485	-0.334569	0.73795	0.911186	4	3
POLN	8.92775	0.167443	0.38199	0.334485	0.738013	0.911186	4	3
WASHC2A	23.032	-0.0936129	0.288423	-0.334458	0.738034	0.911186	4	3
MAP3K11	49.1193	0.0768534	0.244841	0.334431	0.738054	0.911186	4	3
THAP8	2.56482	0.160685	0.421919	0.334422	0.738061		4	3
NASP	79.9963	0.0692931	0.221457	0.334283	0.738166	0.911186	4	3
USP31	20.3959	0.105982	0.32186	0.334215	0.738217	0.911186	4	3
ALPK1	26.2554	-0.101482	0.297382	-0.334212	0.73822	0.911186	4	3
PPP2R1A	31.6267	-0.110272	0.290374	-0.334171	0.73825	0.911186	4	3
ASL	7.83745	0.162088	0.400899	0.333998	0.738381	0.911186	4	3
CLTCL1	7.8264	0.108246	0.395751	0.333947	0.738419	0.911186	4	3
BEX2	34.9139	-0.0902423	0.260068	-0.333932	0.738431	0.911186	4	3
ZNF865	112.587	0.0603281	0.182235	0.333909	0.738449	0.911186	4	3
FZD8	4.71179	-0.132828	0.422595	-0.333846	0.738496		4	3
AFF1	17.8417	0.117403	0.334967	0.333709	0.738599	0.911278	4	3
PLEKHM2	105.902	-0.0667899	0.207775	-0.333574	0.738701	0.911311	4	3
WFS1	33.767	0.0852999	0.268028	0.333408	0.738827	0.911338	4	3
CERS6	67.9095	0.0933778	0.257811	0.333343	0.738875	0.911338	4	3
GPX2	2.40478	-0.136746	0.410601	-0.333313	0.738898		4	3
MAPK7	26.7583	-0.114287	0.306773	-0.333096	0.739062	0.911474	4	3
VGF	4.40568	0.0598683	0.42583	0.332854	0.739245		4	3
KATNB1	4.25491	0.0814612	0.425154	0.332211	0.73973		4	3
VPS37D	18.412	-0.108588	0.365634	-0.332126	0.739794	0.912085	4	3
MRPL50	16.3135	0.119188	0.349311	0.332068	0.739838	0.912085	4	3
PCDHB2	69.4099	-0.068778	0.216901	-0.331979	0.739905	0.912085	4	3
PSMD10	22.855	0.0976801	0.291461	0.33197	0.739912	0.912085	4	3
FBXO18	25.7864	-0.114354	0.320589	-0.331602	0.74019	0.912085	4	3
ALAS1	31.4487	-0.0917669	0.311783	-0.331582	0.740205	0.912085	4	3
PCDHB8	1.86034	0.166586	0.393793	0.331579	0.740207		4	3
NOP58	249.931	-0.0607483	0.176989	-0.331565	0.740218	0.912085	4	3
KANK4	1.97058	-0.122737	0.357973	-0.33155	0.740229		4	3
RIMS1	11.4562	-0.0938781	0.412269	-0.331412	0.740333	0.912085	4	3
LRRC23	71.0267	0.120457	0.37869	0.33128	0.740433	0.912085	4	3
HDDC2	47.4212	0.0860814	0.229256	0.331149	0.740532	0.912085	4	3
CDC14A	5.39799	-0.151638	0.420515	-0.331126	0.74055		4	3
SPTLC1	6.96051	-0.139549	0.403542	-0.330972	0.740666	0.912085	4	3
BCKDK	32.0121	0.0930872	0.262761	0.330873	0.74074	0.912085	4	3
RGL1	9.60758	0.103734	0.41614	0.330764	0.740823	0.912085	4	3
CANT1	208.409	-0.053379	0.174098	-0.330728	0.74085	0.912085	4	3
BTBD10	13.9609	0.116294	0.35668	0.330525	0.741003	0.912086	4	3
ZNF140	30.0487	0.0957631	0.277015	0.330381	0.741112	0.912127	4	3
GFPT2	1.76244	-0.117807	0.401278	-0.330038	0.741371		4	3
FOPNL	96.3099	-0.0655433	0.206268	-0.329908	0.74147	0.912472	4	3
TMEM54	50.5088	-0.0709745	0.264312	-0.32964	0.741672	0.912628	4	3
ELF3	37.9035	0.0948449	0.27707	0.329443	0.741821	0.912674	4	3
ABLIM3	23.2563	-0.101982	0.358842	-0.329389	0.741862	0.912674	4	3
SLFN12	28.5895	0.0598911	0.370665	0.329209	0.741998	0.912748	4	3
TSTD3	3.38772	0.193607	0.425822	0.329142	0.742049		4	3
DKK2	6.98385	0.0335245	0.4254	0.3289	0.742232	0.912942	4	3
PLCH2	2.32386	0.159799	0.394113	0.328392	0.742615		4	3
SUPT4H1	175.685	-0.0551251	0.168542	-0.327818	0.743049	0.91377	4	3
CCNK	55.7374	-0.0658335	0.204471	-0.327432	0.743341	0.914025	4	3
BMF	45.9868	0.0998317	0.250022	0.327286	0.743451	0.914067	4	3
NUDT13	2.11557	0.163623	0.407778	0.327285	0.743452		4	3
PCDHB12	3.90549	-0.157799	0.424479	-0.32722	0.743502		4	3
ZNF79	2.24691	0.127322	0.418259	0.32689	0.743751		4	3
ACER3	51.7371	-0.0936194	0.282265	-0.326865	0.74377	0.914365	4	3
KDSR	142.423	-0.0682987	0.197709	-0.326714	0.743884	0.914412	4	3
RASL11B	11.464	0.0828058	0.396055	0.326591	0.743977	0.914433	4	3
TMEM123	219.43	-0.0759385	0.213863	-0.326418	0.744108	0.914499	4	3
TDRD5	15.4713	-0.135057	0.353702	-0.325797	0.744578	0.914916	4	3
ZFP90	20.774	-0.133666	0.33334	-0.325768	0.7446	0.914916	4	3
KAT14	39.0336	-0.0766259	0.281876	-0.325413	0.744869	0.915152	4	3
ZFYVE21	35.0369	0.0857543	0.246267	0.325313	0.744944	0.915152	4	3
PPP1R18	68.8347	-0.101631	0.302796	-0.325034	0.745155	0.915217	4	3
CORO2A	50.9824	0.103157	0.285076	0.324923	0.745239	0.915217	4	3
CYB5RL	19.3365	0.119891	0.319284	0.324888	0.745266	0.915217	4	3
BRK1	110.685	0.0697903	0.206747	0.32484	0.745302	0.915217	4	3
RAD50	11.3634	-0.135129	0.374192	-0.324368	0.74566	0.915344	4	3
ANXA4	49.14	-0.0701349	0.226024	-0.324337	0.745683	0.915344	4	3
THNSL2	36.1521	-0.0737795	0.254449	-0.324309	0.745704	0.915344	4	3
LSM8	52.0484	-0.0727829	0.231964	-0.323915	0.746002	0.915508	4	3
SH3D19	6.73611	0.0790857	0.413791	0.323849	0.746053	0.915508	4	3
TSHZ3	29.5925	-0.172394	0.379248	-0.32382	0.746074	0.915508	4	3
CSNK1A1	589.129	0.0405869	0.122862	0.323531	0.746293	0.915616	4	3
SLFN5	89.0541	-0.111345	0.295896	-0.323503	0.746315	0.915616	4	3
THOC3	8.95883	0.109968	0.390226	0.323114	0.746609	0.915839	4	3
INTS11	57.3802	0.0745841	0.24419	0.323043	0.746663	0.915839	4	3
KIAA0586	49.3652	-0.0721282	0.225408	-0.322931	0.746748	0.915839	4	3
EAF1	98.1562	-0.0721359	0.226377	-0.322785	0.746858	0.915839	4	3
ZHX3	28.0867	-0.0875108	0.275939	-0.322696	0.746925	0.915839	4	3
FAM103A1	17.7116	-0.100962	0.317242	-0.322657	0.746955	0.915839	4	3
SCLT1	34.5734	-0.0918359	0.275596	-0.322108	0.747371	0.916255	4	3
GIPC2	0.927543	-0.0874374	0.3075	-0.321889	0.747537		4	3
CDC16	27.9646	-0.115657	0.315263	-0.321709	0.747673	0.916532	4	3
IL23A	4.06844	0.14359	0.424722	0.321707	0.747675		4	3
DSEL	4.57924	-0.179095	0.426231	-0.321406	0.747903		4	3
NPTN	1062.17	-0.0679974	0.220844	-0.321171	0.74808	0.916916	4	3
CMIP	534.414	-0.0580661	0.178245	-0.321028	0.748189	0.916916	4	3
PHACTR1	14.4536	0.154435	0.384053	0.320936	0.748259	0.916916	4	3
ANO9	2.05914	0.0623523	0.407863	0.320875	0.748305		4	3
BAHD1	26.5364	-0.0846799	0.290519	-0.320738	0.748409	0.916916	4	3
AKAP11	47.3622	-0.163807	0.367685	-0.320545	0.748556	0.916916	4	3
NEU1	58.6638	0.104399	0.270739	0.320326	0.748722	0.916916	4	3
CRISPLD2	2.39481	0.108011	0.382916	0.320318	0.748727		4	3
NOL7	151.698	0.0572523	0.175922	0.320174	0.748837	0.916916	4	3
C11orf65	44.4017	0.0858815	0.274444	0.320137	0.748864	0.916916	4	3
OSBPL3	37.6285	-0.0917257	0.277632	-0.320007	0.748963	0.916916	4	3
NAPG	66.0751	-0.0649843	0.212813	-0.319984	0.74898	0.916916	4	3
ERCC2	8.10111	-0.155618	0.401046	-0.319695	0.7492	0.917003	4	3
CXCL12	35.2058	-0.0920061	0.346205	-0.319688	0.749205	0.917003	4	3
SORT1	179.203	0.0443311	0.134204	0.319563	0.7493	0.917026	4	3
TMEM185A	1.67405	0.210728	0.407289	0.319415	0.749412		4	3
SF3B2	228.544	0.0508651	0.17977	0.319219	0.74956	0.917076	4	3
EEF1E1	41.4376	0.086666	0.260457	0.319163	0.749603	0.917076	4	3
ACAA2	33.9072	-0.0968862	0.303782	-0.319077	0.749668	0.917076	4	3
URI1	208.645	0.0600853	0.19841	0.319005	0.749723	0.917076	4	3
GDA	2.80863	-0.0686841	0.421485	-0.318714	0.749943		4	3
UGCG	271.427	0.105937	0.305061	0.318509	0.750099	0.917368	4	3
POLE4	30.1547	-0.09251	0.303498	-0.318437	0.750154	0.917368	4	3
TAF1	82.8992	0.0606473	0.190204	0.318388	0.750191	0.917368	4	3
GNGT1	2.37837	0.119802	0.417156	0.318349	0.75022		4	3
NT5DC2	5.98655	0.151872	0.412738	0.318295	0.750261		4	3
TRAIP	26.3303	0.0952806	0.277012	0.318166	0.750359	0.917428	4	3
UPP1	2.01012	-0.121112	0.415907	-0.318131	0.750385		4	3
HKR1	7.52875	0.128926	0.404992	0.318074	0.750429	0.917428	4	3
COX7A2L	47.314	0.0804325	0.235706	0.31802	0.750469	0.917428	4	3
ALYREF	679.624	-0.0571531	0.177343	-0.317782	0.750651	0.917542	4	3
UTP4	46.9933	-0.0961531	0.251884	-0.317628	0.750767	0.917542	4	3
ELF2	97.8723	-0.0700738	0.217597	-0.317534	0.750838	0.917542	4	3
AGBL4	4.4776	-0.0878632	0.412703	-0.317364	0.750968		4	3
ZSCAN21	6.95208	-0.147907	0.408165	-0.31722	0.751076	0.917557	4	3
FZD9	3.48943	-0.130166	0.415938	-0.317195	0.751096		4	3
COL27A1	21.2868	0.0836531	0.375211	0.317034	0.751218	0.917557	4	3
FAM114A2	52.4049	-0.0861216	0.263802	-0.316734	0.751445	0.917557	4	3
KCNH1	2.08231	-0.131323	0.410965	-0.316719	0.751457		4	3
FAM160B2	16.5858	0.11252	0.333321	0.316624	0.751529	0.917557	4	3
CFAP36	33.2092	0.0881128	0.363764	0.31653	0.7516	0.917557	4	3
CKLF	71.4218	0.054819	0.217023	0.316464	0.75165	0.917557	4	3
ARFGAP1	50.0424	0.0668773	0.247944	0.316431	0.751676	0.917557	4	3
INPP4A	15.9851	0.118073	0.328628	0.316421	0.751683	0.917557	4	3
IFI27L1	6.30068	0.126648	0.408492	0.316275	0.751794	0.917557	4	3
RCHY1	34.1116	0.083437	0.257734	0.316165	0.751877	0.917557	4	3
NXT2	139.446	0.0729631	0.21731	0.316091	0.751934	0.917557	4	3
ZNF516	12.0021	0.110823	0.392534	0.316016	0.75199	0.917557	4	3
RNF128	29.6185	-0.0800738	0.373515	-0.315983	0.752015	0.917557	4	3
LHX1	9.4488	0.112433	0.39239	0.315871	0.7521	0.917557	4	3
GDAP2	38.0552	0.0845009	0.257767	0.315764	0.752182	0.917557	4	3
WRAP53	6.9409	-0.161195	0.412093	-0.315658	0.752262	0.917557	4	3
TMSB4X	19.9085	0.105366	0.346834	0.315544	0.752349	0.917557	4	3
ANKRD13A	67.2432	-0.0674357	0.20551	-0.315525	0.752363	0.917557	4	3
CDKL3	1.77277	0.158656	0.391703	0.315473	0.752403		4	3
PPL	60.6964	0.0796871	0.24995	0.31546	0.752412	0.917557	4	3
MRPL22	45.6941	0.0742384	0.238245	0.315267	0.752559	0.917643	4	3
ZDHHC20	7.93068	-0.134484	0.398921	-0.315002	0.75276	0.917731	4	3
HMGCL	26.3789	0.104449	0.308971	0.31487	0.75286	0.917731	4	3
TEX9	37.2317	0.0788405	0.249075	0.314745	0.752955	0.917731	4	3
CTDSPL	97.6735	-0.062165	0.204381	-0.314442	0.753185	0.917731	4	3
ENOX1	14.7938	-0.128186	0.407499	-0.314244	0.753336	0.917731	4	3
MRPL33	119.812	-0.0638185	0.213181	-0.314175	0.753388	0.917731	4	3
GLOD4	53.6938	0.0668152	0.216756	0.314156	0.753403	0.917731	4	3
TNFRSF11A	15.4649	-0.0701251	0.397528	-0.314145	0.753411	0.917731	4	3
TFPT	7.96049	-0.166917	0.415886	-0.314125	0.753426	0.917731	4	3
VWA5A	24.0383	-0.119383	0.316314	-0.314024	0.753502	0.917731	4	3
ZADH2	105.506	-0.0527668	0.180925	-0.313963	0.753549	0.917731	4	3
ZNRF3	10.1515	0.0950912	0.39367	0.313775	0.753692	0.917811	4	3
COX10	5.6861	0.0489541	0.423446	0.313703	0.753747		4	3
F2RL1	4.09058	-0.175987	0.426384	-0.313569	0.753849		4	3
ACSS1	79.8979	-0.0786991	0.338473	-0.313519	0.753886	0.917859	4	3
AARD	8.46424	-0.114657	0.393984	-0.313359	0.754008	0.917859	4	3
GK5	70.3732	0.0753946	0.237494	0.31332	0.754037	0.917859	4	3
CADM2	5.06081	0.0328372	0.42615	0.313197	0.754131		4	3
OR11G2	4.05153	-0.104791	0.42466	-0.313136	0.754177		4	3
NAA25	100.76	-0.0601322	0.18546	-0.31308	0.75422	0.917895	4	3
UFSP2	30.6205	0.0906616	0.282969	0.312973	0.754301	0.9179	4	3
PMVK	19.0953	-0.101422	0.328928	-0.312673	0.754529	0.918039	4	3
PSMA6	9.25248	-0.146687	0.395956	-0.312531	0.754637	0.918039	4	3
NDRG3	32.2608	-0.0790751	0.272368	-0.312325	0.754794	0.918039	4	3
HPS6	107.726	0.0733633	0.211643	0.312312	0.754804	0.918039	4	3
OR52I1	1.33363	0.132012	0.382158	0.31226	0.754843		4	3
ITGAM	1.01584	-0.0977903	0.366555	-0.312204	0.754886		4	3
TMEM177	83.3772	0.0715539	0.22797	0.312057	0.754997	0.918039	4	3
UBA1	541.06	-0.0725291	0.243473	-0.312032	0.755016	0.918039	4	3
DDA1	23.7626	0.0892774	0.30137	0.312017	0.755027	0.918039	4	3
UCN	3.48865	-0.0936419	0.426572	-0.311903	0.755114		4	3
AKTIP	6.72016	0.0930653	0.402749	0.311615	0.755333	0.918243	4	3
UAP1	28.333	0.0977456	0.281946	0.311595	0.755348	0.918243	4	3
FN3K	1.99473	-0.111171	0.390101	-0.311467	0.755446		4	3
SERGEF	10.891	0.130041	0.36188	0.311115	0.755713	0.918548	4	3
JRK	25.0767	-0.0800747	0.314854	-0.311063	0.755753	0.918548	4	3
CTU2	8.10137	0.0984589	0.403051	0.310897	0.755879	0.918586	4	3
C16orf72	74.4314	0.0754263	0.217993	0.31071	0.756021	0.918586	4	3
RAD18	26.5082	0.0847877	0.29351	0.310673	0.75605	0.918586	4	3
ZNF433	2.40637	0.14971	0.399594	0.310637	0.756077		4	3
ESRP1	67.6111	-0.0639243	0.222575	-0.310619	0.75609	0.918586	4	3
CRBN	80.6514	-0.0630416	0.202219	-0.310365	0.756284	0.918613	4	3
SLC25A37	86.3759	-0.0742203	0.234197	-0.310202	0.756408	0.918613	4	3
COA5	107.045	-0.0548712	0.199781	-0.310186	0.75642	0.918613	4	3
SKA1	18.6988	-0.0802593	0.308257	-0.309921	0.756621	0.91868	4	3
DOCK4	9.4806	-0.138095	0.384135	-0.309912	0.756628	0.91868	4	3
PRIMA1	4.97128	-0.179875	0.42338	-0.30957	0.756888		4	3
ZBTB25	27.3266	-0.0926581	0.293685	-0.309538	0.756913	0.918806	4	3
GOPC	112.423	0.0740539	0.222647	0.309474	0.756961	0.918806	4	3
TBX19	1.82865	0.128112	0.405153	0.309312	0.757084		4	3
SAV1	106.249	-0.0549763	0.176112	-0.309185	0.757181	0.91898	4	3
SUCLG1	51.3894	-0.0880377	0.2668	-0.308959	0.757353	0.919033	4	3
CTDSP1	29.6644	-0.111851	0.354229	-0.308925	0.757378	0.919033	4	3
CMC1	55.9772	-0.0675421	0.222313	-0.308716	0.757538	0.919052	4	3
PCDHB16	117.259	-0.0594143	0.177853	-0.308703	0.757548	0.919052	4	3
MICU1	65.0631	-0.0780931	0.246262	-0.308362	0.757807	0.919274	4	3
RGS16	7.16155	0.215363	0.419204	0.308233	0.757905	0.9193	4	3
HIST2H2AB	1.59468	-0.138021	0.399416	-0.308114	0.757996		4	3
PTPRB	5.90036	-0.154812	0.426728	-0.308078	0.758023		4	3
GGH	57.3156	0.0694923	0.214929	0.307916	0.758146	0.919403	4	3
ARFGAP3	59.739	0.0778278	0.245967	0.307758	0.758266	0.919403	4	3
GLB1	310.176	0.07157	0.214642	0.307718	0.758297	0.919403	4	3
ITIH4	1.32699	-0.107823	0.365893	-0.307673	0.758332		4	3
NAXD	24.7883	-0.0889215	0.301291	-0.307451	0.7585	0.919557	4	3
KATNAL2	25.2725	0.124201	0.358079	0.307253	0.758651	0.919647	4	3
GALNT14	3.06405	-0.174355	0.413015	-0.307233	0.758666		4	3
SORCS1	4.04264	-0.105852	0.426694	-0.306987	0.758853		4	3
RANBP9	76.4718	0.0610404	0.194536	0.306985	0.758854	0.9198	4	3
ZC3HC1	9.96143	0.126463	0.392252	0.306731	0.759048	0.919881	4	3
BTF3L4	51.0076	-0.0715772	0.243213	-0.306696	0.759075	0.919881	4	3
SNX16	47.0145	-0.0624439	0.245143	-0.306231	0.759429	0.920036	4	3
MTDH	1044.46	0.0313277	0.0996142	0.306209	0.759445	0.920036	4	3
LRWD1	39.3066	-0.107717	0.307453	-0.306133	0.759503	0.920036	4	3
ACSL6	2.52833	-0.107401	0.419618	-0.306061	0.759559		4	3
UPF3A	40.5948	-0.119411	0.320703	-0.306059	0.759559	0.920036	4	3
PITPNB	189.903	-0.0640169	0.206635	-0.305229	0.760191	0.920434	4	3
SEMA3A	18.5601	-0.122689	0.368617	-0.305193	0.760219	0.920434	4	3
PLXNA2	33.7223	0.0793206	0.388644	0.305192	0.76022	0.920434	4	3
ERLIN1	235.505	0.0482244	0.160025	0.304957	0.760399	0.920556	4	3
CREB3L1	4.58078	-0.0932232	0.425955	-0.304799	0.760519		4	3
VDAC2	210.61	0.0501842	0.166334	0.304674	0.760614	0.920723	4	3
AMBP	1.1058	0.188132	0.28001	0.304282	0.760913		4	3
ECH1	111.638	-0.0703176	0.244054	-0.304193	0.760981	0.920809	4	3
HTRA1	44.3849	0.0208355	0.380419	0.304118	0.761038	0.920809	4	3
RFC2	46.98	-0.06871	0.235934	-0.304089	0.76106	0.920809	4	3
ZNF596	7.96449	0.155729	0.378184	0.304066	0.761078	0.920809	4	3
ZNF747	16.9899	0.114423	0.333007	0.303976	0.761146	0.920809	4	3
CERS4	3.71139	-0.134727	0.426442	-0.303842	0.761248		4	3
IL6ST	337.927	0.121919	0.383133	0.303802	0.761278	0.920877	4	3
LPIN2	3.76023	0.173648	0.424714	0.303723	0.761339		4	3
C22orf39	21.9592	0.0889864	0.293768	0.303633	0.761407	0.920939	4	3
NEK7	20.2096	-0.0983713	0.308802	-0.30336	0.761615	0.921098	4	3
MYCBP	114.057	-0.0536744	0.178572	-0.303157	0.76177	0.921193	4	3
ZNF696	10.5866	-0.0960516	0.373793	-0.302959	0.761921	0.921276	4	3
TAF1D	279.642	0.0431743	0.15326	0.302865	0.761992	0.921276	4	3
IFT57	70.4632	-0.0875201	0.256403	-0.302611	0.762186	0.921417	4	3
AC013394.1	3.43343	0.150861	0.426164	0.302374	0.762367		4	3
CD101	6.21181	-0.150933	0.412228	-0.302196	0.762503	0.921455	4	3
MREG	33.192	0.114728	0.317565	0.302146	0.762541	0.921455	4	3
HECW2	9.7522	-0.171552	0.414166	-0.301758	0.762836	0.921455	4	3
GPN3	34.2658	-0.0853066	0.273806	-0.301744	0.762847	0.921455	4	3
TMEM127	98.4576	-0.0599158	0.219286	-0.301711	0.762873	0.921455	4	3
P4HB	230.316	-0.0662082	0.210268	-0.301658	0.762913	0.921455	4	3
OTUD5	54.6872	-0.0826157	0.260517	-0.301594	0.762962	0.921455	4	3
LAMA3	9.03514	0.136791	0.415225	0.301423	0.763092	0.921455	4	3
CDC37	303.175	0.0445609	0.154242	0.301388	0.763118	0.921455	4	3
HS6ST3	111.129	-0.0673116	0.238775	-0.301306	0.763181	0.921455	4	3
MMAB	134.622	-0.0558975	0.185821	-0.301171	0.763284	0.921455	4	3
OLFML3	12.4303	-0.170166	0.409191	-0.301118	0.763324	0.921455	4	3
ALDH1B1	6.9385	0.102372	0.403757	0.301089	0.763347	0.921455	4	3
XKR8	9.34597	-0.0827692	0.384765	-0.301056	0.763372	0.921455	4	3
TFB2M	9.78186	0.11316	0.388641	0.300957	0.763448	0.921455	4	3
FAM161B	8.95276	-0.122731	0.39792	-0.30083	0.763544	0.921479	4	3
ZNF211	1.91758	0.114689	0.412074	0.300712	0.763634		4	3
CLIC4	194.45	-0.0537666	0.187912	-0.299894	0.764258	0.922155	4	3
LRMP	3.51634	-0.121928	0.423878	-0.299539	0.764529		4	3
EIF4E1B	5.09329	-0.0828792	0.42622	-0.299486	0.764569		4	3
ZNF77	4.19268	0.165023	0.422212	0.299379	0.764651		4	3
SLC25A30	7.49323	-0.129167	0.394061	-0.299357	0.764668	0.922556	4	3
PGBD4	14.065	0.0983726	0.366485	0.298978	0.764957	0.922812	4	3
RNF138	16.1539	0.0906072	0.332191	0.298839	0.765063	0.922848	4	3
PLEKHJ1	73.994	-0.0577588	0.196239	-0.298544	0.765288	0.923027	4	3
ID1	83.0316	0.0457245	0.424689	0.298436	0.765371	0.923033	4	3
ZNF658	3.38484	0.128663	0.426094	0.298164	0.765578		4	3
NDUFA8	18.7042	0.102711	0.31287	0.297876	0.765798	0.923387	4	3
WRB	13.3133	0.0729626	0.384939	0.297788	0.765865	0.923387	4	3
LCLAT1	174.452	0.0541876	0.173096	0.297749	0.765895	0.923387	4	3
RANBP1	29.8461	-0.0763062	0.271794	-0.297533	0.766059	0.92349	4	3
PKP1	14.7095	0.0042324	0.424624	0.297435	0.766135	0.92349	4	3
KIAA1522	92.5947	0.0669082	0.212372	0.297311	0.766229	0.923511	4	3
UBE2V2	883.845	0.0506337	0.158944	0.29685	0.766581	0.923785	4	3
COPS8	194.589	-0.0459352	0.153992	-0.296659	0.766727	0.923785	4	3
LDOC1	95.7823	0.0674366	0.227745	0.29665	0.766734	0.923785	4	3
PRIM2	12.0577	-0.108374	0.366457	-0.296609	0.766765	0.923785	4	3
LMO4	507.903	-0.0793762	0.282056	-0.2959	0.767307	0.924345	4	3
KCNN4	1.36482	0.218954	0.345388	0.295704	0.767456		4	3
EFCC1	2.67095	-0.0604385	0.422228	-0.29562	0.767521		4	3
ZNF746	9.43512	-0.110019	0.375435	-0.295495	0.767616	0.924532	4	3
TRIT1	23.8538	0.0774534	0.29459	0.295357	0.767721	0.924566	4	3
PAX6	15.2552	0.0716179	0.420577	0.295187	0.767851	0.924629	4	3
ARCN1	219.579	-0.0423179	0.140416	-0.294898	0.768072	0.924679	4	3
RPS19BP1	34.4139	-0.0896007	0.304594	-0.294776	0.768165	0.924679	4	3
COG3	37.6979	0.0767696	0.285206	0.294718	0.768209	0.924679	4	3
GNA13	46.8188	0.0689131	0.251249	0.294599	0.7683	0.924679	4	3
FAM117A	8.66738	-0.135264	0.398386	-0.294426	0.768432	0.924679	4	3
TMEM63C	3.01631	0.148032	0.414712	0.294283	0.768541		4	3
USPL1	8.44825	0.0962352	0.400861	0.294198	0.768607	0.924735	4	3
MTHFD1	70.4668	-0.0774025	0.246675	-0.294164	0.768633	0.924735	4	3
MEIOB	1.34447	-0.0789444	0.390124	-0.29404	0.768727		4	3
EML6	5.81303	0.129236	0.410787	0.293976	0.768776		4	3
SFT2D1	44.3077	-0.0573273	0.223106	-0.293933	0.768809	0.924854	4	3
PCDHA4	4.05976	0.163476	0.422424	0.293827	0.76889		4	3
DENND4A	48.7787	0.0781187	0.281947	0.29341	0.769209	0.924914	4	3
AACS	164.721	-0.0546969	0.185004	-0.293399	0.769217	0.924914	4	3
TMEM169	2.21622	-0.114477	0.41729	-0.293271	0.769315		4	3
EEPD1	2.32932	0.18867	0.412929	0.293264	0.76932		4	3
MRGBP	72.3168	-0.0700523	0.226405	-0.293165	0.769396	0.924914	4	3
SLC7A6OS	35.3477	0.0717193	0.268915	0.293141	0.769415	0.924914	4	3
A2ML1	2.19543	0.154017	0.419595	0.292895	0.769602		4	3
VAX2	3.42143	0.209927	0.422978	0.292833	0.76965		4	3
BACH1	38.7128	-0.102463	0.324066	-0.292785	0.769686	0.924914	4	3
THSD4	34.6348	0.11564	0.354498	0.292732	0.769727	0.924914	4	3
GEN1	31.2061	0.0777214	0.284658	0.292645	0.769794	0.924914	4	3
CCNI2	6.94541	0.149656	0.419779	0.292559	0.769859	0.924914	4	3
TMEM69	13.556	-0.133729	0.364311	-0.29247	0.769927	0.924914	4	3
PLOD1	11.7016	-0.0957334	0.363527	-0.292468	0.769929	0.924914	4	3
CHMP1B	42.3774	-0.0733148	0.265056	-0.292349	0.77002	0.924914	4	3
C14orf28	6.71405	0.146846	0.404986	0.292297	0.770059	0.924914	4	3
PLEKHA4	27.8615	-0.121395	0.349001	-0.29221	0.770126	0.924914	4	3
PLIN2	24.3245	0.0768144	0.293977	0.292166	0.77016	0.924914	4	3
CHD3	302.841	0.0479105	0.160147	0.292045	0.770252	0.924914	4	3
CSPP1	105.006	-0.0705413	0.246896	-0.292039	0.770257	0.924914	4	3
JAM2	2.30059	0.19523	0.416049	0.291936	0.770336		4	3
PPIL1	72.2658	0.0834181	0.266484	0.29175	0.770478	0.924914	4	3
TRIM33	144.747	0.0443004	0.148041	0.291634	0.770567	0.924914	4	3
NR2C2AP	16.1306	0.101347	0.339667	0.291611	0.770584	0.924914	4	3
CRABP1	32.7241	-0.087915	0.373233	-0.291383	0.770758	0.924914	4	3
ABHD8	15.2549	0.0919727	0.347196	0.291281	0.770837	0.924914	4	3
PDPR	23.6096	-0.101588	0.31066	-0.291273	0.770843	0.924914	4	3
PTMA	66.8276	0.0752904	0.275404	0.29115	0.770936	0.924914	4	3
CETN2	195.048	0.0640608	0.206271	0.291116	0.770963	0.924914	4	3
BATF2	12.0376	0.0307159	0.387158	0.291113	0.770965	0.924914	4	3
USP34	193.301	-0.04941	0.169915	-0.291055	0.771009	0.924914	4	3
CDC25C	3.34718	0.0839479	0.424084	0.290958	0.771083		4	3
SRCIN1	7.22415	-0.118361	0.413779	-0.290936	0.7711	0.924914	4	3
UQCC2	67.7332	-0.0612541	0.219792	-0.290904	0.771125	0.924914	4	3
HOXA9	7.21161	-0.151598	0.41909	-0.290773	0.771225	0.924914	4	3
PPP2R2D	47.0562	-0.0656025	0.251477	-0.290722	0.771264	0.924914	4	3
YAP1	227.112	0.0449438	0.177738	0.290699	0.771281	0.924914	4	3
RHOU	9.0369	0.107043	0.373587	0.29043	0.771487	0.924914	4	3
ARNT2	23.7253	-0.0901381	0.342129	-0.290146	0.771705	0.924914	4	3
ACTR6	248.797	-0.0741424	0.241061	-0.290138	0.77171	0.924914	4	3
MPDZ	38.2481	0.0700647	0.256751	0.2901	0.77174	0.924914	4	3
SIMC1	23.0092	-0.0766097	0.296238	-0.289985	0.771828	0.924914	4	3
NCF4	0.971995	0.213938	0.340585	0.289981	0.771831		4	3
PMEPA1	677.897	-0.0906809	0.281389	-0.289955	0.771851	0.924914	4	3
DIABLO	4.49328	-0.130005	0.42369	-0.289953	0.771852		4	3
PHKA2	23.9764	-0.0760101	0.309907	-0.289896	0.771896	0.924914	4	3
RPTOR	17.4087	0.094728	0.325859	0.289748	0.772009	0.924914	4	3
GNB4	331.316	-0.0565965	0.196837	-0.289732	0.772021	0.924914	4	3
TXLNB	6.92108	0.0802565	0.417984	0.289468	0.772223	0.925063	4	3
