gene_short_name	note	MCF7_KO	MCF7_WT	T47D_KO	T47D_WT	log2FC_T47D_KO_vs_WT	log2FC_MCF7_KO_vs_WT	log2FC_mean_bothlines	same_direction_both_lines
CSMD3	group-mean FPKM only; no per-replicate data in GEO	1.06208	3.02197	10.275	15.4684	-0.567532	-1.17291	-0.870223	True
NTM	group-mean FPKM only; no per-replicate data in GEO	5.42441	3.89828	0.189592	2.60115	-2.16899	0.429732	-0.869628	False
PALM3	group-mean FPKM only; no per-replicate data in GEO	6.17446	14.2591	2.27148	3.68309	-0.593912	-1.14488	-0.869397	True
FGFR4	group-mean FPKM only; no per-replicate data in GEO	10.2899	15.3125	6.51886	15.474	-1.18642	-0.551384	-0.8689	True
TPTE2P3	group-mean FPKM only; no per-replicate data in GEO	0.518742	1.73719	2.90581	4.66937	-0.601991	-1.1349	-0.868445	True
CERS4	group-mean FPKM only; no per-replicate data in GEO	10.8785	18.5512	9.8113	20.0076	-0.991932	-0.743571	-0.867752	True
SCARA3	group-mean FPKM only; no per-replicate data in GEO	1.10697	3.09201	1.1737	1.96682	-0.559611	-1.16045	-0.86003	True
RUNX1	group-mean FPKM only; no per-replicate data in GEO	5.91618	11.2252	4.46318	8.42916	-0.84726	-0.869826	-0.858543	True
MIR6819	group-mean FPKM only; no per-replicate data in GEO	2.09251	4.54205	1.54664	2.95665	-0.756117	-0.959661	-0.857889	True
CLEC7A	group-mean FPKM only; no per-replicate data in GEO	1.27227	6.95719	3.30711	2.46539	0.360474	-2.07303	-0.85628	False
SULF1	group-mean FPKM only; no per-replicate data in GEO	0.0275854	0.0549528	3.73139	12.6688	-1.63792	-0.0729604	-0.85544	True
PDE7B	group-mean FPKM only; no per-replicate data in GEO	0.263858	2.43339	0.487565	0.339186	0.234885	-1.94119	-0.853154	False
PMS2P5	group-mean FPKM only; no per-replicate data in GEO	3.85951	5.33655	2.12202	5.87854	-1.28255	-0.42095	-0.851749	True
AMOTL2	group-mean FPKM only; no per-replicate data in GEO	3.42518	8.74581	3.36077	4.81704	-0.461735	-1.23604	-0.848888	True
SAMD11	group-mean FPKM only; no per-replicate data in GEO	4.95836	10.04	4.97536	8.63102	-0.737822	-0.949335	-0.843579	True
OAS1	group-mean FPKM only; no per-replicate data in GEO	0.136714	0.839395	1.10937	1.96057	-0.612497	-1.07286	-0.84268	True
SYNM	group-mean FPKM only; no per-replicate data in GEO	4.32395	8.283	4.44173	8.21447	-0.818397	-0.864499	-0.841448	True
HSPB1	group-mean FPKM only; no per-replicate data in GEO	543.696	709.958	263.016	646.746	-1.29642	-0.384623	-0.840523	True
SNORD114-21	group-mean FPKM only; no per-replicate data in GEO	0.496386	3.0334	0.549285	0.448286	0.146012	-1.82628	-0.840134	False
CAV1	group-mean FPKM only; no per-replicate data in GEO	3.02363	0.93388	2.07625	19.7793	-2.97666	1.29714	-0.839763	False
SIPA1	group-mean FPKM only; no per-replicate data in GEO	0.112107	0.753699	1.86044	3.18562	-0.642852	-1.03434	-0.838593	True
IGSF5	group-mean FPKM only; no per-replicate data in GEO	0.853907	1.97614	1.05867	2.22429	-0.805565	-0.870964	-0.838265	True
LRRC26	group-mean FPKM only; no per-replicate data in GEO	1.65342	2.61031	1.02262	2.86453	-1.14385	-0.530429	-0.837139	True
OAS3	group-mean FPKM only; no per-replicate data in GEO	2.96373	4.51072	2.99109	7.1991	-1.14101	-0.532691	-0.836852	True
NUPR1	group-mean FPKM only; no per-replicate data in GEO	3.46693	20.6288	0.339533	0	0.747659	-2.41312	-0.832729	False
BLNK	group-mean FPKM only; no per-replicate data in GEO	0.660969	1.73794	1.71163	3.13286	-0.715996	-0.946842	-0.831419	True
CTSF	group-mean FPKM only; no per-replicate data in GEO	3.13485	3.21639	0.446706	2.43135	-1.63058	-0.0320061	-0.831291	True
PSD4	group-mean FPKM only; no per-replicate data in GEO	4.09898	9.33956	5.60468	8.52191	-0.563517	-1.09728	-0.830399	True
MAK	group-mean FPKM only; no per-replicate data in GEO	1.24473	1.34266	0	0.993001	-1.57822	-0.0787861	-0.828501	True
FAM84A,LOC653602	group-mean FPKM only; no per-replicate data in GEO	19.0567	18.8678	3.15017	11.1191	-1.67046	0.0140029	-0.82823	False
ATP1B1	group-mean FPKM only; no per-replicate data in GEO	19.0541	35.8052	26.2918	44.9418	-0.762228	-0.892705	-0.827467	True
C20orf96	group-mean FPKM only; no per-replicate data in GEO	2.32255	3.49637	1.99772	5.05236	-1.15249	-0.501691	-0.82709	True
COMTD1	group-mean FPKM only; no per-replicate data in GEO	14.1727	15.3221	6.26214	19.1797	-1.54116	-0.108807	-0.824982	True
MIR30A	group-mean FPKM only; no per-replicate data in GEO	1.00605	1.71202	1.96293	4.76064	-1.09486	-0.554595	-0.824729	True
C3orf14	group-mean FPKM only; no per-replicate data in GEO	329.925	455.376	231.763	524.813	-1.17742	-0.464319	-0.820868	True
NT5C1B-RDH14	group-mean FPKM only; no per-replicate data in GEO	1.05238	2.30358	0.973566	2.04336	-0.787424	-0.852788	-0.820106	True
PPP4R1-AS1	group-mean FPKM only; no per-replicate data in GEO	0.902972	1.97778	0.373769	1.03901	-0.816679	-0.820562	-0.81862	True
STOX1	group-mean FPKM only; no per-replicate data in GEO	1.08543	2.89257	2.17508	3.38709	-0.539108	-1.0975	-0.818306	True
CLDN9	group-mean FPKM only; no per-replicate data in GEO	1.02629	4.23485	0	0	0	-1.63329	-0.816645	False
TACSTD2	group-mean FPKM only; no per-replicate data in GEO	29.539	59.9174	38.5188	59.6053	-0.623323	-1.00813	-0.815725	True
ZG16B	group-mean FPKM only; no per-replicate data in GEO	17.3305	22.0844	6.84131	17.4352	-1.28868	-0.340979	-0.814832	True
ZNF415	group-mean FPKM only; no per-replicate data in GEO	1.386	2.19998	0.339013	1.31134	-1.11029	-0.517619	-0.813956	True
CYP2J2	group-mean FPKM only; no per-replicate data in GEO	10.4899	21.6021	18.6809	28.8955	-0.615925	-1.00801	-0.811965	True
ST8SIA4	group-mean FPKM only; no per-replicate data in GEO	1.69484	7.2703	26.6858	23.0855	0.204953	-1.82385	-0.809451	False
ODAM	group-mean FPKM only; no per-replicate data in GEO	0.550406	6.69447	9.49254	3.97675	1.1584	-2.77594	-0.808771	False
COL9A2	group-mean FPKM only; no per-replicate data in GEO	1.00094	3.60184	4.50189	5.1159	-0.167044	-1.4504	-0.808724	True
COL12A1	group-mean FPKM only; no per-replicate data in GEO	0.98413	6.88192	12.201	7.31375	0.700855	-2.31438	-0.806762	False
SERPINA5	group-mean FPKM only; no per-replicate data in GEO	1.85934	3.96215	0.230859	0.681429	-0.692868	-0.919356	-0.806112	True
C1QTNF9B-AS1	group-mean FPKM only; no per-replicate data in GEO	1.17302	1.26115	1.02408	3.92036	-1.53623	-0.0740631	-0.805144	True
DLGAP1-AS2	group-mean FPKM only; no per-replicate data in GEO	0.890749	1.82276	1.50401	3.16267	-0.870006	-0.739978	-0.804992	True
KMO	group-mean FPKM only; no per-replicate data in GEO	1.60391	0.881488	0.504965	4.16564	-2.21493	0.60685	-0.80404	False
B3GNT3	group-mean FPKM only; no per-replicate data in GEO	4.59238	3.96735	2.72118	10.5066	-1.77271	0.188921	-0.791893	False
ERLIN1	group-mean FPKM only; no per-replicate data in GEO	12.9147	19.5785	5.8207	12.1434	-1.00023	-0.581837	-0.791032	True
BATF	group-mean FPKM only; no per-replicate data in GEO	4.6509	13.1232	1.50697	1.77124	-0.178461	-1.40317	-0.790815	True
KIAA2012	group-mean FPKM only; no per-replicate data in GEO	0.54829	7.02262	0.69895	0	1.26177	-2.8432	-0.790713	False
ENTPD1	group-mean FPKM only; no per-replicate data in GEO	6.49994	16.186	4.21265	5.40542	-0.325501	-1.25322	-0.789362	True
SPINK8	group-mean FPKM only; no per-replicate data in GEO	0.654066	0.352105	1.01126	5.60248	-2.01364	0.437623	-0.788011	False
ADAMTSL3	group-mean FPKM only; no per-replicate data in GEO	0.888963	1.21561	0.570763	2.08171	-1.26969	-0.304713	-0.787201	True
TMEM31	group-mean FPKM only; no per-replicate data in GEO	3.22212	5.21825	0.821831	2.06113	-0.954243	-0.619449	-0.786846	True
LARGE	group-mean FPKM only; no per-replicate data in GEO	5.67418	7.12738	3.01633	7.96286	-1.26707	-0.30494	-0.786007	True
LOC103344931	group-mean FPKM only; no per-replicate data in GEO	2.05238	4.13256	0.727144	1.50039	-0.704977	-0.859967	-0.782472	True
EBF4	group-mean FPKM only; no per-replicate data in GEO	1.13605	2.22223	0.197939	0.736882	-0.825535	-0.734572	-0.780054	True
ARSD	group-mean FPKM only; no per-replicate data in GEO	8.82288	13.561	11.0098	21.917	-0.96173	-0.592852	-0.777291	True
HLA-DRB1	group-mean FPKM only; no per-replicate data in GEO	2.80733	7.60434	2.29385	2.84354	-0.259122	-1.29303	-0.776075	True
HEPHL1	group-mean FPKM only; no per-replicate data in GEO	1.28942	2.98892	2.18082	3.53147	-0.588632	-0.963288	-0.77596	True
CAB39L	group-mean FPKM only; no per-replicate data in GEO	4.183	16.1341	20.3966	16.7354	0.277893	-1.82864	-0.775373	False
DDX60L	group-mean FPKM only; no per-replicate data in GEO	4.64327	8.10609	1.7175	3.3808	-0.80742	-0.742672	-0.775046	True
SLC25A30	group-mean FPKM only; no per-replicate data in GEO	4.31153	10.6153	26.6464	33.9004	-0.341664	-1.20798	-0.774822	True
ID3	group-mean FPKM only; no per-replicate data in GEO	11.1312	19.1293	11.4447	20.1883	-0.792444	-0.755009	-0.773727	True
ZNF833P	group-mean FPKM only; no per-replicate data in GEO	3.13492	5.91289	3.97735	6.91679	-0.72815	-0.819051	-0.7736	True
PPL	group-mean FPKM only; no per-replicate data in GEO	5.19501	8.58271	1.75659	3.62311	-0.869589	-0.673424	-0.771507	True
KCNJ8	group-mean FPKM only; no per-replicate data in GEO	0.580242	5.36406	12.8254	6.63141	0.90192	-2.44055	-0.769313	False
CREB3L4	group-mean FPKM only; no per-replicate data in GEO	29.8847	48.8929	48.0784	86.2291	-0.836201	-0.700959	-0.76858	True
TUSC8	group-mean FPKM only; no per-replicate data in GEO	0.623287	2.83019	0.237213	0.220719	0.0326446	-1.56788	-0.767617	False
LCP1	group-mean FPKM only; no per-replicate data in GEO	15.2941	26.0988	8.76125	15.3807	-0.777996	-0.751975	-0.764986	True
PALMD	group-mean FPKM only; no per-replicate data in GEO	0.140934	0.156301	1.8309	6.0716	-1.49536	-0.0341818	-0.76477	True
LOC100507377	group-mean FPKM only; no per-replicate data in GEO	0.539968	0.975703	0.561189	1.64721	-1.01678	-0.504863	-0.760822	True
TNFSF10	group-mean FPKM only; no per-replicate data in GEO	0.46846	2.44629	1.48368	1.36884	0.0860363	-1.60514	-0.759549	False
MDFIC	group-mean FPKM only; no per-replicate data in GEO	0.080774	1.52756	2.05017	1.59336	0.284773	-1.8037	-0.759461	False
SPATA6L	group-mean FPKM only; no per-replicate data in GEO	0.508223	0.563799	5.10564	14.7051	-1.4396	-0.0774108	-0.758508	True
SDC1	group-mean FPKM only; no per-replicate data in GEO	47.3298	46.7893	10.5055	31.341	-1.53266	0.016396	-0.758132	False
ATP5J2-PTCD1	group-mean FPKM only; no per-replicate data in GEO	7.42551	8.03405	4.61211	12.9469	-1.39528	-0.106727	-0.751005	True
HRC	group-mean FPKM only; no per-replicate data in GEO	5.11536	4.77295	1.25033	4.77681	-1.59204	0.0907682	-0.750635	False
TSPAN15	group-mean FPKM only; no per-replicate data in GEO	23.822	32.451	18.3741	38.9112	-1.0622	-0.43806	-0.750129	True
MIR3912	group-mean FPKM only; no per-replicate data in GEO	0.861486	0.941023	0.487581	2.13913	-1.41809	-0.0819112	-0.750001	True
PHACTR1	group-mean FPKM only; no per-replicate data in GEO	0.38414	3.83197	6.00714	3.25019	0.79506	-2.29268	-0.748808	False
LMBR1	group-mean FPKM only; no per-replicate data in GEO	38.4466	29.1569	20.3003	76.6061	-1.89024	0.39313	-0.748556	False
SEMA3C	group-mean FPKM only; no per-replicate data in GEO	99.4577	85.6425	12.1211	40.8213	-1.71105	0.214593	-0.748228	False
GTF2I	group-mean FPKM only; no per-replicate data in GEO	13.8329	16.8182	4.0673	10.1557	-1.22221	-0.272958	-0.747585	True
IGFBP5	group-mean FPKM only; no per-replicate data in GEO	10.6029	8.3798	19.949	71.4416	-1.8148	0.322337	-0.746229	False
SUSD2	group-mean FPKM only; no per-replicate data in GEO	1.33032	6.75296	6.00373	4.09945	0.499806	-1.98647	-0.743334	False
IL17RE	group-mean FPKM only; no per-replicate data in GEO	2.66525	3.7719	1.80949	4.29451	-1.05381	-0.432558	-0.743184	True
FOXD2	group-mean FPKM only; no per-replicate data in GEO	2.90849	5.78977	2.2093	3.61172	-0.601822	-0.883875	-0.742848	True
CD163L1	group-mean FPKM only; no per-replicate data in GEO	2.10768	4.07895	3.70177	6.20093	-0.673364	-0.81225	-0.742807	True
LOC101929574	group-mean FPKM only; no per-replicate data in GEO	1.64315	1.52435	0.582154	2.70358	-1.56578	0.0822741	-0.741753	False
FAM86FP	group-mean FPKM only; no per-replicate data in GEO	8.31578	15.1534	4.46039	7.29582	-0.652247	-0.828316	-0.740282	True
SAMD4A	group-mean FPKM only; no per-replicate data in GEO	3.79203	8.24098	4.07488	5.75402	-0.45105	-1.02613	-0.738592	True
PLLP	group-mean FPKM only; no per-replicate data in GEO	2.10031	3.97187	4.61789	7.78182	-0.694399	-0.782195	-0.738297	True
RNY3	group-mean FPKM only; no per-replicate data in GEO	879.581	1361.84	944.302	1697.67	-0.845897	-0.630379	-0.738138	True
ZNF480	group-mean FPKM only; no per-replicate data in GEO	1.06863	1.97765	0.790376	1.77257	-0.816533	-0.659467	-0.738	True
CACNA1D	group-mean FPKM only; no per-replicate data in GEO	4.65225	9.71471	6.05402	8.69425	-0.488352	-0.987374	-0.737863	True
RNY5	group-mean FPKM only; no per-replicate data in GEO	29.9498	39.9735	40.562	85.1414	-1.0605	-0.410545	-0.735525	True
RND1	group-mean FPKM only; no per-replicate data in GEO	1.62838	2.7752	1.19037	2.5439	-0.848582	-0.621827	-0.735205	True
APOD	group-mean FPKM only; no per-replicate data in GEO	1.17902	7.61962	0.946317	0.325589	0.808888	-2.27379	-0.732452	False
LGALS3	group-mean FPKM only; no per-replicate data in GEO	55.7079	120.188	102.02	131.12	-0.360473	-1.10244	-0.731455	True
C19orf67	group-mean FPKM only; no per-replicate data in GEO	0.567335	2.43973	0.480818	0.48102	-0.000297093	-1.46167	-0.730984	True
CLDN23	group-mean FPKM only; no per-replicate data in GEO	1.01006	1.62925	1.24406	2.90587	-0.965574	-0.495739	-0.730657	True
STYXL1	group-mean FPKM only; no per-replicate data in GEO	30.6859	30.9987	7.79467	22.1022	-1.44621	-0.0143984	-0.730303	True
NEURL1B	group-mean FPKM only; no per-replicate data in GEO	4.48001	7.40506	2.3582	4.44724	-0.791517	-0.666628	-0.729072	True
EPHA6	group-mean FPKM only; no per-replicate data in GEO	1.97436	2.44921	0.716181	2.29723	-1.20164	-0.253273	-0.727457	True
BCAS1	group-mean FPKM only; no per-replicate data in GEO	11.1235	11.0035	5.18176	15.1905	-1.46548	0.0149717	-0.725255	False
C9orf47	group-mean FPKM only; no per-replicate data in GEO	19.5272	31.9793	7.19671	12.4675	-0.752587	-0.69756	-0.725073	True
DMC1	group-mean FPKM only; no per-replicate data in GEO	10.047	13.8278	10.2515	21.1117	-1.00727	-0.441984	-0.72463	True
NPAS3	group-mean FPKM only; no per-replicate data in GEO	1.63419	8.06768	5.71958	3.72029	0.559475	-2.00522	-0.72287	False
PVRL4	group-mean FPKM only; no per-replicate data in GEO	1.70386	3.15748	0.980613	1.92878	-0.714037	-0.730817	-0.722427	True
SRRM2-AS1	group-mean FPKM only; no per-replicate data in GEO	3.42214	5.30112	2.54518	5.10457	-0.880076	-0.56469	-0.722383	True
ITGB7	group-mean FPKM only; no per-replicate data in GEO	1.31541	3.00379	1.18888	1.87749	-0.493372	-0.948621	-0.720997	True
LSM11	group-mean FPKM only; no per-replicate data in GEO	6.83297	11.7035	14.4258	23.8252	-0.704643	-0.734825	-0.719734	True
ANK3	group-mean FPKM only; no per-replicate data in GEO	15.5065	25.9016	10.4595	17.5208	-0.717481	-0.721967	-0.719724	True
SHROOM3	group-mean FPKM only; no per-replicate data in GEO	5.04149	9.62645	3.98269	6.1499	-0.568968	-0.869783	-0.719375	True
WNT3A	group-mean FPKM only; no per-replicate data in GEO	1.83315	3.24129	1.56412	2.98252	-0.754605	-0.681257	-0.717931	True
ASPHD1	group-mean FPKM only; no per-replicate data in GEO	2.42983	2.83954	0.258434	1.29271	-1.24105	-0.188832	-0.71494	True
IGSF23	group-mean FPKM only; no per-replicate data in GEO	2.01536	4.79835	2.50027	3.33693	-0.35486	-1.07478	-0.714819	True
MACROD2	group-mean FPKM only; no per-replicate data in GEO	2.89009	7.66545	7.65759	8.62314	-0.161387	-1.26821	-0.714798	True
TAF6	group-mean FPKM only; no per-replicate data in GEO	14.3822	16.0943	4.66369	11.9519	-1.26989	-0.1571	-0.713496	True
LRCH4	group-mean FPKM only; no per-replicate data in GEO	7.14097	12.0362	10.6821	17.7915	-0.709982	-0.714272	-0.712127	True
SOAT2	group-mean FPKM only; no per-replicate data in GEO	0.920035	1.34802	0.385693	1.3264	-1.04412	-0.380054	-0.712089	True
PLA2R1	group-mean FPKM only; no per-replicate data in GEO	4.89358	9.39846	2.22444	3.47207	-0.543931	-0.875961	-0.709946	True
AMOT	group-mean FPKM only; no per-replicate data in GEO	1.41582	4.28479	1.85552	2.02325	-0.0992376	-1.32049	-0.709866	True
RAMP1	group-mean FPKM only; no per-replicate data in GEO	19.8218	23.6585	24.5856	55.9347	-1.16972	-0.249503	-0.709613	True
FGF13	group-mean FPKM only; no per-replicate data in GEO	0.179832	0.345649	0.810951	2.31721	-1.10365	-0.314881	-0.709267	True
RNF144B	group-mean FPKM only; no per-replicate data in GEO	2.27145	5.31962	2.48768	3.28842	-0.342571	-1.07028	-0.706427	True
TTC21A	group-mean FPKM only; no per-replicate data in GEO	0.450538	0.646172	1.1123	3.05911	-1.1424	-0.270007	-0.706202	True
TINCR	group-mean FPKM only; no per-replicate data in GEO	4.15259	5.87817	3.40375	7.0772	-0.956804	-0.455108	-0.705956	True
TRIL	group-mean FPKM only; no per-replicate data in GEO	0.92168	2.93609	1.82912	2.06015	-0.136443	-1.27317	-0.704807	True
LINC00636	group-mean FPKM only; no per-replicate data in GEO	1.12305	3.27591	0.644735	0.807149	-0.19141	-1.21812	-0.704763	True
TIGD3	group-mean FPKM only; no per-replicate data in GEO	3.43834	3.93887	1.15846	3.40048	-1.23381	-0.172605	-0.703206	True
GTF2IRD2	group-mean FPKM only; no per-replicate data in GEO	5.93866	7.58216	4.38466	9.80169	-1.07655	-0.32798	-0.702266	True
PEX6	group-mean FPKM only; no per-replicate data in GEO	3.99378	7.28366	1.29352	2.23255	-0.607454	-0.792519	-0.699987	True
FERMT1	group-mean FPKM only; no per-replicate data in GEO	6.39927	12.426	0.718371	1.20129	-0.481676	-0.90576	-0.693718	True
RFC2	group-mean FPKM only; no per-replicate data in GEO	41.4004	43.7598	18.919	47.5557	-1.30724	-0.0790329	-0.693136	True
METTL12,SNORA57	group-mean FPKM only; no per-replicate data in GEO	25.3682	25.6442	14.0946	37.174	-1.36813	-0.0153113	-0.691723	True
SPATA13	group-mean FPKM only; no per-replicate data in GEO	10.1004	13.2355	6.82429	14.2463	-1.00959	-0.373791	-0.691691	True
COMT	group-mean FPKM only; no per-replicate data in GEO	4.21711	8.12122	4.82836	7.0952	-0.511396	-0.869989	-0.690693	True
RORC	group-mean FPKM only; no per-replicate data in GEO	0.743477	0.709102	1.25534	4.20118	-1.42127	0.0404439	-0.690414	False
KRBA2	group-mean FPKM only; no per-replicate data in GEO	5.80105	5.35375	0.29099	1.71434	-1.48515	0.106231	-0.689457	False
CLU	group-mean FPKM only; no per-replicate data in GEO	106.308	254.03	147.954	161.287	-0.12408	-1.25282	-0.688448	True
PREX1	group-mean FPKM only; no per-replicate data in GEO	31.7501	16.4273	1.61641	9.95238	-2.30414	0.929952	-0.687094	False
PMS2P9	group-mean FPKM only; no per-replicate data in GEO	7.89724	11.2433	3.07082	6.1144	-0.889355	-0.483851	-0.686603	True
RNU4-2	group-mean FPKM only; no per-replicate data in GEO	174.063	263.306	161.521	276.989	-0.77625	-0.59573	-0.68599	True
CDK14	group-mean FPKM only; no per-replicate data in GEO	0.0785889	0.00828154	2.51586	8.38368	-1.55859	0.186911	-0.685839	False
VASH2	group-mean FPKM only; no per-replicate data in GEO	4.61775	2.58853	2.39545	11.9066	-2.09925	0.728589	-0.685329	False
APELA	group-mean FPKM only; no per-replicate data in GEO	0.481211	0.496031	6.17923	16.4945	-1.34731	-0.0216272	-0.684471	True
PFKFB1	group-mean FPKM only; no per-replicate data in GEO	0.837981	1.79552	1.66919	2.75406	-0.585084	-0.778763	-0.681924	True
PTPRQ	group-mean FPKM only; no per-replicate data in GEO	2.64032	8.05569	3.06626	2.8553	0.0879701	-1.44597	-0.679001	False
MIR30C2	group-mean FPKM only; no per-replicate data in GEO	0.893312	1.228	2.87191	6.46544	-1.04665	-0.310585	-0.678617	True
FAM20C	group-mean FPKM only; no per-replicate data in GEO	0.742743	2.68774	1.47754	1.47472	0.00205877	-1.35901	-0.678474	False
BIRC3	group-mean FPKM only; no per-replicate data in GEO	0.906786	1.17675	0.326817	1.27419	-1.10152	-0.253265	-0.677393	True
ARHGAP18	group-mean FPKM only; no per-replicate data in GEO	7.39471	13.2324	12.6759	18.8594	-0.555133	-0.798626	-0.676879	True
NEK9	group-mean FPKM only; no per-replicate data in GEO	3.72077	3.8181	0.177584	1.19214	-1.32038	-0.0328904	-0.676634	True
