gene	contrast	mean_log2ratio_KD_over_control	n_arrays_with_value	t_stat_vs_zero	p_onesample_t	q_onesample_BH	n_biological_replicates	caveat	log2ratio_GSM558700	log2ratio_GSM558701	log2ratio_GSM558702
OSMR	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.849	3	-2.78019	0.108687	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3959	-0.811	-0.3401
CTSH	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.9624	3	-2.77987	0.108708	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6439	-3.0589	-2.1844
FBI4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.8616	3	2.77628	0.108945	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.4647	0.6871	0.433
KIAA0999	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.4441	3	2.77573	0.108982	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.1243	0.5945	0.6135
EMR1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.688183	3	-2.77502	0.109029	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.29515	-0.6227	-1.1467
CENTG2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.6078	3	2.77407	0.109091	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.546	0.263	1.0144
DKFZP564J047	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.22325	3	-2.77157	0.109257	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4002	-1.3585	-1.91105
C20orf105	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.23673	3	2.77061	0.109321	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0772	0.5558	2.0772
C10orf65	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.39097	3	-2.77022	0.109347	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.3219	-0.6666	-3.1844
NRP1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.09715	3	-2.76898	0.109429	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.13825	-0.62375	-2.52945
RAG1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.980267	3	-2.76847	0.109464	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4344	-0.8625	-1.6439
LOC120379	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.78693	3	-2.76113	0.109953	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3585	-0.9434	-3.0589
FER1L4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.712833	3	2.76067	0.109984	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1506	0.2567	0.7312
GJA7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.16763	3	-2.76061	0.109988	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3585	-1.3585	-1.7859
YPEL4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.64755	3	-2.76033	0.110007	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.6439	-0.72975	-3.569
H1FOO	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.64313	3	2.75955	0.11006	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3045	2.8012	0.8237
GGA1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.94295	3	-2.75776	0.11018	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.89795	-0.3745	-1.5564
MDH2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.294183	3	2.75765	0.110187	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.46755	0.3152	0.0998
BCL2L10	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.376933	3	2.75536	0.110341	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5656	0.111	0.4542
FAT2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.61603	3	-2.75527	0.110347	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.75315	-0.53855	-2.5564
IL17D	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.94103	3	-2.75422	0.110417	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.1203	-5.0589	-1.6439
GLI3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.507	3	-2.75384	0.110443	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.5564	-0.7131	-1.2515
ZNF187	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.486783	3	2.75164	0.110592	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7708	0.16205	0.5275
VDAC4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.52657	3	-2.75043	0.110674	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.4941	-2.3959	-1.6897
FOLR2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.89918	3	-2.7488	0.110784	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.8219	-0.743	-3.13265
WNT2B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.76875	3	-2.7481	0.110831	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.321	-0.415	-0.57025
DJ399J4.1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.488367	3	-2.74668	0.110928	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2515	-0.8365	-0.3771
P2RX2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.02043	3	-2.74634	0.110951	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3585	-1.6439	-1.0589
LOC91893	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.43255	3	2.74287	0.111187	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.2957	1.51045	0.4915
DKFZP564D0478	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.2164	3	-2.74217	0.111234	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.304	-0.2863	-0.0589
CARD15	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.87743	3	-2.74193	0.11125	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.4739	-0.8365	-4.3219
FLJ34922	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.710267	3	2.73987	0.111391	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2427	1.13807	0.750033
IL18BP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.32693	3	2.73919	0.111438	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.28977	0.752133	0.9389
KHDRBS2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.43303	3	-2.73905	0.111447	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-4.0589	-1	-2.2402
CFHL1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.53915	3	2.73868	0.111472	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3634	0.93215	0.3219
CABP4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.721711	3	2.73814	0.111509	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1377	0.794133	0.2333
MAP3K4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.555092	3	-2.73782	0.111531	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.577725	-0.8944	-0.19315
FLJ32942	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.963533	3	2.73699	0.111588	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.5041	1.6553	0.7312
CIT	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.15523	3	2.73448	0.111759	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.5753	1.5801	0.3103
DPM1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.34373	3	2.73066	0.112022	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3785	1.6599	1.9928
PRL	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.81477	3	-2.72927	0.112118	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-3.0589	-0.7859	-1.5995
DJ207F6.1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.979367	3	-2.72913	0.112127	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7131	-0.5353	-1.6897
TNFRSF17	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.37627	3	2.72523	0.112396	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6826	2.0566	0.3896
FLJ22054	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.328133	3	2.72503	0.11241	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.39415	0.09455	0.4957
ENTPD2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.4651	3	-2.72482	0.112425	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.3219	-1.5995	-0.4739
NFIA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.675783	3	2.72279	0.112565	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.72285	0.2243	1.0802
LASS1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.08113	3	2.72034	0.112734	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3219	1.257	1.6645
FBXL14	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.8365	3	-2.71825	0.11288	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0291	-2.8365	-4.6439
FBXL8	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.1533	3	-2.71472	0.113126	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.304	-1.5995	-1.5564
PHACTR2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.9307	3	2.71363	0.113202	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.0841	0.275	1.433
SIGLEC6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.9131	3	-2.71099	0.113386	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.737	-1.9434	-5.0589
PMAIP1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.99175	3	-2.70912	0.113517	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1	-0.3536	-1.62165
TLK1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.14903	3	2.70668	0.113688	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.4542	0.3103	1.6826
BOP1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.4129	3	2.70275	0.113965	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7049	0.189	0.3448
HSPA8	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.459633	3	2.7025	0.113982	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2599	0.32105	0.79795
ALDH7A1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.800667	3	-2.70173	0.114037	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.1844	-1	-0.2176
TBC1D8	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.7652	3	-2.70141	0.114059	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3219	-0.5778	-0.3959
BRMS1L	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.520933	3	-2.70053	0.114121	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.737	-0.6897	-0.1361
ZNF132	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.7264	3	-2.7	0.114159	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2009	-1.0893	-0.889
FADS2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.576	3	-2.69915	0.114219	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.44445	-0.29015	-0.9934
JRK	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	2.01883	3	2.69898	0.114231	0.999418	3	reference arm is CLDN4-overexpressing, not parental	3.0807	0.5753	2.4005
FLJ10996	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.4361	3	-2.69815	0.114289	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.45935	-0.7037	-0.14525
ZNHIT1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.8856	3	-2.69773	0.114319	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2589	-1.36845	-1.02945
SEZ6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.9607	3	-2.69757	0.11433	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.91415	-1.5995	-0.36845
VAMP2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.661192	3	-2.69714	0.114361	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.9066	-0.906075	-0.1709
KIAA1600	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.46293	3	2.69474	0.114531	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6508	1.2449	2.4931
PITPNM2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.918917	3	2.69442	0.114554	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.2388	1.30385	1.2141
PTPRM	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.61352	3	2.69073	0.114816	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4309	2.37755	2.0321
CYP3A7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.773533	3	-2.68829	0.11499	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2345	-0.8685	-1.2176
KIAA1201	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.5867	3	2.68676	0.115099	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7001	0.16475	0.89525
SMAP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.10347	3	-2.68512	0.115217	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0589	-0.415	-1.8365
BMP3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.61603	3	-2.68434	0.115273	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6897	-3.8365	-3.3219
TFAP2C	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.51213	3	-2.68197	0.115443	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3585	-2.5564	-0.6215
ICRFp507I1077	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.492867	3	2.68086	0.115522	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.516	0.1635	0.7991
KIFC2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.51385	3	2.68018	0.115571	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.8953	0.35695	0.2893
FPGT	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.9873	3	2.68016	0.115572	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6871	0.8797	3.3951
SERPINC1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.997917	3	2.67657	0.115831	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.6232	0.33345	1.0371
BTNL2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.8323	3	-2.67598	0.115874	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.4344	-0.3959	-0.6666
CMRF35	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.64043	3	-2.67171	0.116182	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.415	-2.3219	-2.1844
UGT2B7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.3134	3	-2.67003	0.116304	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5353	-0.2688	-0.1361
FLJ11767	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.222233	3	-2.66969	0.116328	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.30465	-0.3063	-0.05575
CRYZL1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.83353	3	2.66965	0.116331	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.3391	3.1906	0.9709
NKIR	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.89322	3	-2.66702	0.116522	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.79975	-0.7131	-3.1668
KNG1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.67302	3	-2.667	0.116524	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.8821	-1.3585	-0.77845
TNRC6	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.908056	3	-2.66519	0.116655	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.49207	-0.312	-0.9201
RASL10B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.967833	3	-2.66186	0.116898	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.2176	-0.2515	-1.4344
MOBKL1A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.30497	3	-2.66182	0.116901	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.5564	-0.3585	-2
LOC200008	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.531333	3	-2.66166	0.116913	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.63095	-0.1467	-0.81635
MBD1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.3378	3	2.65998	0.117035	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.0841	0.4751	0.4542
LOXHD1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.469833	3	-2.659	0.117108	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5995	-0.1203	-0.6897
FLJ31952	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.70063	3	-2.65706	0.11725	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.6215	-2.8365	-1.6439
IL1F7	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.55484	3	-2.6567	0.117276	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.72337	-0.9117	-1.02945
PER3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.3007	3	-2.65587	0.117336	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0291	-0.6215	-2.2515
MGC32020	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	3.81063	3	2.65554	0.117361	0.999418	3	reference arm is CLDN4-overexpressing, not parental	5.2876	5.2032	0.9411
ZNF228	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.710767	3	-2.65494	0.117405	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.0589	-0.889	-0.1844
ECE1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.573	3	-2.65411	0.117466	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.415	-1	-0.304
MK2S4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.426	3	-2.65242	0.11759	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.2009	-0.3401	-0.737
LOC348094	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.937317	3	2.64961	0.117798	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.4514	1.10125	0.2593
PKIB	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.992883	3	2.64808	0.117911	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.24845	1.2869	1.4433
MGC10540	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.7777	3	2.64784	0.117928	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6041	1.3505	0.3785
WSB2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.32373	3	-2.64589	0.118073	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5353	-2.2515	-1.1844
PLEKHM2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.2793	3	2.64331	0.118264	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.3561	0.0704	0.4114
DNAJC3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.2297	3	2.63961	0.118539	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4028	0.1275	0.1588
ARL10B	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.2701	3	-2.63954	0.118544	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.152	-0.1844	-0.4739
CHST8	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	2.24653	3	2.63788	0.118668	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.7527	0.585	3.4019
ANKRD21	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.16223	3	2.63757	0.118691	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6871	2.0426	0.757
NCF4	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.07473	3	-2.63641	0.118778	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.3959	-3.6439	-1.1844
REA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.519944	3	2.63334	0.119007	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.7309	0.125367	0.703567
OPN1LW	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.998933	3	-2.6297	0.11928	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7859	-0.4739	-1.737
PON2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.606667	3	-2.62906	0.119328	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.5564	-1.0291	-0.2345
C15orf2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.09437	3	2.62846	0.119374	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.4005	1.0426	1.84
NR0B1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.3463	3	2.62514	0.119624	0.999418	3	reference arm is CLDN4-overexpressing, not parental	2.101	0.3674	1.5705
MGC10854	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.719233	3	2.62382	0.119724	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1252	0.197167	0.835333
ZNF567	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.737667	3	-2.62058	0.119968	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.811	-0.2176	-1.1844
MOCS1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.466933	3	-2.6193	0.120065	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3589	-0.2267	-0.8152
ITPA	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.31925	3	-2.61521	0.120376	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.1853	-0.20945	-0.563
RPS5	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.6097	3	-2.61487	0.120402	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.7612	-0.9159	-0.152
NPIP	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.898783	3	2.61436	0.120441	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.6273	0.48745	1.5816
ABCC1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.7825	3	2.6141	0.120461	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.433	2.2869	2.6276
SLAMF9	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.3217	3	-2.60983	0.120786	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.7859	-1.1203	-4.0589
BTF3L2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.67043	3	-2.60955	0.120808	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.9434	-0.9159	-1.152
FLJ40773	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-2.25263	3	-2.60731	0.120979	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-2.0589	-0.8625	-3.8365
F2RL3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.1931	3	2.60714	0.120992	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.546	0.9561	2.0772
LOC55971	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-1.51204	3	-2.60655	0.121038	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-1.8049	-2.33783	-0.3934
LIG1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	2.1123	3	2.60629	0.121058	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.373	1.2327	3.7312
SLC29A3	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	1.42413	3	2.60562	0.121109	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.9069	0.3334	2.0321
TNKS	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.716	3	-2.60426	0.121214	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.3401	-1.2515	-0.5564
ATP6V1A	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	-0.577933	3	-2.6035	0.121272	0.999418	3	reference arm is CLDN4-overexpressing, not parental	-0.8365	-0.1361	-0.7612
NAP1L1	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.484517	3	2.60299	0.121311	0.999418	3	reference arm is CLDN4-overexpressing, not parental	0.16165	0.48545	0.80645
CCL2	CLDN4_siRNA_KD_vs_CLDN4_overexpressing_control	0.695733	3	2.59882	0.121633	0.999418	3	reference arm is CLDN4-overexpressing, not parental	1.1763	0.6599	0.251
