model	family	estimator	n	n_q1	n_q4	n_cohorts	cohorts	n_genes	coef	logFC	se	df	p	ci_low	ci_high	excludes_gse205335	drops_sclc	luad_matched	adjusts_keratin	adjusts_leak	adjusts_malfrac	I2	p_adhoc	se_adhoc	expect	sign_matches	fdr_claim
cont_luad	NHEJ	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	10	cldn4_z	-0.014370689976917	0.0395125863775312	51	0.717586149034177	-0.0936955171116512	0.0649541371578172	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_luad	NHEJ	lmm	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	10	cldn4_z	-0.0143706899769169	0.0395109965929905	51	0.717575286686544	-0.093692325486009	0.0649509455321751	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_luad	TJ	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	168	cldn4_z	0.123553819649896	0.0316125997616634	51	0.000274895696424704	0.06008887743089	0.187018761868902	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_luad	TJ	lmm	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	168	cldn4_z	0.123553819649896	0.0316175095012787	51	0.000275426592511331	0.0600790207173219	0.18702861858247	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_luad	keratin	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	9	cldn4_z	0.430297582027495	0.207220898926341	51	0.0429035873058757	0.0142842684727141	0.846310895582275	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_luad	keratin	lmm	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	9	cldn4_z	0.430297582027495	0.207249943611643	51	0.0429316016039855	0.0142259588338871	0.846369205221102	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_luad_krt_leak	IFN	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	cldn4_z	-0.0356931104775913	0.0965471051942744	49	0.713201793804472	-0.229711782292517	0.158325561337334	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	0.713201793804472
cont_luad_krt_leak	MHC-I/APM	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	cldn4_z	-0.264412120973815	0.137755725827745	49	0.0607632189547478	-0.541242616370016	0.0124183744223869	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	-1	TRUE	0.182289656864243
cont_luad_krt_leak	chemokine	ols	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	cldn4_z	0.112311905597255	0.116691853169407	49	0.34054156140198	-0.122189152906707	0.346812964101216	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	-1	FALSE	0.510812342102969
cont_GSE205335_ADC	IFN	ols	13	NA	NA	1	GSE205335	203	cldn4_z	-0.296511745767017	0.223430158187664	11	0.211366352189333	-0.788278208254993	0.195254716720959	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.317049528283999
cont_GSE205335_ADC	MHC-I/APM	ols	13	NA	NA	1	GSE205335	21	cldn4_z	-0.497373871593942	0.302310592200903	11	0.128164902200235	-1.16275499876664	0.168007255578759	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.317049528283999
cont_GSE205335_ADC	chemokine	ols	13	NA	NA	1	GSE205335	14	cldn4_z	-0.345575459860956	0.332037873970191	11	0.320317228266941	-1.07638589305772	0.385234973335812	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	0.320317228266941
cont_GSE205335_ADC	STING_core	ols	13	NA	NA	1	GSE205335	8	cldn4_z	-0.421585510787466	0.279109071676585	11	0.159103737384273	-1.03590043559458	0.192729414019651	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_GSE205335_ADC	STING_plus_IFN_genes	ols	13	NA	NA	1	GSE205335	10	cldn4_z	-0.425163413039233	0.284345404819128	11	0.162978535322832	-1.05100342938638	0.200676603307918	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_GSE205335_ADC	NHEJ	ols	13	NA	NA	1	GSE205335	10	cldn4_z	-0.091552277757855	0.118861075887136	11	0.457377609357024	-0.353163741897967	0.170059186382257	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_GSE205335_ADC	TJ	ols	13	NA	NA	1	GSE205335	168	cldn4_z	0.0866456030616406	0.0610530439415021	11	0.183554938695113	-0.0477312406320283	0.221022446755309	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_GSE205335_ADC	keratin	ols	13	NA	NA	1	GSE205335	9	cldn4_z	0.178642614969226	0.294286680299805	11	0.556149450710173	-0.469078001183277	0.826363231121729	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_malfrac	IFN	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	cldn4_z	-0.0506902260515489	0.106626570865028	58	0.636287763991512	-0.264126497226526	0.162746045123429	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	-1	TRUE	0.797038725672174
cont_malfrac	MHC-I/APM	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	cldn4_z	-0.215885267290433	0.140141977557436	58	0.128883066959359	-0.496409914029841	0.0646393794489751	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	-1	TRUE	0.386649200878077
cont_malfrac	chemokine	ols	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	cldn4_z	-0.0426144833442807	0.164938124215544	58	0.797038725672174	-0.372774010388654	0.287545043700093	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	-1	TRUE	0.797038725672174
cont_malfrac_drop205335	IFN	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	203	cldn4_z	0.110466077619493	0.110437049621004	38	0.323510553524841	-0.113102041112925	0.33403419635191	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	-1	FALSE	0.625257385064055
cont_malfrac_drop205335	MHC-I/APM	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	21	cldn4_z	-0.0514605120140501	0.158105017180191	38	0.746600942491598	-0.37152738607883	0.268606362050729	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	-1	TRUE	0.746600942491598
cont_malfrac_drop205335	chemokine	ols	43	NA	NA	3	GSE123902+GSE131907+GSE189357	14	cldn4_z	0.155416878032316	0.189331020934768	38	0.41683825670937	-0.227863735795523	0.538697491860154	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	-1	FALSE	0.625257385064055
cont_spearman_GSE123902	IFN	spearman	13	NA	NA	1	GSE123902	203	spearman_rho	-0.379120879120879	NA	11	0.201406089961044	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE131907	IFN	spearman	21	NA	NA	1	GSE131907	203	spearman_rho	0.123376623376623	NA	19	0.594168258005535	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_GSE205335	IFN	spearman	21	NA	NA	1	GSE205335	203	spearman_rho	-0.433766233766234	NA	19	0.0494674793815474	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE189357	IFN	spearman	9	NA	NA	1	GSE189357	203	spearman_rho	-0.2	NA	7	0.605901274179553	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_meta	IFN	spearman_meta	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	spearman_rho	-0.217560242840466	NA	3	0.232865032720329	-0.60000025604237	0.245821031419103	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	14.9789412435765	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE123902	IFN	spearman	13	NA	NA	1	GSE123902	203	spearman_rho	-0.379120879120879	NA	11	0.201406089961044	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE131907	IFN	spearman	21	NA	NA	1	GSE131907	203	spearman_rho	0.123376623376623	NA	19	0.594168258005535	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_drop205335_GSE189357	IFN	spearman	9	NA	NA	1	GSE189357	203	spearman_rho	-0.2	NA	7	0.605901274179553	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_meta	IFN	spearman_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	203	spearman_rho	-0.0872648115346517	NA	2	0.64928054508519	-0.663039701082724	0.553382606402581	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE123902	IFN	spearman	13	NA	NA	1	GSE123902	203	spearman_rho	-0.379120879120879	NA	11	0.201406089961044	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE131907	IFN	spearman	21	NA	NA	1	GSE131907	203	spearman_rho	0.123376623376623	NA	19	0.594168258005535	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_luad_GSE205335	IFN	spearman	13	NA	NA	1	GSE205335	203	spearman_rho	-0.197802197802198	NA	11	0.51713091148483	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE189357	IFN	spearman	9	NA	NA	1	GSE189357	203	spearman_rho	-0.2	NA	7	0.605901274179553	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_meta	IFN	spearman_meta	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	203	spearman_rho	-0.112678816606763	NA	3	0.420944390654565	-0.462403219422629	0.267384763167134	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	NA	NA	-1	TRUE	NA
cont_spearman_GSE123902	MHC-I/APM	spearman	13	NA	NA	1	GSE123902	21	spearman_rho	-0.346153846153846	NA	11	0.246625262510072	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE131907	MHC-I/APM	spearman	21	NA	NA	1	GSE131907	21	spearman_rho	0.0142857142857143	NA	19	0.950993242297203	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_GSE205335	MHC-I/APM	spearman	21	NA	NA	1	GSE205335	21	spearman_rho	-0.542857142857143	NA	19	0.0109945455740589	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE189357	MHC-I/APM	spearman	9	NA	NA	1	GSE189357	21	spearman_rho	-0.1	NA	7	0.79797169523485	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_meta	MHC-I/APM	spearman_meta	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	spearman_rho	-0.276584917440033	NA	3	0.159228757676181	-0.64627645606513	0.198256670454001	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	20.1035963521017	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE123902	MHC-I/APM	spearman	13	NA	NA	1	GSE123902	21	spearman_rho	-0.346153846153846	NA	11	0.246625262510072	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE131907	MHC-I/APM	spearman	21	NA	NA	1	GSE131907	21	spearman_rho	0.0142857142857143	NA	19	0.950993242297203	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_drop205335_GSE189357	MHC-I/APM	spearman	9	NA	NA	1	GSE189357	21	spearman_rho	-0.1	NA	7	0.79797169523485	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_meta	MHC-I/APM	spearman_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	21	spearman_rho	-0.115816932852329	NA	2	0.419960421931423	-0.546529967594883	0.363351619449016	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE123902	MHC-I/APM	spearman	13	NA	NA	1	GSE123902	21	spearman_rho	-0.346153846153846	NA	11	0.246625262510072	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE131907	MHC-I/APM	spearman	21	NA	NA	1	GSE131907	21	spearman_rho	0.0142857142857143	NA	19	0.950993242297203	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_luad_GSE205335	MHC-I/APM	spearman	13	NA	NA	1	GSE205335	21	spearman_rho	-0.324175824175824	NA	11	0.27988186889314	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE189357	MHC-I/APM	spearman	9	NA	NA	1	GSE189357	21	spearman_rho	-0.1	NA	7	0.79797169523485	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_meta	MHC-I/APM	spearman_meta	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	21	spearman_rho	-0.164814417583627	NA	3	0.189970105451266	-0.446162226852809	0.146180496912082	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	NA	NA	-1	TRUE	NA
cont_spearman_GSE123902	chemokine	spearman	13	NA	NA	1	GSE123902	14	spearman_rho	-0.538461538461538	NA	11	0.0576344334704663	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE131907	chemokine	spearman	21	NA	NA	1	GSE131907	14	spearman_rho	-0.138961038961039	NA	19	0.548018062488365	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE205335	chemokine	spearman	21	NA	NA	1	GSE205335	14	spearman_rho	-0.416883116883117	NA	19	0.0601006844678732	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE189357	chemokine	spearman	9	NA	NA	1	GSE189357	14	spearman_rho	-0.0833333333333333	NA	7	0.831214097710308	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_meta	chemokine	spearman_meta	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	spearman_rho	-0.316256329753198	NA	3	0.0624617478330536	-0.595896667085314	0.0317857183075656	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE123902	chemokine	spearman	13	NA	NA	1	GSE123902	14	spearman_rho	-0.538461538461538	NA	11	0.0576344334704663	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE131907	chemokine	spearman	21	NA	NA	1	GSE131907	14	spearman_rho	-0.138961038961039	NA	19	0.548018062488365	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE189357	chemokine	spearman	9	NA	NA	1	GSE189357	14	spearman_rho	-0.0833333333333333	NA	7	0.831214097710308	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_meta	chemokine	spearman_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	14	spearman_rho	-0.259751209146789	NA	2	0.226669933620559	-0.730094390493436	0.377590309004098	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	0	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE123902	chemokine	spearman	13	NA	NA	1	GSE123902	14	spearman_rho	-0.538461538461538	NA	11	0.0576344334704663	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE131907	chemokine	spearman	21	NA	NA	1	GSE131907	14	spearman_rho	-0.138961038961039	NA	19	0.548018062488365	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE205335	chemokine	spearman	13	NA	NA	1	GSE205335	14	spearman_rho	-0.148351648351648	NA	11	0.628609417889416	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE189357	chemokine	spearman	9	NA	NA	1	GSE189357	14	spearman_rho	-0.0833333333333333	NA	7	0.831214097710308	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_meta	chemokine	spearman_meta	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	14	spearman_rho	-0.234919495728186	NA	3	0.126887145538871	-0.53892205980711	0.123225742364265	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	NA	NA	-1	TRUE	NA
cont_spearman_GSE123902	STING_core	spearman	13	NA	NA	1	GSE123902	8	spearman_rho	-0.582417582417582	NA	11	0.036741334358654	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE131907	STING_core	spearman	21	NA	NA	1	GSE131907	8	spearman_rho	0.224675324675325	NA	19	0.327510273881565	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_GSE205335	STING_core	spearman	21	NA	NA	1	GSE205335	8	spearman_rho	-0.511688311688312	NA	19	0.0177363972437252	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_GSE189357	STING_core	spearman	9	NA	NA	1	GSE189357	8	spearman_rho	-0.266666666666667	NA	7	0.487922274838701	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_meta	STING_core	spearman_meta	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	8	spearman_rho	-0.294955043897751	NA	3	0.245564505216902	-0.751301306231673	0.352211714740364	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	60.568733444758	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE123902	STING_core	spearman	13	NA	NA	1	GSE123902	8	spearman_rho	-0.582417582417582	NA	11	0.036741334358654	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_GSE131907	STING_core	spearman	21	NA	NA	1	GSE131907	8	spearman_rho	0.224675324675325	NA	19	0.327510273881565	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_drop205335_GSE189357	STING_core	spearman	9	NA	NA	1	GSE189357	8	spearman_rho	-0.266666666666667	NA	7	0.487922274838701	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_drop205335_meta	STING_core	spearman_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	8	spearman_rho	-0.200018726308832	NA	2	0.533158904858872	-0.878982514412054	0.746840085386422	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	62.3359052773018	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE123902	STING_core	spearman	13	NA	NA	1	GSE123902	8	spearman_rho	-0.582417582417582	NA	11	0.036741334358654	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE131907	STING_core	spearman	21	NA	NA	1	GSE131907	8	spearman_rho	0.224675324675325	NA	19	0.327510273881565	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	FALSE	NA
cont_spearman_luad_GSE205335	STING_core	spearman	13	NA	NA	1	GSE205335	8	spearman_rho	-0.335164835164835	NA	11	0.26294314035936	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_GSE189357	STING_core	spearman	9	NA	NA	1	GSE189357	8	spearman_rho	-0.266666666666667	NA	7	0.487922274838701	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	-1	TRUE	NA
cont_spearman_luad_meta	STING_core	spearman_meta	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	8	spearman_rho	-0.222395557978046	NA	3	0.338549112588507	-0.69619311116739	0.386369068672413	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	47.3965629224862	NA	NA	-1	TRUE	NA
cont_spearman_GSE123902	NHEJ	spearman	13	NA	NA	1	GSE123902	10	spearman_rho	0.274725274725275	NA	11	0.363674981640178	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_GSE131907	NHEJ	spearman	21	NA	NA	1	GSE131907	10	spearman_rho	-0.28961038961039	NA	19	0.202877316523288	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_GSE205335	NHEJ	spearman	21	NA	NA	1	GSE205335	10	spearman_rho	-0.150649350649351	NA	19	0.514513864469408	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_GSE189357	NHEJ	spearman	9	NA	NA	1	GSE189357	10	spearman_rho	0.766666666666667	NA	7	0.015944016578974	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_meta	NHEJ	spearman_meta	64	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	10	spearman_rho	0.129045523164913	NA	3	0.670021073500276	-0.633821806098759	0.764649917030541	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	66.4613783964161	NA	NA	NA	NA	NA
cont_spearman_drop205335_GSE123902	NHEJ	spearman	13	NA	NA	1	GSE123902	10	spearman_rho	0.274725274725275	NA	11	0.363674981640178	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_drop205335_GSE131907	NHEJ	spearman	21	NA	NA	1	GSE131907	10	spearman_rho	-0.28961038961039	NA	19	0.202877316523288	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_drop205335_GSE189357	NHEJ	spearman	9	NA	NA	1	GSE189357	10	spearman_rho	0.766666666666667	NA	7	0.015944016578974	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_drop205335_meta	NHEJ	spearman_meta	43	NA	NA	3	GSE123902+GSE131907+GSE189357	10	spearman_rho	0.266650930222757	NA	2	0.54127643553094	-0.870985291941053	0.954816238097816	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	75.5396512887783	NA	NA	NA	NA	NA
cont_spearman_luad_GSE123902	NHEJ	spearman	13	NA	NA	1	GSE123902	10	spearman_rho	0.274725274725275	NA	11	0.363674981640178	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_luad_GSE131907	NHEJ	spearman	21	NA	NA	1	GSE131907	10	spearman_rho	-0.28961038961039	NA	19	0.202877316523288	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_luad_GSE205335	NHEJ	spearman	13	NA	NA	1	GSE205335	10	spearman_rho	-0.307692307692308	NA	11	0.306447052512529	NA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_luad_GSE189357	NHEJ	spearman	9	NA	NA	1	GSE189357	10	spearman_rho	0.766666666666667	NA	7	0.015944016578974	NA	NA	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA
cont_spearman_luad_meta	NHEJ	spearman_meta	56	NA	NA	4	GSE123902+GSE131907+GSE205335+GSE189357	10	spearman_rho	0.111952984029228	NA	3	0.732713504959612	-0.686914124443817	0.788304755754562	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	68.588698426213	NA	NA	NA	NA	NA
