accession	uid	queries	title	taxon	gdstype	n_samples	gpl	pubmed	pdat
GSE34882	200034882	dna_repair	Wild Type Tumor Repressor Protein 53 (TRP53) Promotes Ovarian Cancer Cell survival	Mus musculus	Expression profiling by array	3	GPL1261	22396451	2012/06/21
GSE38729	200038729	dna_repair	Brain transcriptome variation among behaviorally distinct strains of zebrafish (Danio rerio)	Danio rerio	Expression profiling by array	16	GPL1319	22817472	2012/06/15
GSE30600	200030600	dna_repair	Comparative Genomics Reveals New Molecular targets for Accelerated Improvement of Erythromycin-producing Strains	Saccharopolyspora erythraea	Expression profiling by array	22	GPL6051	22401291	2012/05/24
GSE37812	200037812	dna_repair	RD effect on PC-3 cells	Homo sapiens	Expression profiling by array	2	GPL570		2012/05/08
GSE37063	200037063	dna_repair	Identification of intermediate-sized non-coding RNAs involved in the UV-induced DNA damage response in C. elegans	Caenorhabditis elegans	Non-coding RNA profiling by high throughput sequencing	3	GPL9309	23144846	2012/05/01
GSE33448	200033448	dna_repair	BW001: E2F7 represses a network of oscillating cell cycle genes to control S-phase progression	Homo sapiens	Expression profiling by array	4	GPL13183	22180533	2012/05/01
GSE37550	200037550	dna_repair	Effect of urban effluents on fathead minnow gene expression: linkages between pollutants and physiological processes.	Pimephales promelas	Expression profiling by array	15	GPL10259		2012/04/25
GSE36030	200036030	dna_repair	Transcription Factor Binding Sites by ChIP-seq from ENCODE/Stanford/Yale	Mus musculus	Genome binding/occupancy profiling by high throughput sequencing	85	GPL9250		2012/04/11
GSE25577	200025577	dna_repair	Whole-genome landscape of histone H2AX and γ-H2AX	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	7	GPL9052	22467212	2012/04/04
GSE36924	200036924	dna_repair	ICGC Pancreas: Genomic analysis reveals roles for chromatin modification and axonguidance in pancreatic cancer	Homo sapiens	Expression profiling by array	91	GPL10558	22699621,26909576,30504844,24004612	2012/03/31
GSE28330	200028330	dna_repair,dna_repair_title	Telomeric Allelic Imbalance Indicates Defective DNA Repair and Sensitivity to DNA-Damaging Agents 	Homo sapiens	Genome variation profiling by SNP array; SNP genotyping by SNP array	107	GPL13270	22576213	2012/03/22
GSE36210	200036210	dna_repair	Synthetic circuit identifies subpopulations with sustained memory of DNA damage	Saccharomyces cerevisiae	Expression profiling by array	3	GPL15292	21363961	2012/03/02
GSE26917	200026917	dna_repair	Influence of cell cycle on responses of MCF-7 cells to benzo[a]pyrene	Homo sapiens	Expression profiling by array	24	GPL6480	21714911	2012/02/02
GSE32673	200032673	dna_repair	E2F7 represses a transcriptional network of oscillating cell cycle genes to control S-phase progression.	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	3	GPL9442	22180533,27454291	2012/01/04
GSE18061	200018061	dna_repair,dna_repair_title	MDS and DNA repair defects in Crebbp+/- mice	Mus musculus	Expression profiling by array	8	GPL1261	22198154	2012/01/01
GSE31637	200031637	dna_repair	Tumor Suppressor BRCA1 epigenetically controls oncogenic miRNA-155	Mus musculus	Expression profiling by array; Non-coding RNA profiling by array	9	GPL1261	21946536	2011/12/31
GSE30821	200030821	dna_repair	Integration of BRCA1-mediated miRNA and mRNA signatures reveal miR-146a, miR-99b and miR-205 regulation of the TRAF2 and NFkB pathways (mRNA dataset)	Homo sapiens	Expression profiling by array	6	GPL6480	22167321	2011/12/24
GSE34451	200034451	dna_repair	Altered gene expression profiles  in the hippocampus and prefrontal cortex of type 2 diabetic rats	Rattus norvegicus	Expression profiling by array	27	GPL15011	22369239	2011/12/15
GSE23025	200023025	dna_repair	Altered Hematopoietic Cell Gene Expression Precedes Development of Therapy-Related Myelodysplasia and Identifies Patients at Risk	Homo sapiens	Expression profiling by array	124	GPL570	22094254	2011/12/12
GSE34234	200034234	dna_repair	Microarrays analysis of anti-Enterovirus 71 activity of Heparin	Homo sapiens	Expression profiling by array	12	GPL6244	24281657	2011/12/10
GSE34044	200034044	dna_repair	Gene expression profiles of AML derived stem cells: similarity to hematopoietic stem cells	Homo sapiens	Expression profiling by array	8	GPL571	17039238	2011/12/01
GSE19085	200019085	dna_repair	Post-transcriptional fine-tuning of COP9 signalosome subunit biosynthesis is regulated by the c-Myc/Lin28B/let-7 pathway	Homo sapiens	Expression profiling by array	18	GPL9557	21530537	2011/10/27
GSE32465	200032465	dna_repair	Transcription Factor Binding Sites by ChIP-seq from ENCODE/HAIB	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	399	GPL9052	24076218	2011/09/29
GSE32160	200032160	dna_repair,dna_repair_title	Bisphenol A Regulates the Expression of DNA Repair Genes in Human Breast Epithelial Cells	Homo sapiens	Methylation profiling by genome tiling array; Expression profiling by array	14	GPL5082		2011/09/16
GSE32158	200032158	dna_repair,dna_repair_title	Bisphenol A Regulates the Expression of DNA Repair Genes in Human Breast Epithelial Cells (expression data)	Homo sapiens	Expression profiling by array	8	GPL570		2011/09/16
GSE25071	200025071	dna_repair	Gene expression comparison of colorectal cancer samples from patients diagnosed at a young and elderly age	Homo sapiens	Expression profiling by array	50	GPL2986	21716316,21909432	2011/09/07
GSE31477	200031477	dna_repair	ENCODE Transcription Factor Binding Sites by ChIP-seq from Stanford/Yale/USC/Harvard	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	426	GPL9115	22955616	2011/08/30
GSE31199	200031199	dna_repair	Down-regulation of cholesterol biosynthesis in forebrains of ERCC1-deficient mice	Mus musculus	Expression profiling by array	12	GPL1261	22245387	2011/08/16
GSE27561	200027561	dna_repair	MiR-192 inhibits nucleotide excision repair by targeting ERCC3 and ERCC4 in HepG2.2.15 cells.	Homo sapiens	Non-coding RNA profiling by array	2	GPL8227	21672525	2011/08/03
GSE25412	200025412	dna_repair,dna_repair_title	Resveratrol induces downregulation of DNA repair genes in MCF7 human breast cancer cells.	Homo sapiens	Expression profiling by array	9	GPL6244		2011/08/01
GSE27520	200027520	dna_repair	Comparison of gene expression profiles of normal human bronchial epithelial cells in 2D and 3D cultural conditions	Homo sapiens	Expression profiling by array	6	GPL6884	21421565	2011/07/27
GSE30933	200030933	dna_repair	A Gene Expression Phenotype In Lymphocytes From Friedreich’s Ataxia Patients	Homo sapiens	Expression profiling by array	108	GPL6255	22162061	2011/07/26
GSE30011	200030011	dna_repair	Genome-wide transcriptomic profiling of oxaliplatin response	Homo sapiens	Expression profiling by array	28	GPL2006		2011/07/01
GSE30156	200030156	dna_repair	A flucytosine-responsive APSES protein, Mbs1, plays pleiotropic roles in stress response, differentiation, and virulence of Cryptococcus neoformans	Cryptococcus neoformans H99; Cryptococcus deneoformans JEC21	Expression profiling by array	9	GPL8638		2011/06/23
GSE30154	200030154	dna_repair	Toc1, Toc2, and Skn7 null mutants treated with Flucytosine	Cryptococcus neoformans H99; Cryptococcus deneoformans JEC21	Expression profiling by array	24	GPL8638	22080454	2011/06/23
GSE29611	200029611	dna_repair	Histone Modifications by ChIP-seq from ENCODE/Broad Institute	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	296	GPL11154	22955616	2011/06/02
GSE28420	200028420	dna_repair	The dynamics of E1A in regulating networks and canonical pathways in quiescent cells	Mus musculus	Expression profiling by array	6	GPL6103	21615925	2011/05/01
GSE27235	200027235	dna_repair	Mutations in cohesin-associated genes impair protein translation	Saccharomyces cerevisiae; Schizosaccharomyces pombe	Expression profiling by array	36	GPL2529	22719263	2011/04/01
GSE23441	200023441	dna_repair	IGROV1 gene expression analysis after in vivo locoregional treatment with CpG-ODN	Homo sapiens	Expression profiling by array	8	GPL6947	21878529	2011/04/01
GSE19780	200019780	dna_repair	A novel approach to investigate tissue-specific trinucleotide repeat instability	Mus musculus	Expression profiling by array	12	GPL1261	20302627	2011/04/01
GSE9025	200009025	dna_repair	A novel approach to investigate tissue-specific trinucleotide repeat instability - A validation set of prediction model	Mus musculus	Expression profiling by array	2	GPL1261	20302627	2011/04/01
GSE27931	200027931	dna_repair	An RNAi Screen Identifies TRRAP as a Regulator of Brain Tumor-Initiating Cell Differentiation	Homo sapiens	Expression profiling by array	3	GPL570	20085741	2011/03/14
GSE27865	200027865	dna_repair,dna_repair_title	Bisphenol A Induced the Expression of DNA Repair Genes in Human Breast Epithelial Cells (methylation data)	Homo sapiens	Methylation profiling by genome tiling array	6	GPL5082		2011/03/10
GSE26884	200026884	dna_repair,dna_repair_title	Bisphenol A Induced the Expression of DNA Repair Genes in Human Breast Epithelial Cells	Homo sapiens	Expression profiling by array	6	GPL570	22576693	2011/02/28
GSE20693	200020693	dna_repair	Effects of Tdg deficiency on overall transcription in mouse embryonic fibroblasts and during cell differentiation	Mus musculus	Expression profiling by array	18	GPL6887	21278727	2011/01/31
GSE26813	200026813	dna_repair	Expression data from human fibroblasts 6 and 12 hours after 8-oxoguanine treatment	Homo sapiens	Expression profiling by array	8	GPL571	22568941,25250913	2011/01/27
GSE26723	200026723	dna_repair	aCGH analysis of Palb2GT/+;p53-/- and Palb2+/+;p53-/- lymphomas	Mus musculus	Genome variation profiling by genome tiling array	26	GPL11620	21404276	2011/01/21
GSE25848	200025848	dna_repair	ATM regulates a DNA damage response post-transcriptional RNA operon in lymphocytes	Homo sapiens	Expression profiling by array	12	GPL6947	21209379	2011/01/05
GSE22234	200022234	dna_repair	Role of retinoblastoma protein (Rb) in mouse Sertoli cells function	Mus musculus	Expression profiling by array	12	GPL6887	24901045	2011/01/01
GSE25634	200025634	dna_repair	Expression profiles of amniotic fluid from human fetuses with Trisomy 18 and euploid controls	Homo sapiens	Expression profiling by array	11	GPL570		2010/12/03
GSE21768	200021768	dna_repair	Klf4 gene disruption is linked to enhanced cellular proliferation and tumor formation	Mus musculus	Expression profiling by array	6	GPL6105	21892412	2010/11/25
GSE25343	200025343	dna_repair	Mouse skin: neutron irradiation	Mus musculus	Expression profiling by array	8	GPL11211	21556364	2010/11/16
GSE25237	200025237	dna_repair	The DNA damage response transcriptome of the moss Physcomitrella patens	Physcomitrium patens	Expression profiling by high throughput sequencing	2	GPL9916	27537368	2010/11/10
GSE20248	200020248	dna_repair	Genomic analysis of microRNA time-course expression in liver of mice treated with genotoxic carcinogen N-ethyl-N-nitrosourea	Mus musculus	Other	35	GPL10006	21029445,25106556	2010/11/04
GSE24009	200024009	dna_repair	Deficiency in nucleotide excision repair (NER) family gene activity, especially ERCC3, is associated with non-pigmented hair fiber growth	Homo sapiens	Expression profiling by array	21	GPL3877	22615732	2010/10/18
GSE18603	200018603	dna_repair	Expression data from esd7-1 mutant vs wt (Ler)	Arabidopsis thaliana	Expression profiling by array	6	GPL198	19947980	2010/10/14
GSE22457	200022457	dna_repair	Hdac3 is essential for the maintenance of chromatin structure and genome stability	Mus musculus	Expression profiling by array	5	GPL6246	21075309	2010/10/10
GSE21431	200021431	dna_repair	Differential expression of genes in liver of mice with a nonfunctional helicase domain of the Wrn protein treated with resveratrol compared to untreated wild type mice.	Mus musculus	Expression profiling by array	4	GPL4134	20974729	2010/10/08
GSE22233	200022233	dna_repair	Expression and mRNA half-life data of acid and alkaline shocked Staphylococcus aureus	Staphylococcus aureus	Expression profiling by array	30	GPL1339	21039920	2010/10/01
GSE18395	200018395	dna_repair	Expression data from mouse adult fibroblasts with  Rb deletion and/or p53DD expression exposed to cisplatin (CDDP)	Mus musculus	Expression profiling by array	8	GPL1261		2010/10/01
GSE24170	200024170	dna_repair	Stable Set8 effect on gene expression in U2OS cells	Homo sapiens	Expression profiling by array	3	GPL570	20932471	2010/09/18
GSE24144	200024144	dna_repair	Affymetrix SNP array data for EZH2 mediated gene copy number change in breast tumor initiating cells	Homo sapiens	Genome variation profiling by SNP array; SNP genotyping by SNP array	6	GPL6801	21215703	2010/09/17
GSE13126	200013126	dna_repair	Characterization of the oxidative stress regulon of Campylobacter jejuni	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819; Campylobacter jejuni	Expression profiling by array	51	GPL7446	19835633	2010/09/07
GSE21173	200021173	dna_repair	Transcriptional profile analysis of Candida dubliniensis chlamydospores compared to yeast cells	Candida dubliniensis	Expression profiling by array	4	GPL10110		2010/09/01
GSE23758	200023758	dna_repair	Genome-wide mapping of histone H2A phosphorylation during S-phase in Schizosaccharomyces pombe (fission yeast)	Schizosaccharomyces pombe	Genome binding/occupancy profiling by genome tiling array	2	GPL7715	20661445	2010/08/24
GSE17979	200017979	dna_repair,dna_repair_title	Benzo(a)pyrene induces similar gene expression changes in testis of DNA repair proficient and deficient male mice	Mus musculus	Expression profiling by array	20	GPL6466	20504355	2010/08/24
GSE23204	200023204	dna_repair	The Role of the Rad4-Rad23 Complex and Rad4 Ubiquitination in UV-Responsive Transcription	Saccharomyces cerevisiae	Expression profiling by array	30	GPL90	26150418	2010/08/02
GSE17465	200017465	dna_repair	Transcriptional profile of Escherichia coli K12 strain JM109 harboring pMG1 and pMG1-IrrE under 1M NaCl shock	Escherichia coli	Expression profiling by array	18	GPL3154		2010/07/29
GSE23179	200023179	dna_repair	Gene expression microarray analysis of rat nasal tissue with time and dose following formaldehyde inhalation	Rattus norvegicus	Expression profiling by array	72	GPL1355	20884683	2010/07/28
