accession	queries	title	taxon	gdstype	n_samples_geo	status	skip_reason	gpl	pubmed	cldn4_present	n_nhej	n_ifn	n_sensors	genes_nhej	genes_ifn	genes_sensors	coverage_ok	n_columns	design	cldn4_mean	cldn4_std	n_pairs	pair_stems	spearman_n	rho_nhej	p_nhej	rho_ifn	p_ifn	rho_composite	p_composite	rho_cgas	p_cgas	rho_sting	p_sting	scale	file_used	joint_paired	joint_spearman	joint_call	call_basis	ratio_orient	delta_nhej	delta_ifn	delta_cgas	delta_sting	contrast_note	nhej_genes_up_in_high	nhej_genes_down_in_high	ifn_genes_up_in_high	ifn_genes_down_in_high	delta_cldn4	fdr_nhej	fdr_ifn	fdr_composite
GSE296584	sting1	KDM5 demethylases suppress R-loop-mediated “viral mimicry” and DNA damage in breast cancer cells [CUT&Tag_S96]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	4.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE296387	sting1	KDM5 demethylases suppress R-loop-mediated “viral mimicry” and DNA damage in breast cancer cells [CUT&Tag_H3K4me3]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	4.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE278681	sting1	DNA methylation protects cancer cells against non-canonical senescence	Homo sapiens	Methylation profiling by high throughput sequencing	18.0	not_expression	Methylation profiling by high throughput sequencing																																															
GSE281183	sting1	TFEB and TFE3 regulate STING1-dependent immune responses by controlling type I interferon signaling	Mus musculus	Genome binding/occupancy profiling by high throughput sequencing	2.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE293086	sting1	Expression data from HEK293T cells	Homo sapiens	Non-coding RNA profiling by array	9.0	not_expression	Non-coding RNA profiling by array																																															
GSE290913	sting1	Harnessing STING Signaling and Natural Killer Cells to overcome PARP Inhibitor Resistance in Homologous Recombination Repair altered Breast Cancer [exome-Seq]	Mus musculus	Other	4.0	not_expression	Other																																															
GSE290912	sting1	Harnessing STING Signaling and Natural Killer Cells to overcome PARP Inhibitor Resistance in Homologous Recombination Repair altered Breast Cancer [scTCR-Seq]	Mus musculus	Other	4.0	not_expression	Other																																															
GSE259297	dna_repair,sting1	A p53-CCF circuit integrates genome integrity with senescence phenotypes [WGS 2]	Homo sapiens	Other	8.0	not_expression	Other																																															
GSE259296	dna_repair,sting1	A p53-CCF circuit integrates genome integrity with senescence phenotypes [WGS 1]	Homo sapiens	Other	14.0	not_expression	Other																																															
GSE223519	sting1	A metabolic switch orchestrated by IL-18 and the cyclic dinucleotide cGAMP programs intestinal tolerance	Mus musculus	Genome binding/occupancy profiling by high throughput sequencing	2.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE281893	sting1	SFPQ protects DNA repeat stability by recruiting histone H3.3 chaperon activity to R-loop structures [ChIP-seq]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	14.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE281352	sting1	RNA sensing induced by chromosome missegregation augments anti-tumor immunity VI	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	4.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE213248	sting1	Inhibiting EZH2 Targets Atypical Teratoid Rhabdoid Tumor by Triggering Viral Mimicry via Both RNA and DNA Sensing Pathways [CUT&RUN]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	24.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE239628	cgas_title,sting1	Exosomes packaged chromatin with dynamic H3R26me2s modification prevents cellular inflammation by blocking the cGAS-STING pathway [CUT&Tag-seq]	Homo sapiens	Other	12.0	not_expression	Other																																															
GSE254412	sting1	Loss of ZNF408 Is Linked to Immune Escape in Breast Carcinogenesis [CUT&Tag]	Homo sapiens	Other	4.0	not_expression	Other																																															
GSE254411	sting1	Loss of ZNF408 Is Linked to Immune Escape in Breast Carcinogenesis [ATAC-seq]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	2.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE249663	sting1	The roles of nuclear orphan receptor NR2F6 in anti-viral innate immunity [ChIP-seq]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	8.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE262647	cgas_title,sting1	MATRIN3 deficiency leads to cGAS-STING activation	Homo sapiens	Other	3.0	not_expression	Other																																															
GSE241589	cgas_title,sting1	Pervasive nuclear envelope ruptures precede ECM signaling and disease onset without activating cGAS-STING in Lamin cardiomyopathy mice [SLAM-IT-seq]	Mus musculus	Other	21.0	not_expression	Other																																															
GSE244205	sting1	TCAF1 Promotes TRPV2-mediated Ca2+ Release in Response to Cytosolic DNA to Protect Stressed Replication Forks	Homo sapiens	Other	8.0	not_expression	Other																																															
GSE244403	cgas_title,sting1	cGAS-STING axis activation drove inflammatory phenotype acquisition of senescent nucleus pulposus cells via p65-mediated transcriptional modulation	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	12.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE245448	sting1	SMARCAL1 is a dual regulator of innate immune signaling and PD-L1 expression that promotes tumor immune evasion [CUT&RUN]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	18.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE245447	sting1	SMARCAL1 is a dual regulator of innate immune signaling and PD-L1 expression that promotes tumor immune evasion [ATAC-seq]	Mus musculus; Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	14.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE229470	sting1	KRAB zinc finger proteins ZNF587/ZNF417 protect lymphoma cells from replicative stress-induced inflammation [TrAEL-seq]	Homo sapiens	Other	2.0	not_expression	Other																																															
GSE229465	sting1	KRAB zinc finger proteins ZNF587/ZNF417 protect lymphoma cells from replicative stress-induced inflammation [CUT&Tag]	Homo sapiens	Other	8.0	not_expression	Other																																															
GSE227709	sting1	STING agonism leads to durable clinical response in an anti-PD-L1 refractory patient: Tumor antigen-specific, single cell level biomarker analyses.	Homo sapiens	Other	6.0	not_expression	Other																																															
GSE210946	sting1	STING suppresses the reactivation of dormant metastasis	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	18.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE183539	cgas_title,sting1	Tissue fluidification promotes a cGAS/STING-mediated cytosolic DNA response in invasive breast cancer [SAMMY-seq]	Homo sapiens	Other	18.0	not_expression	Other																																															
GSE183407	cgas_title,sting1	Tissue fluidification promotes a cGAS/STING-mediated cytosolic DNA response in invasive breast cancer [ChIP-seq]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	6.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE205323	cgas_title,sting1	Loss of Zfp335 triggers cGAS/STING-dependent apoptosis of post-B-selection pre-T cells [TCRa-seq]	Mus musculus	Other	7.0	not_expression	Other																																															
GSE196324	sting1	Epigenetic repression of STING by MYC promotes immune evasion and resistance to immune checkpoint inhibitors in triple negative breast cancer [CHIP-seq]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	4.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE182041	sting1	Epigenetic state determines inflammatory sensing in neuroblastoma [ATAC-seq]	Homo sapiens	Genome binding/occupancy profiling by high throughput sequencing	8.0	not_expression	Genome binding/occupancy profiling by high throughput sequencing																																															
GSE182197	sting1	SETDB1-TRIM28 complex suppresses antitumor immunity [CRISPR/Cas9 screen]	Mus musculus	Other	1.0	not_expression	Other																																															
