gene	log2FC_high_minus_low	t_stat	p_ttest	spearman_r_vs_TACSTD2	padj_ttest	spearman_p_vs_TACSTD2	spearman_padj_vs_TACSTD2
GPR110	2.3481290560471884	11.362037770678592	2.5283438266260305e-27	0.3520598883372919	2.5569900867306604e-25	4.823856504121805e-31	4.2686971564491665e-29
HAS3	1.91038303834808	11.358777227768204	1.7976658186519174e-27	0.3600622500002589	1.8639433968143364e-25	1.7194259595595924e-32	1.80101096682441e-30
SLC2A1	1.5905197640117985	11.353517157770876	2.114065859129939e-27	0.3363071119588692	2.1700886043968823e-25	2.596271735231563e-28	1.7826574824181937e-26
KRT23	2.703664454277291	11.33503995766948	2.425839852787909e-27	0.3490851180954639	2.4654699097889e-25	1.6260989125288166e-30	1.3570654745616508e-28
ALDH3B2	1.748796312684357	11.310231600939424	2.7783263147217728e-27	0.3692186719279439	2.796031335354804e-25	3.3659688870284168e-34	4.088955103591325e-32
SDCBP2	1.4418876106194718	11.302457863708929	3.0556999148728278e-27	0.3804283834202869	3.060171670845812e-25	2.2873189211725473e-36	3.3783206799764314e-34
SLC39A2	2.0084423303834797	11.293454718475576	4.7674887751338414e-27	0.345728069362585	4.7056031035335465e-25	6.3087249146857904e-30	4.98146624994228e-28
RHCG	3.390057964601769	11.286551137505702	5.5124750924075086e-27	0.3179052137659625	5.33826007769463e-25	2.5704156238662253e-25	1.381430176910304e-23
SLC10A3	0.4467966076696186	11.286028795276255	3.5950509974353885e-27	0.3804297390791957	3.565526424026499e-25	2.285911363748997e-36	3.3783206799764314e-34
CD109	1.4872839233038349	11.259819308470982	4.978198576457071e-27	0.3363175352578577	4.86678175117446e-25	2.5857980052212956e-28	1.781423927758161e-26
FOSL1	1.5848466076696237	11.25807607894304	4.8988780485102266e-27	0.3535769366451655	4.812151499326074e-25	2.582675570420168e-31	2.3670682794966986e-29
LASS3	3.261267404129791	11.254366289101858	5.992346864488519e-27	0.2995328923810713	5.775722118683064e-25	1.5821584078370242e-22	6.234493687695606e-21
KRT14	4.2748982300884935	11.24978556328162	5.040128065835957e-27	0.3370595777080389	4.903972947469772e-25	1.93839600196487e-28	1.3444347946060398e-26
LY6K	2.288351327433623	11.227070080075938	7.037156305077786e-27	0.3571638715373446	6.751066305759203e-25	5.816170410299276e-32	5.7964067244390355e-30
EPS8L1	1.2425688790560443	11.207434352464324	7.74737998478078e-27	0.3766658212206532	7.397847027327879e-25	1.2486905214218558e-35	1.732136243566939e-33
KRT6A	4.499407227138644	11.194177323871696	8.417247315094433e-27	0.3624829222280136	8.000281823096699e-25	6.153905589990942e-33	6.756132714572943e-31
KRT15	2.4937069321533976	11.182684454017952	9.63413803237389e-27	0.3400101653734296	9.114693723715942e-25	6.115193981708247e-29	4.4677911901946734e-27
KIAA1609	0.6593240412979231	11.181041947296922	1.2666523953486383e-26	0.3419125810455302	1.1820169852957976e-24	2.8872332195688144e-29	2.18726560877298e-27
NFE2L2	0.7515154867256779	11.17433975746004	1.1971860748775392e-26	0.3623759483117971	1.1222936126591723e-24	6.440979467310359e-33	7.033686620419238e-31
PADI3	3.198836430678467	11.159565505305142	1.5137907560643347e-26	0.3511443895360286	1.4062499647964161e-24	7.021278146334433e-31	6.082145162204469e-29
RIN1	1.1145951327433803	11.130007119226944	1.6787932779230224e-26	0.350251915581942	1.5525056754846688e-24	1.0111623942466718e-30	8.578166923092633e-29
KRT17	3.111912389380535	11.122248025094713	1.7475154216701892e-26	0.3509471966248936	1.601629089593258e-24	7.611315791488013e-31	6.510846383302038e-29
RIPK4	0.8709949852507393	11.117989301116312	1.7628207370871203e-26	0.379077485338416	1.6037082683061743e-24	4.21790796707429e-36	6.1413936570237715e-34
PKP3	0.7434703539823015	11.097367920960796	2.3699831604369669e-26	0.3547923848424296	2.1434252988445347e-24	1.5617686070511478e-31	1.4574140683072758e-29
SH3RF2	1.6825712389380465	11.08451696243167	4.134867473153359e-26	0.355995004569159	3.659001259648209e-24	9.473917015919105e-32	9.131432691869447e-30
ADORA2B	0.995368141592924	11.073935971365207	3.2582038755228973e-26	0.3380292065618344	2.92100111635306e-24	1.3285881984545892e-28	9.309186250605023e-27
ELOVL1	0.4077588495575206	11.069920184694906	2.814149442186234e-26	0.3869384903995241	2.5339687740387444e-24	1.150537634473554e-37	1.9361096422739398e-35
DHRS9	1.607847640118	11.033447685431245	4.056494608565393e-26	0.3442948502852113	3.6051876326340924e-24	1.1197942070476448e-29	8.708096617684905e-28
KRT13	4.108027581120946	11.015478549545822	6.067288579450557e-26	0.3336144050009156	5.278026887123726e-24	7.338682249639862e-28	4.8444741667236774e-26
CLSTN1	0.6823420353982215	11.003432803031345	5.110791296040167e-26	0.349675440988495	4.4839549276796845e-24	1.278993136118906e-30	1.0805649829021044e-28
KLF5	0.9809067846607676	11.000696407128576	5.604060114495599e-26	0.3581896850379207	4.895802304280623e-24	3.783956129498905e-32	3.808069575422182e-30
FMO9P	1.539862389380532	10.993002039030475	8.829981266970291e-26	0.3584635021022039	7.553313142120839e-24	3.372853221435045e-32	3.431945766988098e-30
FOXE1	3.031785988200592	10.980502172182842	8.460493057476064e-26	0.3151103807355899	7.267528136819399e-24	7.032537373102381e-25	3.627587745472158e-23
C10orf55	1.1699308259587	10.977587106761078	6.962729648753204e-26	0.3542679774136251	6.0060857012144244e-24	1.9408217853951777e-31	1.7948230294668016e-29
FAM110C	1.4885407079646034	10.93811827744591	9.613349694562788e-26	0.3551496038897424	8.189297478397263e-24	1.3465798532137219e-31	1.2623417528072013e-29
FRRS1	1.2464665191740316	10.92744200087371	1.0976229323636601e-25	0.3340280906865221	9.311652397283445e-24	6.260084873007586e-28	4.145791691704701e-26
TNFSF10	1.1056663716814086	10.916741663407407	1.1633012845568742e-25	0.3526991356180841	9.828220317675981e-24	3.708901485125225e-31	3.3250544755292957e-29
TSPO	0.6848172566371691	10.904320464987988	1.360386038126827e-25	0.3736658891548323	1.144619891915728e-23	4.7562749251645357e-35	6.299762852492124e-33
EPN3	1.1100000000000048	10.902285649305757	3.633685513992338e-25	0.3717514730026477	2.9720941674208253e-23	1.1084929432409515e-34	1.4135006288656358e-32
PLCH2	1.81490501474926	10.852828182248048	2.0900158385653776e-25	0.3441390839812036	1.744228665274277e-23	1.1916355053462964e-29	9.231802613116778e-28
IKZF2	0.7299060471976322	10.811708269245528	3.2149107258807387e-25	0.3534505482419023	2.6506874378446416e-23	2.721015526954512e-31	2.482775500816717e-29
FGFR3	1.8127775811209403	10.807972566528646	3.259154788355349e-25	0.3685722273359839	2.6764179121974125e-23	4.4620954763401495e-34	5.325977914492051e-32
SH3BGRL3	0.5611255162241893	10.77533284664759	4.302383485453359e-25	0.3569984915048589	3.50507670461736e-23	6.232626636483031e-32	6.122288270191227e-30
RNF222	1.184197197640119	10.770028773539376	8.408709593266353e-25	0.3016336668142112	6.665282160222325e-23	7.767441350140977e-23	3.1452775329071848e-21
AIM1	0.9678526548672596	10.753395081485095	7.931650370729577e-25	0.3138429959035017	6.31150318259993e-23	1.1061169637595193e-24	5.525202254497064e-23
SPRR2F	2.353696312684366	10.749742530621518	1.1286673485371896e-24	0.3141074051998213	8.877984929298276e-23	1.0065727446952666e-24	5.0773804541999565e-23
PTK6	1.391663864306782	10.746382251972426	6.878723102474463e-25	0.3732022413425233	5.538046482109832e-23	5.841030152387703e-35	7.686945450546124e-33
SLC9A3R1	1.0192682890855416	10.731800685642638	6.428199055564221e-25	0.3377614673845963	5.19570577207612e-23	1.4748497712854688e-28	1.0298865919894788e-26
ZNF750	1.7689604719763992	10.728579326308544	7.087144862577538e-25	0.3862353126013525	5.683557969871752e-23	1.594281334758988e-37	2.6395641776291953e-35
GPR109A	1.4310227138643097	10.713079317109072	7.9140001186156035e-25	0.3584607328858897	6.31150318259993e-23	3.376780540338996e-32	3.431945766988098e-30
APOBEC3A	1.510147050147494	10.69325168395559	1.2202504201117531e-24	0.3263495195109623	9.561733253776448e-23	1.1505464264523233e-26	6.90664272955152e-25
ZC3H12A	0.907803539823	10.689282568324243	1.06488668106197e-24	0.3637443641950783	8.408509062385477e-23	3.589939228896756e-33	4.027401768811497e-31
FAM25A	1.447310176991151	10.68454097906267	5.431730549366754e-24	0.3230644874553655	3.940403822561818e-22	3.8979670934615074e-26	2.2606006900781e-24
EFHD2	0.6518039823008888	10.620087525814498	1.8883841197379147e-24	0.3305162088829809	1.462963244461109e-22	2.39503717956378e-27	1.5175960893964321e-25
PVRL1	1.557142920353991	10.598008174761729	2.2034595027475627e-24	0.3119057890949696	1.6942705464946616e-22	2.2009285356520385e-24	1.0557257672181391e-22
N4BP1	0.3982741887905572	10.58555019569746	2.480223597264364e-24	0.3570061122071463	1.8928992733025053e-22	6.212802349346357e-32	6.122288270191227e-30
SYT8	1.8530641592920345	10.579773057972282	2.6980028803027773e-24	0.3276740120267429	2.0439114071076024e-22	7.004695315080023e-27	4.292728203540086e-25
HES1	0.7462078171091484	10.567003315797752	3.0803863233062292e-24	0.3392341503407215	2.308041285309375e-22	8.292959696353088e-29	5.952953236577934e-27
CLDN16	1.5352148967551584	10.555929117848493	3.2492424174169958e-24	0.341722689560234	2.4257071574389427e-22	3.1125522089423703e-29	2.349290325352458e-27
DSG3	4.249373746312688	10.553967028628495	3.418920189938569e-24	0.3144547473165744	2.540472039195743e-22	8.891610687658681e-25	4.518434837070117e-23
FAM3C	0.6784023598820106	10.544072538965583	3.627601413055765e-24	0.3496468470797909	2.66934254516254e-22	1.2939704789363762e-30	1.088738275924746e-28
EVPL	1.0447747787610524	10.518396222062488	7.583194941741223e-24	0.3586751723273936	5.405659449789837e-22	3.085687156743612e-32	3.1674578663973175e-30
CLTB	0.6302514749262649	10.482239795598431	6.914320049326618e-24	0.3396547522756598	4.9460275474799825e-22	7.031527972251523e-29	5.10096357845667e-27
PLEKHG6	1.09844911504425	10.482176625205865	8.447924153009115e-24	0.3242105364090841	5.980547684871624e-22	2.5509469164901896e-26	1.5049120745845858e-24
KRT5	4.404749410029499	10.459561886538742	7.81587522924833e-24	0.3325421115928889	5.552246313372604e-22	1.1068190063117183e-27	7.213648952247485e-26
NAPRT1	0.8980794985250675	10.449076047142643	9.085335599497153e-24	0.3602142746753827	6.387737666358786e-22	1.612396731097776e-32	1.697564353304479e-30
ADH7	3.5167272861356915	10.448062449185894	9.302899828125805e-24	0.3134284453676274	6.518379981959821e-22	1.2821237000881544e-24	6.357970908891259e-23
AP2M1	0.648024631268429	10.441346703021814	9.609266301356561e-24	0.3335223708039648	6.710144121321435e-22	7.602612289693154e-28	5.002616356006425e-26
TUBA4A	0.8371856932153339	10.434070174858627	1.1256917048369668e-23	0.3559415942123327	7.807584696048285e-22	9.687030053015238e-32	9.24998730178618e-30
UPK1B	3.4334395280235985	10.424645953911105	1.4235876594810722e-23	0.3206471498828414	9.774667106737933e-22	9.476314201359894e-26	5.31553908617264e-24
A4GALT	1.1198104719764093	10.413340846318173	1.230435952080413e-23	0.3386324611739637	8.505336732730935e-22	1.049615245648993e-28	7.430552066611664e-27
DSC3	3.524035103244836	10.39940016693629	1.346397037667324e-23	0.3201640234495531	9.275681605137637e-22	1.1306400639813034e-25	6.273524463117881e-24
LOC100216001	1.5299758112094377	10.384449570635732	1.6395779045326546e-23	0.3623244099600173	1.1220178126685134e-21	6.583988746324834e-33	7.1136292261235274e-31
IL1F6	1.2610019174041298	10.383964085093758	1.6457777751045924e-22	0.3552915998251761	9.850675720961306e-21	1.2694513975809819e-31	1.1954971189145668e-29
TMPRSS11B	1.466295427728613	10.381203651009685	1.3283719422588225e-22	0.3638470966707354	7.997500285798715e-21	3.4354104665867204e-33	3.8752185098365585e-31
PPP1R14C	1.5709932153392314	10.381200569188838	2.101002885279317e-23	0.3209714211634035	1.4142160404847337e-21	8.415705164582208e-26	4.746550193100899e-24
DUSP7	0.7849924778761057	10.380191029197942	1.8105726971920466e-23	0.3451306595156136	1.2267675733779773e-21	8.016268300651516e-30	6.281449931770062e-28
SERPINB5	3.1156625368731508	10.365507962379365	1.827164717568229e-23	0.3617380739556916	1.2339372253840705e-21	8.450211017457432e-33	8.988747781782438e-31
S100A7	3.2491297935103254	10.363668943868602	2.86031166971415e-23	0.31841240372401	1.882121749334343e-21	2.138851586122228e-25	1.1555427121865616e-23
GPR109B	1.4526424778761011	10.349141344568674	2.1173999265832849e-23	0.3309793779258548	1.4205954409397007e-21	2.008591169555464e-27	1.2926763859239398e-25
EFNB1	1.0923932153392355	10.332993597914417	2.5173546761603893e-23	0.3311424246008851	1.6725337055525177e-21	1.8878101809994127e-27	1.2187655036452183e-25
PRRG4	0.8593306784660779	10.33298147550432	2.449739850660347e-23	0.3404422633198291	1.63289477707977e-21	5.159179833959505e-29	3.8099986327765694e-27
ULBP3	0.9950250737463112	10.32979946847234	2.564673911516795e-23	0.313870128957174	1.6984759807561225e-21	1.095469176126345e-24	5.485361508749722e-23
C20orf54	1.10759174041298	10.32957796372211	2.828968532946467e-23	0.3805824489165101	1.867483086218359e-21	2.1327351304285702e-36	3.219489134389599e-34
C6orf132	0.7760766961651946	10.31421554437814	3.457483183026126e-23	0.3747493405342709	2.26057738049447e-21	2.9390395111179284e-35	3.9180831924189e-33
LRRC1	0.5776101769911577	10.30521616973652	3.1974579816187377e-23	0.334174606788527	2.0972464013620666e-21	5.917027493494436e-28	3.931280726260219e-26
TP53AIP1	2.0892752212389385	10.301734348043196	3.5968444673212834e-23	0.3140585569770114	2.344229108384316e-21	1.0242705043582479e-24	5.153988591783046e-23
LPAR5	0.9221703539822954	10.285311769631988	4.024907122707949e-23	0.333149229927061	2.6066669788389337e-21	8.772486721263618e-28	5.743010001527781e-26
C1orf106	0.923034365781712	10.283666013579188	8.015605753782953e-23	0.351999435565664	4.9566381363001206e-21	4.945107306898455e-31	4.357212575563317e-29
SLPI	1.6310631268436566	10.276284101785985	7.140690692029552e-23	0.3360376320803083	4.480406280086149e-21	2.882133164151356e-28	1.959277942385011e-26
ANXA2P1	0.7729792035398244	10.26906998074059	4.949746012350464e-23	0.3238656326282746	3.1656786801730534e-21	2.8986838205583133e-26	1.695440992480404e-24
C3orf54	0.9838377581120924	10.268548203810845	4.412385725146941e-23	0.3172373028887741	2.8396952644911192e-21	3.272552267472949e-25	1.7496223450838448e-23
PITX1	2.015503244837765	10.260172251867022	4.710237193583106e-23	0.3489896005115961	3.0219115495081614e-21	1.690436837812876e-30	1.3993817854959008e-28
USH1G	2.139410471976401	10.250175254046283	5.154697545118034e-23	0.3036524278629515	3.2763449102561373e-21	3.899122289395499e-23	1.6369934683290304e-21
BNC1	3.007978908554572	10.23569263110373	6.080661155115095e-23	0.2986911859453142	3.852962145509657e-21	2.100541806539408e-22	8.152008183034792e-21
TMPRSS11BNL	1.2821547197640115	10.232087369899087	4.31993857537649e-22	0.3159830664937678	2.443204929820368e-20	5.141901307554415e-25	2.6971946435841166e-23
GADD45A	0.7220293510324414	10.225829956416046	7.158174670571148e-23	0.3126040114640312	4.480406280086149e-21	1.7185566412329815e-24	8.321218831253091e-23
RNF7	0.5471619469026567	10.224316537870886	7.188931526451163e-23	0.3208954711573765	4.485980675928339e-21	8.653062389969871e-26	4.867051256604971e-24
UPK2	1.392487463126843	10.224273107785368	8.061746313447157e-23	0.3709959191977907	4.963154971477824e-21	1.5455393090339545e-34	1.934751342345554e-32
ARL4D	1.2057054572271395	10.222877743937191	6.576097876690299e-23	0.3291659395812062	4.15407044333698e-21	3.9934747691682504e-27	2.4694589461151864e-25
COL17A1	2.5332995575221204	10.220868068216888	7.211842324062265e-23	0.3247205972572025	4.486640088272676e-21	2.1110295708148126e-26	1.2489751322428849e-24
TMEM41A	0.5514398230088435	10.214619055999982	7.086961836113764e-23	0.3437691318049004	4.463046825012748e-21	1.381086043411093e-29	1.0659284387680352e-27
HEBP2	0.5497323008849708	10.204694311858692	8.074494693003375e-23	0.3356707411147717	4.963154971477824e-21	3.322030768734547e-28	2.2434635421750082e-26
ADAMTSL5	1.22456637168142	10.188678762846198	9.177751414597464e-23	0.3270373872627613	5.607715373264462e-21	8.894280299094156e-27	5.402354276343285e-25
ZFYVE21	0.4422761061947025	10.18682672448399	9.073075647915801e-23	0.3432337785850815	5.5603057627376534e-21	1.7092023075868214e-29	1.3044581180207228e-27
TRAF3IP2	0.6192879056047182	10.181567690304789	9.629806507168297e-23	0.3235411725749745	5.849110283791868e-21	3.268473964348803e-26	1.9063002979568444e-24
LYPD2	1.6937910029498524	10.17031224112	3.8699592708112153e-22	0.2802911678230519	2.2008383332341894e-20	8.173374740563492e-20	2.3468445234093495e-18
GDPD2	1.7563351032448384	10.160742969210164	2.423585145106845e-22	0.3007925586532242	1.425679169886634e-20	1.0334502134084533e-22	4.1197539575292324e-21
FDXR	0.6684097345132827	10.160548425296346	1.165293774788851e-22	0.3003801421195819	7.036317998945618e-21	1.1883557818368032e-22	4.7189447197504e-21
DUSP11	0.414047345132742	10.13092266271532	1.6274268018766993e-22	0.3048098814869525	9.76931936916042e-21	2.6199446502785913e-23	1.1159224827846364e-21
SERPINB11	1.980873893805311	10.10803113752802	3.2368888506061573e-22	0.3087798111245253	1.8666665197456292e-20	6.6086509888448146e-24	3.0488899955277314e-22
KRT34	1.4713371681415928	10.107557905266798	2.3651896631260304e-22	0.3163934987947628	1.3993470831117407e-20	4.436196103939918e-25	2.3533619125035277e-23
PGLYRP3	2.114481563421827	10.106627610909154	2.421650728068078e-22	0.313297501426913	1.425679169886634e-20	1.3432757598328277e-24	6.629195035905759e-23
RPTN	1.8835755162241887	10.097659825979418	4.50440823825737e-22	0.3305364275516269	2.5375915865966062e-20	2.3767254578803425e-27	1.5122016936894818e-25
BPGM	0.5219392330383332	10.08754965626115	2.765440891084437e-22	0.2968614788230942	1.6129119742603262e-20	3.8768938820398613e-22	1.4550755283049058e-20
TBC1D10A	0.4802635693215578	10.072252434121596	2.5110147216555927e-22	0.3272724918480247	1.4728894924454092e-20	8.143953889032115e-27	4.9612870427842535e-25
